Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1406A-26X-CC-PAL,0,5,221.74,221.79,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,26,X,CC,PAL,b8a8b702e1cd09a5bdfabe884b9b941f
342-U1406A-27X-CC-PAL,0,9,232.26,232.35,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,27,X,CC,PAL,4d41e7f01e8470e2c310f6dcc0270264
342-U1406A-28X-CC-PAL,0,6,242.27,242.33,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,28,X,CC,PAL,18e3b1eb0e5d9cde2090c1c58462ab95
342-U1406A-29X-3-W 20/22-RADS,0,2,245.1,245.12,RP12,RP12 - Thyrsocyrtis triacantha,T Theocotyle conica (Gradstein et al. 2012),P [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,29,X,3,W,de20442d046f6093e2fed53862922375
342-U1406A-29X-3-W 98/100-RADS,0,2,245.88,245.9,RP12,RP12 - Thyrsocyrtis triacantha,B Eusyringium lagena (Gradstein et al. 2012),M [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,29,X,3,W,1338fccae1c0c3ac92bee285fcfe8b7b
342-U1406A-29X-4-W 16/18-RADS,0,2,246.26,246.28,RP11,RP11 - Dictyoprora mongolfieri,B Dictyoprora mongolfieri (Gradstein et al. 2012),G [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,29,X,4,W,bc89f6bd9c1d1745ad96eba74b14f0f2
342-U1406A-29X-CC-PAL,0,8,250.75,250.83,,,,P [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,29,X,CC,PAL,0c4baded921b74ce4778c7d82e9950e7
342-U1406A-30X-CC-PAL,0,7,254.64,254.71,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,30,X,CC,PAL,0f64b3d70030db44a1af5d2576e1b6d7
342-U1406A-31X-1-W 15/17-RADS,0,2,255.95,255.97,,,,P [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,31,X,1,W,380e7e7e6fe9d29da6b1312939792434
342-U1406A-31X-2-W 99/101-RADS,0,2,258.29,258.31,RP7,RP07 - Bekoma bidartensis,,M [P22],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,31,X,2,W,d998a8ad47c21573fc67f6ea1c27bced
342-U1406A-31X-3-W 97/99-RADS,0,2,259.77,259.79,,,,P [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,31,X,3,W,69d67712d2cbf8f02118062a30cb4321
342-U1406A-31X-CC-PAL,0,6,260.41,260.47,RP7,RP07 - Bekoma bidartensis,,M [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,31,X,CC,PAL,e7ad133abca362d598895ef05764cafc
342-U1406A-32X-1-W 129/130-RAD,0,1,262.29,262.3,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,32,X,1,W,483184f15f373716ab2b88374ac0f3fa
342-U1406A-32X-3-W 14/15-RAD,0,1,264.14,264.15,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,32,X,3,W,84caf8a39a79011dee67c395018eacaf
342-U1406A-32X-CC-PAL,0,5,266.16,266.21,RP7,RP07 - Bekoma bidartensis,,M [P22],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,32,X,CC,PAL,da086a1242bc57e1f07b41fc7475154c
342-U1406A-33X-4-W 102/103-RAD,0,1,275.88,275.89,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,33,X,4,W,a5821ab95661c30014333520beef0dff
342-U1406A-33X-CC-PAL,0,5,278.6,278.65,,,,M [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,33,X,CC,PAL,d8ad642192baf471615fd8f57ef6187d
342-U1406A-34X-1-W 84/85-RAD,0,1,279.44,279.45,,,,P [P22],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,34,X,1,W,1f2dfce5895bb3049a5d3716a3707c43
342-U1406A-34X-CC-PAL,0,5,281.0,281.05,,,,M [P22],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1406,A,34,X,CC,PAL,1ad0b3819b8b2c67b084473b9a73f95d
