Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,eodp_id
342-U1410A-9H-6-W 130/130-NANNO,342,U1410,A,9,9-6,H,6,W,130/130-NANNO,0,0,82.95,82.95,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,-,F,R,1,-,,R,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,R,R,,,,,,,R,R,,,R,,,,,,,,,C,,,,-,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,R,,,,,,,R,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,465668c02a5c9b175dc50fea08481e86
342-U1410A-9H-7-W 56/56-NANNO,342,U1410,A,9,9-7,H,7,W,56/56-NANNO,0,0,83.71,83.71,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,1,F,R,2,-,,R,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,R,R,,,,,,,R,R,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,a601f60c000898b959640d334f707e2a
342-U1410A-9H-CC-PAL,342,U1410,A,9,9-CC,H,CC,PAL,,0,10,84.51,84.61,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,R,F,R,1,1?,,R,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,,R,,,,R,,,,,R,R,,,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,7bf7a9fd011cb03767f76777b04ee658
342-U1410A-10H-CC-PAL,342,U1410,A,10,10-CC,H,CC,PAL,,0,10,93.11,93.21,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,F,R,1,,,F,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,R,,,,,R,,,,,R,R,,,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,60192820a06ad138105b36fbad127eaa
342-U1410A-11H-CC-PAL,342,U1410,A,11,11-CC,H,CC,PAL,,0,6,103.15,103.21,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,F,R,R,,,R,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,R,R,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,R,,,,,,,e7972a9899481354b5bd3c97fc87d804
342-U1410A-12H-CC-PAL,342,U1410,A,12,12-CC,H,CC,PAL,,0,10,113.32,113.42,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G-M,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,F,RR,F,cf.,,R,,F,F,F,,P,,,,,,,,R,,,,,,R,,,,,,,,,,F,,,,,,R,,,,,,,R,,,,R,,,,,,,,P,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,28bb6e71fb2e78789fc8673c28c73c54
342-U1410A-17X-1-W 75/75-NANNO,342,U1410,A,17,17-1,X,1,W,75/75-NANNO,0,0,151.75,151.75,NP15c,"NP15c (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,F,R,,F,,,F,,R,,F,,,,,,,,,,F,R,,,,C,F,,,,,F,,F,,,F,,,,,R,R,,,,,,R,,,,,,,,R,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,1,,,,,,,F,,,,,,,,,,,R,,,,,,cf,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,R,,,907cda4ac054b56f1d1f5761c5b5ac24
342-U1410A-17X-2-W 86/86-NANNO,342,U1410,A,17,17-2,X,2,W,86/86-NANNO,0,0,153.36,153.36,NP15c,"NP15c (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,F,,R,2,,C,,,F,,R,,F,,,,,,,,,,F,R,,,,F,F,,,,,,,R,,,F,,,,,,F,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,cf,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,,,,931f4bb9263f5b332f8ccf176a49439d
342-U1410A-17X-2-W 87/87-NANNO,342,U1410,A,17,17-2,X,2,W,87/87-NANNO,0,0,153.37,153.37,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,R,F,3,R,1,,C,,,F,,F,,F,,,,,,,,,,F,R,,,,F,,,,,,F,,,,,F,,,,,R,,,,,,,,F,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,R,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,F,,,c433594e06517e4906c4bb56b9d73f17
342-U1410A-17X-CC-PAL,342,U1410,A,17,17-CC,X,CC,PAL,,0,5,160.79,160.84,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,F,,3,F,3,,C,,,F,,F,,F,,,,,,,,,,,R,,,,F,F,,,,,F,R,,,,F,,,,,R,R,,,,,,R,F,,,,,,,,,,,,,C,,,,,,,,,,F,,,,,,,,R,,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,R,R,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,R,,,d68e60973ed9604f4d887f7904db2924
342-U1410A-18X-CC-PAL,342,U1410,A,18,18-CC,X,CC,PAL,,0,5,170.3,170.35,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,F,F,,,C,,,F,,F,F,F,,,,,,,,,,,R,,,,F,F,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,R,,,,R,,1,,,,,,,F,,,,,,,,,,,,,,,,,cf,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,4671744a9acae9d768bf32f083cf8620
342-U1410A-19X-CC-PAL,342,U1410,A,19,19-CC,X,CC,PAL,,0,6,179.95,180.01,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,2,,?1,,C,,,F,,F,F,F,,,,,,,,,,F,R,,,,C,,,,,,,,,,,F,,,,,,F,,,,,,R,F,R,,,,,,R,,,,,,C,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,?1,,,,R,R,,,R,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,F,,,a4e821df0d67bf48283b463e06f6cece
342-U1410A-20X-CC-PAL,342,U1410,A,20,20-CC,X,CC,PAL,,0,5,189.59,189.64,NP15b,"NP15b - Chiasmolithus gigas (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,R,2,,,,F,,,F,,F,F,F,,,,,,,,,,F,,,,,C,,,,,,,,,,,F,,,,,R,F,,,,,,,,R,,,,,,R,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,R,,,,,R,,,,,1,,,,,,,R,,,,,,,,,,F,F,,F,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,,C,,,,F,,,34cf0b2775a83c0b552a7b900705a940
