Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis,Pterocodon (?) ampla,Pterocodon (?) anteclinata,Pterocodon (?) poculum,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis,Sethochytris triconiscus,Spongatractus balbis,Spongatractus pachystylus,Stylotrochus nitidus,Theocorys acroria,Theocorys anaclasta,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon,Thyrsocyrtis tensa,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
342-U1405A-11H-CC-PAL,0,5,101.6,101.65,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,11,H,CC,PAL,c060d6378cdd51e27df776101e5e57d6
342-U1405A-12H-CC-PAL,0,5,110.82,110.87,RN02,RN02 - Stichocorys delmontensis,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,12,H,CC,PAL,25702cb3116aa8887833bb21a7e3b35f
342-U1405A-13H-CC-PAL,0,4,120.47,120.51,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,13,H,CC,PAL,d3eb420dbed5862f691daca1298b6c53
342-U1405A-14H-CC-PAL,0,5,130.12,130.17,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,14,H,CC,PAL,bc4d83d27f620a2dcfb1c71f162b9f4c
342-U1405A-15H-CC-PAL,0,8,139.46,139.54,RN01,RN01 - Cyrtocapsella tetrapera,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,15,H,CC,PAL,32f5a909775c5d39feecd34283ab4916
342-U1405A-16H-CC-PAL,0,5,149.2,149.25,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,16,H,CC,PAL,2e9f5f15a687e5fd7a6b5a3157ae67d5
342-U1405A-17H-CC-PAL,0,6,158.45,158.51,RN01,RN01 - Cyrtocapsella tetrapera,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,17,H,CC,PAL,a3673605c005d3ec2c468ba14a80444b
342-U1405A-18H-CC-PAL,0,6,167.7,167.76,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,18,H,CC,PAL,e28f259fbf66e2bac1c925b3f4365adf
342-U1405A-19H-CC-PAL,0,5,177.02,177.07,RP22b,RP22b,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,19,H,CC,PAL,b931d4c7aca2b5c572b2d7e8e6732c3d
342-U1405A-20H-CC-PAL,0,8,186.57,186.65,RP22b,RP22b,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,20,H,CC,PAL,75948fa28313386a636dfe1361feec69
342-U1405A-21H-CC-PAL,0,6,194.89,194.95,,unzoned,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,21,H,CC,PAL,7317f11272f8cd65856d56d4d4318be0
342-U1405A-22H-CC-PAL,0,7,206.07,206.14,RP22b,RP22b,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,22,H,CC,PAL,45543540c16d64efe642e90720583806
342-U1405A-23H-CC-PAL,0,23,214.62,214.85,,unzoned,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,23,H,CC,PAL,f72e2d0fd3a722abb7ac7a8b87b15358
342-U1405A-24H-CC-PAL,0,5,224.56,224.61,RP22a,RP22a - Lychnocanoma elongata,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,24,H,CC,PAL,573375924fde7b340aa3d442aacf79cd
342-U1405A-25H-7-PAL,0,5,234.02,234.07,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,25,H,7,PAL,326f51a6751e8018c7e05ea809bb19f4
342-U1405A-26H-CC-PAL,0,5,241.89,241.94,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,26,H,CC,PAL,5b9e60ac2fc37474d5b18c1650860e51
342-U1405A-27X-CC-PAL,0,1,247.16,247.17,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,27,X,CC,PAL,87eac0729d8a079d920063a7b31dfd6d
342-U1405A-28X-CC-PAL,0,5,253.38,253.43,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,28,X,CC,PAL,356d5b4125b2ea129a7edc85ad4f413e
342-U1405A-29X-CC-PAL,0,5,265.54,265.59,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,29,X,CC,PAL,cbee8bc8747a3d493bc0bb9c9221a46a
342-U1405A-30X-CC-PAL,0,7,272.69,272.76,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,30,X,CC,PAL,589b9e101699c7f00e444ac9a9f2d72b
342-U1405A-31X-CC-PAL,0,9,281.36,281.45,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,31,X,CC,PAL,858c73bbadcf78be2873868d35558ed8
342-U1405A-32X-CC-PAL,0,5,291.14,291.19,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,32,X,CC,PAL,b77013d448279646528f9c206b82e042
342-U1405A-33X-CC-PAL,0,5,306.98,307.03,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1405,A,33,X,CC,PAL,271136a309509bb594643f3fc4e5db10
