Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Calcareous spp. (indeterminate),Calcarina calcar,Cancris auricula,Cancris sp.,Cassidulina spp.,Cassidulinoides spp.,Cassidulina teretis,Ceratobulimina spp.,Ceratobulimina jonesiana,Chilostomella oolina,Chilostomella ovoidea,Chrysalogonium calomorphum,Chrysalogonium spp.,Cibicides cf. lobatulus,Cibicides lobatulus,Cibicides refulgens,Cibicides spp.,Cibicides/Cibicidoides spp.,Cibicidoides cf. pachyderma,Cibicidoides cf. refulgens,Cibicidoides cf. ungerianus,Cibicidoides cicatricosus,Cibicidoides incrassatus,Cibicidoides kullenbergi,Cibicidoides mollis,Cibicidoides pachyderma,Cibicidoides pseudoungerianus,Cibicidoides robertsonianus,Cibicidoides spp.,Cibicidoides subhaidingerii,Cibicidoides wuellerstorfi,Cibicorbis? sp.,Clavulina mexicana,Conorbina spp.,Cribroloculina sp.,Cribronodosaria sp.,Cribromiliolinella sp.,Cribrostomoides scitulum,Cribrostomoides spp.,Cribrostomoides subglobosus,Crithionina hispida,Crithionina mamilla,Crithionina pisum,Cyclammina cancellata,Cyclammina spp.,Cylindroclavulina spp.?,Dendrophyra spp.,Dentalina advena,Dentalina ariena,Dentalina bradyensis,Dentalina cf. filiformis,Dentalina spp.,Dentalina communis,Deuterammina ochracea,Discammina spp.,Discanomalina coronata,Discanomalina semipunctata,Discanomalina spp.,Discorbis spp.,Dorothia bradyana,Dorothia spp.,Eggerella bradyi,Eggerella spp.,Ehrenbergina pupa?,Ehrenbergina spp.,Elphidid taxa,Elphidiella spp.,Elphidium aculeatum,Elphidium cf. jenseni,Elphidium crispum,Elphidium spp.,Epistomina spp.,Epistominella exigua,Epistominella rugosa,Epistominella spp.,Eponides spp.,Eubuliminella exilis,Cibicidoides cf. wuellerstorfi,Comment,File Data
339-U1386A-11H-CC-PAL-FORAM,339,U1386,A,11,11-CC,H,CC,PAL,FORAM,0,5,97.13,97.18,,,,,,,R,,,P,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,
339-U1386A-12H-CC-PAL-FORAM,339,U1386,A,12,12-CC,H,CC,PAL,FORAM,0,5,108.69,108.74,,,,,,,,,,,,,,,,,,,,,,,,P,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-13H-CC-PAL-FORAM,339,U1386,A,13,13-CC,H,CC,PAL,FORAM,0,5,118.3,118.35,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-14H-CC-PAL-FORAM,339,U1386,A,14,14-CC,H,CC,PAL,FORAM,0,5,126.87,126.92,,,,,,,R,,,,,,,,P,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-15H-CC-PAL-FORAM,339,U1386,A,15,15-CC,H,CC,PAL,FORAM,0,5,136.96,137.01,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-16H-CC-PAL-FORAM,339,U1386,A,16,16-CC,H,CC,PAL,FORAM,0,5,143.9,143.95,,,,,,,A,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
339-U1386A-17H-CC-PAL-FORAM,339,U1386,A,17,17-CC,H,CC,PAL,FORAM,0,5,151.59,151.64,,,,,,,,,,,,,,,P,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-18H-CC-PAL-FORAM,339,U1386,A,18,18-CC,H,CC,PAL,FORAM,0,5,160.52,160.57,,,,,,,A,,,,,,,,,,,R,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-19H-CC-PAL-FORAM,339,U1386,A,19,19-CC,H,CC,PAL,FORAM,0,5,167.23,167.28,,,,,,,F,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,
339-U1386A-20H-CC-PAL-FORAM,339,U1386,A,20,20-CC,H,CC,PAL,FORAM,0,5,178,178.05,,,,,,,A,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,
339-U1386A-21H-CC-PAL-FORAM,339,U1386,A,21,21-CC,H,CC,PAL,FORAM,0,5,183.07,183.12,,,,,,,P,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-22X-CC-PAL-FORAM,339,U1386,A,22,22-CC,X,CC,PAL,FORAM,0,5,188.57,188.62,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-23X-CC-PAL-FORAM,339,U1386,A,23,23-CC,X,CC,PAL,FORAM,0,5,196.22,196.27,,,,,,,,,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-24X-CC-PAL-FORAM,339,U1386,A,24,24-CC,X,CC,PAL,FORAM,0,5,205.33,205.38,,,,,,,D,,,,,,,,F,,,R,,,,,,,,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,P,,,,,,,,,,
339-U1386A-26X-CC-PAL-FORAM,339,U1386,A,26,26-CC,X,CC,PAL,FORAM,0,5,224.53,224.58,,,,,,,D,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-27X-CC-PAL-FORAM,339,U1386,A,27,27-CC,X,CC,PAL,FORAM,0,5,234.63,234.68,,,,,,,R,,,,,,,,P,,,,,,,,,P,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,
339-U1386A-28X-CC-PAL-FORAM,339,U1386,A,28,28-CC,X,CC,PAL,FORAM,0,5,244.37,244.42,,,,,,,P,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-29X-CC-PAL-FORAM,339,U1386,A,29,29-CC,X,CC,PAL,FORAM,0,5,253.72,253.77,,,,,,,F,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-30X-CC-PAL-FORAM,339,U1386,A,30,30-CC,X,CC,PAL,FORAM,0,5,263.5,263.55,,,P,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-31X-CC-PAL-FORAM,339,U1386,A,31,31-CC,X,CC,PAL,FORAM,0,5,273.41,273.46,,,,,R,,A,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,
339-U1386A-32X-CC-PAL-FORAM,339,U1386,A,32,32-CC,X,CC,PAL,FORAM,0,5,282.61,282.66,,,,,,,F,,,,,,,,,,,R,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-33X-CC-PAL-FORAM,339,U1386,A,33,33-CC,X,CC,PAL,FORAM,0,5,292.17,292.22,,,,,,,A,,,,,,,,P,,,R,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-34X-CC-PAL-FORAM,339,U1386,A,34,34-CC,X,CC,PAL,FORAM,0,5,301.67,301.72,,,,,,,F,,,,,,P,,P,,,R,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-35X-CC-PAL-FORAM,339,U1386,A,35,35-CC,X,CC,PAL,FORAM,0,5,310.59,310.64,,,,,,,A,,,,,,,,P,,,F,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-36X-CC-PAL-FORAM,339,U1386,A,36,36-CC,X,CC,PAL,FORAM,0,5,320.92,320.97,,,,,,,R,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-37X-CC-PAL-FORAM,339,U1386,A,37,37-CC,X,CC,PAL,FORAM,0,5,330.1,330.15,,,,,,,A,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-38X-CC-PAL-FORAM,339,U1386,A,38,38-CC,X,CC,PAL,FORAM,0,5,338.6,338.65,,,,,,,F,,,,,,,,P,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1386A-39X-CC-PAL-FORAM,339,U1386,A,39,39-CC,X,CC,PAL,FORAM,0,5,349.42,349.47,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
