Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507B-8R-7-W 50/50-NANNO,0,0,442,442,NN1,M,A,T. S. delphix,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,F,C,1,,,,,R,C,,F,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,8,R,7,W
371-U1507B-8R-CC-PAL-NANNO,0,10,442.47,442.57,NN1,M/P,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,R,C,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,C,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,8,R,CC,PAL
371-U1507B-9R-1-W 20/20-NANNO,0,0,443.1,443.1,NN1,M,A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,R,C,,,,,,R,C,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,C,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,9,R,1,W
371-U1507B-9R-1-W 50/50-NANNO,0,0,443.4,443.4,NN1,M,A,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,VR,C,1,,,,,R,C,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,C,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,9,R,1,W
371-U1507B-9R-1-W 93/93-NANNO,0,0,443.83,443.83,NN1,M,A,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,C,,,,,,R,C,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R/F,,,R/F,,,,,,F,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,9,R,1,W
371-U1507B-9R-CC-PAL-NANNO,0,10,449.87,449.97,NN1??,P,R,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,F,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,9,R,CC,PAL
371-U1507B-10R-CC-PAL-NANNO,0,10,457.18,457.28,NN1,M,F,T S. ciperoensis,,,,,,,,,,VR,,,,,,,2,,,,,,,,,,,,,VR,F,,,,,,,F,,R,,,1,,,,,R,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,R,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,10,R,CC,PAL
371-U1507B-11R-CC-PAL-NANNO,0,10,466.65,466.75,NP25,M/G,C,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,R,,,VR,R,,,,,,R,C,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,C,,,,,,,,,,,,,,VR,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,11,R,CC,PAL
371-U1507B-12R-CC-PAL-NANNO,0,10,480.03,480.13,NP25,M,C,,,,,,,,,,,VR,,,,,,,1,,,1,,2,,,,,R,,2,VR,F,,,,,,R,F,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,VR,,,,,,,,C,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,12,R,CC,PAL
371-U1507B-13R-CC-PAL-NANNO,0,10,488.94,489.04,NP25,M,A,,,,,,,,,,,VR,,,,,,,,,,,,2,,,,,R,,1,VR,F,,,,,,F,C,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,13,R,CC,PAL
371-U1507B-14R-CC-PAL-NANNO,0,10,498.9,499,NP25,M/G,A,,,,,,,,,,,VR,,,,,,,,,,,,1,,,,,R,,,,F,,,,,,C,C,,C,,,,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,C,,,,,,,,,,,,,,VR,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,14,R,CC,PAL
371-U1507B-15R-CC-PAL-NANNO,0,10,509.37,509.47,NP24/25,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,C,,,,,,F,C,F,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,1RW,,,,,,4,,,,,,,,F,,,1cf,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,15,R,CC,PAL
371-U1507B-16R-3-W 67/67-NANNO,0,0,513.62,513.62,NP24,M,A,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,R,,,VR,C,,,,,,,,,,,,1,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,-,,,,C,,,-,,,,,,,,,,,VR,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,16,R,3,W
371-U1507B-16R-CC-PAL-NANNO,0,10,519.94,520.04,NP24/25,M/P,C,T S. distentus T S. predistentus,,,,,,,,,,R,,,,,,,2,,,,,1,,,,,R,,,2,F,,,,,,R,F,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,-,,,,F,,,1cf,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,16,R,CC,PAL
371-U1507B-17R-2-W 73/73-NANNO,0,0,521.74,521.74,NP24,M,A,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,R,,,VR,F,,,,,,F,C,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,1,,,,F,,,1,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,17,R,2,W
371-U1507B-17R-CC-PAL-NANNO,0,10,523.06,523.16,NP24,M,A,,,,,,,,,,,2,,,,,,,,,,,,,,,,,R,,,F,C,,,,,,F,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,3,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,17,R,CC,PAL
371-U1507B-18R-CC-PAL-NANNO,0,10,530.07,530.17,NP24,M,A,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,R,,,F,C,,,,,,F,C,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,C,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,18,R,CC,PAL
371-U1507B-19R-3-W 114/114-NANNO,0,0,542.94,542.94,NP21,P,C,CLAST,,,,,,,,,,,,,,,,,2,,,,,,,,,,R,,,,C,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,19,R,3,W
371-U1507B-19R-CC-PAL-NANNO,0,10,543.37,543.47,NP24,M,A,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,R,,,R,C,VR,,,,,F,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,12,,,,C,,,3,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,19,R,CC,PAL
371-U1507B-20R-3-W 75/75-NANNO,0,0,552.13,552.13,NP24,M,A,B S. ciperoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,VR,,,,C,,,,,,F,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,C,,,2,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,20,R,3,W
371-U1507B-20R-CC-PAL-NANNO,0,10,555.03,555.13,NP23,M/P,A,,,,,,,,,,,2,,,,,,,,,,,,,,,,,R,,,R,C,,,,,,VR,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,C,,,4,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,20,R,CC,PAL
371-U1507B-21R-CC-PAL-NANNO,0,10,568.05,568.15,NP23,M/P,A,B S. distentus,,,,,,,,,,3,,,,,,,,,,,,,,,,,R,,,VR,C,VR,,,,,,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,21,R,CC,PAL
371-U1507B-22R-CC-PAL-NANNO,0,10,567.5,567.6,NP23,M/P,A,,,,,,,,,,,3,,,,,,,,,,,,,,,,,R,,,VR,C,,,,,,VR,C,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,22,R,CC,PAL
371-U1507B-23R-CC-PAL-NANNO,0,10,582.36,582.46,NP23,M/P,A,,,,,,,,,,,2,,,,,,,,,,,,,,,,,VR,,,R,C,,,,,,,C,,C,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,23,R,CC,PAL
371-U1507B-24R-3-W 80/80-NANNO,0,0,590.12,590.12,NP23,M/P,A,,,,,,,,,,,3,,,,,,,,,,,,,,,,,VR,,,3,C,,,,,,,C,,C,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,B,24,R,3,W
