Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Preservation,Group abundance,Oligocene to Holocene,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Clavatorella bermudezi (regular),Clemebciae,Dentoglobigerina altispira,Dentoglobigerina globularis,"Fohsella ""praefohsi""",Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella robusta,Globigeriantella insueta,Globigeriantella insueta sensu srticto,Globigerina angulisuturalis,Globigerina ciperoensis,Globigerina euapertura,Globigerinoides altiapertura,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus (regular),Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides seiglei,Globigerinoides subquadratus,Globigerinoides trilobus sensu lato,Globogerinatella sp.,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina dehiscens forma spinosa,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis sensu lato,Globorotalia excelsa,Globorotalia exilis,Globorotalia flexuosa,Globorotalia hessi,Globorotalia incognita,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia miozea,Globorotalia multicamerata,Globorotalia panda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia semivera,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia zealandica,Globoturborotalita angulisuturalis,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita woodi,Minutissima,Neogloboquadrina acostaensis (dextral),Neogloboquadrina acostaensis (sinistral),Neogloboquadrina humerosa,Neogloboquadrina nympha,Neogloboquadrina pachyderma,Orbulina suturalis,Paragloborotalia kugleri,Paragloborotalia mayeri/siakensis,Paragloborotalia opima,Paragloborotalia pseudokugleri,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa sensu stricto,Praeorbulina sicana,Pseudoedita,Pseudohastigerina naguewichiensis,Pulleniatina coiling (dextral),Pulleniatina coiling (sinistral),Pulleniatina finalis,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dahiscens sensu lato,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Tenuitella gemma,Tenuitella munda,Tenuitella selleyi,Tenuitellinata juvenilis,Turborotalia ampliapertura,Turborotalita humilis,Paleocene and Eocene,Acarinina acarinata,Acarinina bullbrooki,Acarinina coalingensis,Acarinina collactea,Acarinina cuneicamerata,Acarinina mcgowrani,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina sibaiyaensis,Acarinina soldadoensis,Acarinina strabocella,Acarinina subsphaerica,Cribrohantkenina inflata,Globanomalina australiformis,Globanomalina compressa,Globanomalina pseudomenardii,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Guembelitrioides nuttalli,Hantkenina alabamensis,Hantkenina singanoae,Igorina albeari,Igorina broedermanni,Igorina pusilla,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella conicotruncata,Morozovella formosa,Morozovella gracilis,Morozovella lensiformis,Morozovella marginodentata,Morozovella praeangulata,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Orbulinoides beckmanni,Parasubbotina pseudobulloides,Parasubbotina varianta,Parasubbotina variospira,Parvularugoglobigerina eugubina,Parvularugoglobigerina extensa,Planorotalites palmerae,Praemurica inconstans,Praemurica uncinata,Pseudohastigerina micra,Pseudohastigerina wilcoxensis,Subbotina linaperta,Subbotina triloculinoides,Subbotina velascoensis,Turborotalia cerroazulensis,Turborotalia cunialensis,Turborotalia frontosa,Turborotalia pomeroli,Turborotalia possagnoensis,Upper Cretaceous,Abathomphalus intermedia,Abathomphalus mayaroensis,Contusotruncana fornicata,Contusotruncana patelliformis,Gansserina gansseri,Globotruncana bulloides,Globotruncana linneiana,Planoglobulina acervulinoides,Pseudoguembelina hariaensis,Pseudotextularia elegans,Rugoglobigerina pennyi,Sample comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1481A-10R-CC-PAL-FORAM_CHEN,0,5,1230.52,1230.57,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,10,R,CC,PAL
362-U1481A-11R-CC-PAL-FORAM_CHEN,0,5,1240.01,1240.06,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,11,R,CC,PAL
362-U1481A-12R-CC-PAL-FORAM_CHEN,0,5,1248.64,1248.69,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,12,R,CC,PAL
362-U1481A-13R-CC-PAL-FORAM_CHEN,0,4,1257.14,1257.18,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,13,R,CC,PAL
362-U1481A-14R-CC-PAL-FORAM_CHEN,0,5,1270,1270.05,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,14,R,CC,PAL
362-U1481A-15R-CC-PAL-FORAM_CHEN,0,5,1280.62,1280.67,"B Globigerinoides extremus (Gradstein et al., 2012)",M13b [AO12],"Globorotalia plesiotumida (Anthonissen and Ogg, 2012)",P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,15,R,CC,PAL
362-U1481A-16R-CC-PAL-FORAM_CHEN,0,5,1293.7,1293.75,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,16,R,CC,PAL
362-U1481A-17R-CC-PAL-FORAM_CHEN,0,5,1297.16,1297.21,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,17,R,CC,PAL
362-U1481A-18R-CC-PAL-FORAM_CHEN,0,5,1307.14,1307.19,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,18,R,CC,PAL
362-U1481A-19R-CC-PAL-FORAM_CHEN,0,5,1324.11,1324.16,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,19,R,CC,PAL
362-U1481A-20R-CC-PAL-FORAM_CHEN,0,5,1327.14,1327.19,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,20,R,CC,PAL
362-U1481A-21R-CC-PAL-FORAM_CHEN,0,5,1338.57,1338.62,,,,P [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,21,R,CC,PAL
362-U1481A-22R-CC-PAL-FORAM_CHEN,0,5,1349.08,1349.13,,,,M [P43],VR [101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,22,R,CC,PAL
362-U1481A-23R-CC-PAL-FORAM_CHEN,0,5,1360.55,1360.6,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,23,R,CC,PAL
362-U1481A-24R-CC-PAL-FORAM_CHEN,0,3,1373.51,1373.54,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,CC,PAL
362-U1481A-25R-CC-PAL-FORAM_CHEN,0,5,1375.17,1375.22,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,CC,PAL
362-U1481A-26R-CC-PAL-FORAM_CHEN,0,4,1382.2,1382.24,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,CC,PAL
362-U1481A-27R-CC-PAL-FORAM_CHEN,0,5,1391.76,1391.81,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,CC,PAL
362-U1481A-28R-CC-PAL-FORAM_CHEN,0,5,1402.87,1402.92,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,CC,PAL
362-U1481A-29R-CC-PAL-FORAM_CHEN,0,5,1411.37,1411.42,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,29,R,CC,PAL
362-U1481A-31R-CC-PAL-FORAM_CHEN,0,5,1431.52,1431.57,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,31,R,CC,PAL
362-U1481A-32R-CC-PAL-FORAM_CHEN,0,5,1441.34,1441.39,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,32,R,CC,PAL
362-U1481A-33R-CC-PAL-FORAM_CHEN,0,5,1450.67,1450.72,,,,,B [A101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,33,R,CC,PAL
