Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus octonarius var. tenellus,Actinocyclus oculatus,Actinocyclus radionovae,Actinocyclus spp.,Actinoptychus senarius,Actinoptychus splendens,Alveus marinus,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asterolampra marylandica,Asteromphalus darwinii,Asteromphalus elegans,Asteromphalus flabellatus,Asteromphalus petterssonii,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia africana,Azpeitia barronii,Azpeitia endoi,Azpeitia nodulifera,Azpeitia nodulifera fa. cyclopa,Azpeitia tabularis,Bacillaria paradoxa,Bacteriastrum spp.,Bacterosira fragilis,Baxteriopsis brunii,Biddulphia sinensis,Bogorovia veniamini,Brightwellia imperfecta,Calloneis bacillum,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis costata,Cocconeis decipiens,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus lewisianus,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Craspedodiscus elegans,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella kutzingiana,Cyclotella striata,Cymatosira biharensis,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae ,Delphineis margalitalimbata,Delphineis simonsenii ,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsis lauta (miocenica type),Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diplomenora cocconeisformis,Diploneis bombus ,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii ,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Ethmodiscus sp. fragments,Eunotia spp.,Fragilaria construens,Fragilaria leptostauron,Fragilariopsis doliolus,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Hyalodiscus scoticus,Kisseleviella carina,Leptocylindrus spp.,Lithodesmium spp.,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp. ,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia interruptestriata,Nitzschia marina,Nitzschia miocenica,Nitzschia pliocena,Nitzschia porteri,Nitzschia punctata,Nitzschia reiholdii,Nitzschia reinholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Planktoniella sol,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Pseudosolenia calcar-avis,Pyxilla spp.,Rhabdonema japonicum,Rhaphidodiscus marylandicus,Rhaphoneis amphiceros ,Rhaphoneis elegans,Rhaphoneis fossile,Rhaphoneis miocenica,Rhizosolenia  semispina,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella paleacea,Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Skeletonema costatum,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis spp.,Stephanopyxis turris,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema frauenfeldii,Thalassionema hirosakiensis,Thalassionema nitzschioides,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira ferelineata,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina ,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus,Thalassiosira leptopus s. ampl.,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii ,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira sacketii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix longissima,Trachyneis aspera,Triceratium spp.,Tryblionella spp.,Tryblioptichus spp.,Comments,Ship File Links,Shore File Links,File Data
353-U1444A-5H-2-W 30/31-DIAT,0,1,37.4,37.41,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very few diatom fragments.,,,
353-U1444A-5H-5-W 75/75-DIAT,0,0,42.35,42.35,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-5H-CC-PAL-DIAT,0,15,45.23,45.38,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-6H-2-W 78/79-DIAT,0,1,47.38,47.39,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-6H-3-A 1/1-DIAT,0,0,48.11,48.11,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-6H-5-W 76/77-DIAT,0,1,51.86,51.87,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-6H-CC-PAL-DIAT,0,5,54.88,54.93,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-7H-CC-PAL-DIAT,0,5,64.32,64.37,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-8H-CC-PAL-DIAT,0,10,72.52,72.62,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just one diatom fragment seen.,,,
353-U1444A-9H-1-W 30/30-DIAT,0,0,72.9,72.9,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-10H-1-A 35/35-DIAT,0,0,81.85,81.85,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-10H-CC-PAL-DIAT,0,7,86.24,86.31,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-11H-CC-PAL-DIAT,0,8,94.93,95.01,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353-U1444A-12H-3-W 39/39-DIAT,0,0,97.91,97.91,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
