Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1459C-13R-1-PAL-NANNO,0,5,258.3,258.35,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large dolomite rhombs; microphotographs taken,,,,356,U1459,C,13,R,1,PAL,4aa3d7ed6cb6fac5c977a55dd8c5e816
356-U1459C-14R-CC-PAL-NANNO,0,5,265.22,265.27,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,14,R,CC,PAL,510958185029f7be2d142d57686c4839
356-U1459C-15R-CC-PAL-NANNO,0,5,268.88,268.93,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,15,R,CC,PAL,bcc7bb25c1fb43ce11f5a2d716ba43e4
356-U1459C-16R-CC-PAL-NANNO,0,5,273.74,273.79,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,16,R,CC,PAL,216ea1969e341bcf698ea3afe56ca23f
356-U1459C-17R-CC-PAL-NANNO,0,5,278.42,278.47,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,17,R,CC,PAL,4c6ba5b2d071b3e9fa777cb77ef10487
356-U1459C-18R-CC-PAL-NANNO,0,5,283.23,283.28,,,G,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,18,R,CC,PAL,fde22260747c40b683264809d490e8b9
356-U1459C-19R-CC-PAL-PAL,0,4,287.06,287.1,NP21,"NP21 - Ericsonia subdisticha (Gradstein et al., 2012)",G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,19,R,CC,PAL,62b66764b2064ebe9b8f278ae97acd8d
356-U1459C-20R-CC-PAL-NANNO,0,3,293.11,293.14,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,P,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,20,R,CC,PAL,1af42de34855a328892a6f75bf84ab05
356-U1459C-22R-CC-PAL-NANNO,0,2,301.2,301.22,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,22,R,CC,PAL,e14ce6b7fcbd180aefc16a6d04dcb5c3
356-U1459C-23R-CC-PAL-NANNO,0,2,306.0,306.02,,,VG,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,P,,,,,,,,,,,,356,U1459,C,23,R,CC,PAL,611ed8dda49a341526423a1740055c49
356-U1459C-24R-CC-PAL-NANNO,0,4,310.83,310.87,,,G,C,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,24,R,CC,PAL,56a0a1a2eeb7fa082dd7cde6470f197a
356-U1459C-26R-CC-PAL-NANNO,0,6,321.13,321.19,NP16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,356,U1459,C,26,R,CC,PAL,24898c632554c7d37d67430dfd07395b
356-U1459C-28R-1-PAL-NANNO,0,2,330.16,330.18,NP16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1459,C,28,R,1,PAL,6d4738b56daba764833782f9eb86f8b5
356-U1459C-41R-CC-PAL-NANNO,0,1,392.45,392.46,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,,P,,,,,,,,,,,Chiasmolithus grandis,,,,356,U1459,C,41,R,CC,PAL,a7316b8f940d22aa70697a608ed101ab
