Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1467B-5H-1-W,50,50,32.5,32.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,C,,,,R,F,,,,,,,,,,,R,,,,R,,,,,,R,,,,,,,R,,,,R,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,359,U1467,B,5,H,1,W,f71321f735a9fa8168c97a8a10084f7a
359-U1467B-5H-2-W,50,50,34,34,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,A,,,F,A,,,,R,R,,,,,,,,,,,R,,,,,P,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,359,U1467,B,5,H,2,W,349a788f40dda9d8971b8c4a68dbbd0e
359-U1467B-5H-3-W,50,50,35.5,35.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,R,R,,C,C,,,,F,F,,,,,,,,,,,R,,,,,R,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,P,,,,,,359,U1467,B,5,H,3,W,7003cd1a0b93e265843f952074fcba3e
359-U1467B-5H-4-W,50,50,37,37,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,R,F,R,C,C,,,P,R,C,,,,,,R,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,359,U1467,B,5,H,4,W,148368239a87d89fd766e444d00227e5
359-U1467B-5H-5-W,50,50,38.5,38.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,C,R,R,F,C,,,,R,F,,,,,,,,,,,R,,,,R,P,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,P,,,,,,359,U1467,B,5,H,5,W,4d8c6d5dc5ddd113f9ecef33f8a62c89
359-U1467B-5H-6-W,50,50,40,40,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,R,,R,R,,,R,,,,R,R,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,359,U1467,B,5,H,6,W,bd81d3df2afef9067e159ed22cc132c1
359-U1467B-5H-7-W,50,50,41.5,41.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,R,,C,R,,,R,,,,R,F,,,,,,,,,,,R,,,,,P,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,359,U1467,B,5,H,7,W,d219194954aabf860466734563b60663
359-U1467B-5H-CC-PAL,0,5,41.76,41.81,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,A,F,,F,C,,,,,,,,,,,F,,,,,C,,,,R,,,,,,C,,,,,,,R,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,359,U1467,B,5,H,CC,PAL,3672b45d790aaeced8d3172c118765fc
359-U1467B-6H-1-W,50,50,42,42,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,A,P,R,,,,,,C,C,,,,R,,F,,,,,,,F,,,,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,6,H,1,W,d1d7db4873b929d8c96ce5531592385d
359-U1467B-6H-2-W,50,50,43.5,43.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,A,P,,,R,,,,C,C,,,,R,,R,,,,,F,,R,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1467,B,6,H,2,W,3e96684cf7e91424fe413d6bbf67491c
359-U1467B-6H-3-W,50,50,45,45,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,A,,,,F,,R,,F,C,,,,R,,F,,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,6,H,3,W,f72dd5e1a036c18dc16eb43732b61636
359-U1467B-6H-4-W,50,50,46.5,46.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,A,,R,,,,,,,A,,,,R,,R,,,,,R,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1467,B,6,H,4,W,b9cb5e329a4912d297552e7859a56b0b
359-U1467B-6H-5-W,50,50,48,48,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,A,,R,,F,,,,F,A,,,,R,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,6,H,5,W,5804e13cafc684a446db2ddb5bd6604a
359-U1467B-6H-6-W,50,50,49.5,49.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,R,,R,,R,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,6,H,6,W,96118afae4543fbcea99d07693639d19
359-U1467B-6H-7-W,50,50,50.5,50.5,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,R,,R,,P,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,6,H,7,W,e55cfd60ee19662adcce1979e5a42a24
359-U1467B-6H-CC-PAL,0,5,50.94,50.99,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,C,,C,C,F,,,,A,A,,,,,,F,,,,,,,C,,,,,,,,C,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,359,U1467,B,6,H,CC,PAL,fca552f46b40fe381b46d1706ceed230
359-U1467B-7H-2-W,50,50,53,53,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,7,H,2,W,7d6ed6d20c1cb6debc4db0197f8b082b
359-U1467B-7H-4-W,50,50,56,56,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,,R,,C,,,,R,R,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,359,U1467,B,7,H,4,W,1ea1cec0a5c96843b8f0d95f6adb0af2
359-U1467B-7H-6-W,50,50,59,59,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,R,,,,C,,,,R,F,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,7,H,6,W,4372ef825d867314fda8a2f8a8dc1503
359-U1467B-7H-CC-PAL,0,5,60.82,60.87,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,,,,A,,,,C,C,,,,R,,F,R,,,,F,,,,,,,,,,F,,,,,,,,P,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,359,U1467,B,7,H,CC,PAL,093ab548d95bd6455f29facb40420482
359-U1467B-8H-1-W,50,50,61,61,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,C,,,P,,,R,,,,,R,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,8,H,1,W,85acb067ae1dd38fef0853338d78714b
359-U1467B-8H-3-W,50,50,64.01,64.01,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",P,R,,,P,,,R,,,,,R,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,8,H,3,W,6197447dd5ce15de862ad3e403bf0e7a
359-U1467B-8H-5-W,50,50,67.01,67.01,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",P,R,,,,,,P,R,,,,R,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,8,H,5,W,2bff9692cb557b9b075c1d588ce0939a
359-U1467B-8H-CC-PAL,0,5,70.01,70.06,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,C,,,A,A,,,,C,,,,R,,C,P,,,,C,,,,R,,,,,,C,,,,,,,R,,R,,R,R,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,359,U1467,B,8,H,CC,PAL,e83ce4503167e15143dfd44411425402
359-U1467B-9H-1-W,50,50,70.5,70.5,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,C,,,,,,A,,,,A,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,9,H,1,W,e736ae059ce0a7f00f65e607258dcc5b
359-U1467B-9H-3-W,50,50,73.5,73.5,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,C,,,,,,P,,,,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,9,H,3,W,6e7fad339b257f5a3a304ad5cd7fea72
359-U1467B-9H-5-W,50,50,76.5,76.5,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",P,R,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,9,H,5,W,7dacb680e137ba05c43b85787ddd6a87
359-U1467B-9H-7,10,10,78.62,78.62,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",P,R,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,9,H,7,,915b0aa3244b4a5e892ed092665797c0
359-U1467B-9H-CC-PAL,0,5,79.45,79.5,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,C,,,,,,A,,,,A,A,,,,,,,P,,,,C,,,,,,,,,,F,,,,,,,,,R,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,359,U1467,B,9,H,CC,PAL,980dcd9b6aeb0e4c7d8c923e0cbbdca6
359-U1467B-10H-1-W,50,50,80,80,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,C,,,,,,R,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,10,H,1,W,ef242fa5a8c2088302c1916929d8817b
359-U1467B-10H-3-W,50,50,83,83,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,C,,,,,,C,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,10,H,3,W,0b0c277ea4802e0b1fb3fdeeab78925b
359-U1467B-10H-5-W,50,50,86,86,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M,R,,,,,,P,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,10,H,5,W,32a1faea79ae2ce8604cffd23edae99c
359-U1467B-10H-CC-PAL,0,5,89.24,89.29,,,G,C,,,,,,R,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,10,H,CC,PAL,8fd80d1b49a656571656b69a2ebdefd2
359-U1467B-11H-1-W,50,50,89.5,89.5,,,M,R,,,,,,R,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,11,H,1,W,d663e5726e6bc4d7889408e5cd837a4c
359-U1467B-11H-3-W,50,50,92.52,92.52,,,M,C,,,,,,R,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,11,H,3,W,adac6139b55305c7ed4fac3620434e92
