Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1467A-3H-1-W,50,50,13.5,13.5,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,1,W,4be4d1b0f53c756134e1512aed1dedb5
359-U1467A-3H-2-W,50,50,15,15,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,2,W,18479847b2804e29bb984c64cdf3927e
359-U1467A-3H-3-W,50,50,16.5,16.5,,,G,A,,F,R,,,,,,,,R,,,,,,,,,,,F,,,,R,,,,,,R,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,359,U1467,A,3,H,3,W,36a8e8dfed94b935686a895a030e5339
359-U1467A-3H-4-W,50,50,18,18,,,G,A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,4,W,3e4579b0a3d81c31d1ed6af7cd38e4a3
359-U1467A-3H-5-W,50,50,19.5,19.5,,,G,A,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,5,W,e7d88547a7bd40457758f0b0b76c36b8
359-U1467A-3H-6-W,50,50,21,21,,,G,A,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,6,W,1861591a04dd0cce2920ac1683db2ce8
359-U1467A-3H-7-W,50,50,22.11,22.11,,,G,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,A,3,H,7,W,2fa90fedc12c54345f842f8d074f4a53
359-U1467A-3H-CC-PAL,0,5,22.31,22.36,,,G,A,,A,C,C,,C,,,,R,C,,,,,,R,,,,,C,,,,F,R,,,,,,,,,,,,,,,,R,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,,359,U1467,A,3,H,CC,PAL,8c01ec7e60a38706e3df06b745bebd55
359-U1467A-4H-1-W,55,55,23.05,23.05,,,G,A,,A,,C,,C,P,,,C,R,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1467,A,4,H,1,W,194e74caa956f266a1c8eff901f0d3b6
359-U1467A-4H-2-W,55,55,24.55,24.55,,,M,C,,R,,R,,R,P,,,C,R,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,359,U1467,A,4,H,2,W,ef14012b1ce3e8fec82721f3f73568cd
359-U1467A-4H-3-W,55,55,26.05,26.05,,,M,C,,R,,R,,R,,,,R,R,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,359,U1467,A,4,H,3,W,57007343c09f68dd82cd7f643e1005e0
359-U1467A-4H-4-W,55,55,27.55,27.55,,,M,C,,R,,R,,R,,,,C,R,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,359,U1467,A,4,H,4,W,d9394b49c2fc15d01ec47609f51e9718
359-U1467A-4H-5-W,55,55,29.05,29.05,,,M,C,,R,,R,,C,,,,C,R,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1467,A,4,H,5,W,f6cb5624c7994a976cd86aa96262bafa
359-U1467A-4H-6-W,55,55,30.55,30.55,,,M,C,,R,,R,,R,,,,C,R,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,359,U1467,A,4,H,6,W,680633595d52b45bba7802b7df2378b8
359-U1467A-4H-7-W,55,55,31.77,31.77,,,G,A,,R,,R,,R,,,,R,A,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,359,U1467,A,4,H,7,W,88eab4b5a352040d6c47c31d8b5e295b
359-U1467A-4H-CC,0,5,31.89,31.94,,,G,A,,A,C,C,,C,R,,,A,R,,,,,,R,,,,,C,,,,F,R,,,,,R,,,,,,,R,,,,R,R,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,P,R,,,,,,359,U1467,A,4,H,CC,,98f4c8da234bccc1dcd6b85ed62fa652
