Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1471A-3H-1-W,75,75,14.85,14.85,,,G,A,,A,,A,,,,,,,,,,,,,C,,,,,F,,,,,F,,,,,C,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,1,W,d3420942b0db50e306a30f1f047308e0
359-U1471A-3H-2-W,75,75,16.35,16.35,,,G,A,,A,,F,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,F,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,2,W,28636ad91333f38cd907250babe06f0d
359-U1471A-3H-3-W,75,75,17.85,17.85,,,G,A,,A,,C,,P,,,,,,,,,,,C,,,,,F,,,,,R,,,,,F,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,P,,,,,,359,U1471,A,3,H,3,W,b1076873f6c70b7dcc6fd0ace97f7865
359-U1471A-3H-4-W,75,75,19.35,19.35,,,G,A,,A,,C,,P,,,,,,,,,,,F,,,,,R,,,,,R,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,4,W,a3132b377ddd2450e7d061ed01a13fad
359-U1471A-3H-5-W,75,75,20.85,20.85,,,G,A,,A,,A,,R,,,,,,,,,,,F,,,,,F,,,,,,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,5,W,a62a8ef0dbef09c973504313c5934a05
359-U1471A-3H-6-W,75,75,22.35,22.35,,,G,A,,,,A,,F,,,,,,,,,,,F,,,,,F,,,,,,,,,,F,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,6,W,abcb296ea79e6994ddb9149e8d236613
359-U1471A-3H-7-W,30,30,22.9,22.9,,,G,A,,A,,A,,R,,,,,,,,,,,C,,,,,F,,,,,F,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,359,U1471,A,3,H,7,W,642ae51873f97540af1ece1a19e67dc7
359-U1471A-3H-CC-PAL,0,5,23.37,23.42,,,G,A,,A,,A,,R,,,,,,,,,,,C,,,,,F,,,,,F,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,359,U1471,A,3,H,CC,PAL,93569b3146510a34a70c0a71a33f7a05
359-U1471A-4H-1-W,75,75,24.35,24.35,,,G,A,,A,,C,,C,,,,,,,,,,,A,,,,,C,,,,R,R,,,,,F,,,,,,,R,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,359,U1471,A,4,H,1,W,d0fff011bdbac7fb4eadf231ccda93dd
359-U1471A-4H-2-W,75,75,25.85,25.85,,,G,A,,A,,C,,A,,,,,,,,,,,A,,,,,A,,,,F,F,,,,,F,,,,,,,R,,,,R,R,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,359,U1471,A,4,H,2,W,89d53eade2f1589fdfd4f0935d6de687
359-U1471A-4H-3-W,75,75,27.35,27.35,,,G,C,,C,,C,,F,,,,,,,,,,,R,,,,,F,,,,R,R,,,,,F,,,,,,,R,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,359,U1471,A,4,H,3,W,e4e28f1a5a62f6681a3273a4c9db30c2
359-U1471A-4H-4-W,75,75,28.85,28.85,,,M,C,,C,,F,,F,,,,,,,,,,,R,,,,,F,,,,F,R,,,,,R,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,359,U1471,A,4,H,4,W,debde32c88f788c3667a7048541b689a
359-U1471A-4H-5-W,75,75,30.35,30.35,,,M,C,,C,,F,,C,,,,,,,,,,,F,,,,,F,,,,R,R,,,,,R,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,359,U1471,A,4,H,5,W,53415387d3b91f204c895f0fbfec0e86
359-U1471A-4H-6-W,75,75,31.85,31.85,,,M,C,,C,,C,,C,,,,,,,,,,,R,,,,,C,,,,R,R,,,,,R,,,,,,,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,359,U1471,A,4,H,6,W,4d5d542e4ecdc40482d51c40fdea9c28
359-U1471A-4H-7-W,30,30,32.9,32.9,,,M,C,,C,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,4,H,7,W,99be38f5322b2dc32be32dd0e9bb480a
359-U1471A-4H-CC-PAL,0,5,33.22,33.27,,,G,A,,A,,R,,A,,,,,,,,,,,R,,,,,F,,,,,F,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,359,U1471,A,4,H,CC,PAL,67ae304acad8f68b95ec610fb4e327e5
359-U1471A-5H-1-W,75,75,33.85,33.85,,,G,A,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,1,W,598b7203e57e378b12d0489c630acf6d
359-U1471A-5H-2-W,75,75,35.35,35.35,,,G,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,2,W,ce6e65ef91875261de389518a85085fa
359-U1471A-5H-3-W,75,75,36.85,36.85,,,G,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,3,W,a3aa2936487cdf28a8c2ae1d1bef2159
359-U1471A-5H-4-W,75,75,38.35,38.35,,,G,A,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,4,W,6996378adf910b48e5d45b672463678e
359-U1471A-5H-5-W,75,75,39.85,39.85,,,G,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,5,W,74571a782c8cb8fb497ac0ee5e65fff6
359-U1471A-5H-6-W,75,75,41.35,41.35,,,G,A,,,,,P,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,6,W,91a77d9944fa6cab50764b75a44e99a8
359-U1471A-5H-7-W,30,30,42.35,42.35,,,G,A,,,,,F,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,5,H,7,W,5022b5f652edd71b51a37a01be074506
359-U1471A-5H-CC-PAL,0,5,42.62,42.67,,,G,A,,A,,R,R,C,,,,,,,,,,,F,,,,,F,,,,,F,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,359,U1471,A,5,H,CC,PAL,a1b64d5ded78165dd7eeccfbb80b3638
359-U1471A-6H-1-W,75,75,43.35,43.35,,,G,A,,F,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,6,H,1,W,d3bbaff055d95fece6626383bf895f8e
359-U1471A-6H-2-W,75,75,44.85,44.85,,,G,A,,F,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,6,H,2,W,a9bb368e85933d6fb86f7d6ec77064cd
359-U1471A-6H-3-W,75,75,46.35,46.35,,,G,A,,F,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,6,H,3,W,7edd9c8fc48968164ba9b0c5c03cc88d
359-U1471A-6H-4-W,75,75,47.85,47.85,,,G,A,,F,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,6,H,4,W,c9521f223a7542439a573dc50976a638
359-U1471A-6H-5-W,75,75,49.35,49.35,,,G,A,,A,,R,C,R,,,,,,,,,,,C,,,,,F,,,,R,R,,,,,C,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,359,U1471,A,6,H,5,W,b26617200559baad925a907a7dcc596c
359-U1471A-6H-6-W,75,75,50.85,50.85,,,M,A,,A,,R,R,C,,,,,,,,,,,A,,,,,C,,,,R,R,,,,,R,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,359,U1471,A,6,H,6,W,a71bcfe8dd42b6e642c17cb6e03f0d9f
359-U1471A-6H-CC-PAL,0,5,52.26,52.31,,,M,A,,A,,C,,C,,,,,,,,,,,C,,,,,F,,,,R,,,,,,F,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,,R,,,,,,359,U1471,A,6,H,CC,PAL,942054bcb1996441df090db5dc9fff9b
359-U1471A-7H-1-W,75,75,52.85,52.85,,,G,A,,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,1,W,9342cfbaebe870807ba4586e3e4c4e90
359-U1471A-7H-2-W,75,75,54.35,54.35,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,2,W,ff59c3f120ce71ace42a73326089693f
359-U1471A-7H-3-W,75,75,55.85,55.85,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,3,W,ae9ccddbc6e09f24a0ae2d6120c1ba0b
359-U1471A-7H-4-W,75,75,57.35,57.35,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,4,W,7a7cbd371b4f27e3c6def1301429d759
359-U1471A-7H-5-W,75,75,58.85,58.85,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,5,W,06f4d3a67004a96631dedef6a0a55995
359-U1471A-7H-6-W,50,50,60.1,60.1,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,6,W,5bdeeb5e966f18b55c773fe0f7f5a466
359-U1471A-7H-7-W,50,50,61.11,61.11,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,7,H,7,W,44147e14b2b705b05099cfcf9b2dee5f
359-U1471A-7H-CC-PAL,0,5,61.63,61.68,,,M,A,,A,,F,,C,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,7,H,CC,PAL,c57cc9dc9fe0a30a02f8b1beaff96998
359-U1471A-8H-1-W,75,75,62.35,62.35,,,M,C,,,,F,,,,,,C,C,,,,R,,R,R,,,,R,,,,,,,,,,R,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,8,H,1,W,2fbf4c5e442b2099eaa7408ff6d2ed1b
359-U1471A-8H-2-W,75,75,63.85,63.85,,,M,C,,C,,F,,,,,,C,C,,,,R,,F,R,,,,R,,,,,,,,,,R,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,8,H,2,W,9f50d1e0c83a2c7f241a1f5b32a1d46f
