Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group abundance,Percentage of radiolarians in total assemblage [%],Comment,Acrobotrys tritubus,Acrosphaera spinosa,Actinoma leptoderma,Amphirhopalum ypsilon,Anthocyrtidium angulare,Artophormis barbadensis,Artophormis gracilis,Bekoma bidartensis,Bekoma campechensis,Bekoma spp.,Botryostrobus miralestense,Buccinosphaera invaginata,Buryella clinata,Buryella pentadica,Buryella spp.,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycletta caepa,Calocycletta cladara,Calocycletta costata,Calocycletta serrata,Calocycletta sp.,Calocycletta virginis,Calocycloma castum,Carpocanopsis bramlettei,Carpocanopsis cingulata,Carpocanopsis cristata,Carpocanopsis favosa,Centrobotrys gravida,Centrobotrys petrushevskayae,Centrobotrys thermophila,Collosphaera tuberosa,Corythospyris fiscella,Corythospyris jubata,Cryptocarpium azyx,Cycladophora campanula,Cycladophora robusta,Cyrtocapsa cornuta,Cyrtocapsella elongata,Cyrtocapsella japonica,Cyrtocapsella sp.,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Eucyrtidium diaphanes,Eusyringium fistuligerum,Eusyringium lagena,Eusyringium striata striata,Flustrella sp.,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Lamptonium fabaeforme,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris parkerae,Liriospyris stauropora,Lithocyclia angusta,Lithocyclia aristotelis,Lithocyclia crux,Lithocyclia ocellus,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera thornburgi,Lophocyrtis jacchia,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma trifolium,Lychnodictyum audax,Periphaena tripyramis triangula,Phomostichoartus corbula,Phormocyrtis cf. striata exquisita,Phormocyrtis cubensis,Phormocyrtis spp.,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Phormostichoartus doliolum,Phormostichoartus fistula,Plannapus sp.,Podocyrtis  ampla,Podocyrtis  chalara,Podocyrtis acalles,Podocyrtis diamesa,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis mitra,Podocyrtis papalis,Podocyrtis phyxis,Podocyrtis sinuosa,Podocyrtis spp.,Podocyrtis trachodes,Pterocanium prismatium,Pterocodon (?) anteclinata,Pterocodon ampla,Pterocorys hertwigii,Rhopalocanium ornatum,Sethochytris triconiscus,Siphostichartus corona,Solenosphaera omnitubus,Spongaster berminghami,Spongaster pentas,Spongaster tetras tetras,Spongatractus balbis,Spongatractus pachystylus,Spongocore puella,Stichocorys delmontensis,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Theocorys anaclasta,Theocorythium trachelium trachelium,Theocorythium vetulum,Theocotyle ? spp.,Theocotyle conica,Theocotyle cryptocephala,Theocotyle ficus,Theocotyle nigrinae,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylisa alpha,Theocotylissa ficus,Theocotylissa spp.,Theocyrtis annosa,Theocyrtis tuberosa,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tarsipes,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Trisolenia megalactis,Tristylospyris triceros,File Data,Shore File Links,eodp_id
351-U1438B-8H-3-PAL-RADS,351,U1438,B,8,8-3,H,3,PAL,RADS,0,10,68.58,68.68,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f28a706b6008b3f4ad97999fc0550abb
351-U1438B-8H-3-A 29/30-RADS,351,U1438,B,8,8-3,H,3,A,29/30-RADS,0,1,67.46,67.47,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348033f213af5387de27bb73b3eb4253
351-U1438B-9H-CC-PAL-RADS,351,U1438,B,9,9-CC,H,CC,PAL,RADS,0,10,83.59,83.69,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817a25e8483030adbe822958c7bf03e3
351-U1438B-10H-CC-PAL-RADS,351,U1438,B,10,10-CC,H,CC,PAL,RADS,0,10,91.12,91.22,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12bb690b185f7b0780fb724d19be800b
351-U1438B-11H-7-PAL-RADS,351,U1438,B,11,11-7,H,7,PAL,RADS,0,10,102.17,102.27,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dc768489b90fa2cd9855db43e8038ab
351-U1438B-12H-CC-PAL-RADS,351,U1438,B,12,12-CC,H,CC,PAL,RADS,0,10,111.97,112.07,,,,,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d41b584218a897c058a6363bbe5b18e
351-U1438B-13H-CC-PAL-RADS,351,U1438,B,13,13-CC,H,CC,PAL,RADS,0,0,121.37,121.37,,,,RN02,Stichocorys delmontensis,18.64,20.05,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49377b19e409ad073dc5e541fcfde1fa
351-U1438B-13H-CC-PAL-RADS,351,U1438,B,13,13-CC,H,CC,PAL,RADS,0,0,121.37,121.37,,,,RN03,Stichocorys wolffii,17.59,18.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8187cefc0023b817af8f89bdcb33b986
351-U1438B-13H-CC-PAL-RADS,351,U1438,B,13,13-CC,H,CC,PAL,RADS,0,0,121.37,121.37,,,,RN04,Calocycletta costata,15.03,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf21cb762432162fa8c3320028f7a987
351-U1438B-13H-CC-PAL-RADS,351,U1438,B,13,13-CC,H,CC,PAL,RADS,0,0,121.37,121.37,,,,RN05,Dorcadospyris alata,12.6,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dd3e903dbff5c3256e882989aa19ebf
351-U1438B-14H-4-W 140/141-RADS,351,U1438,B,14,14-4,H,4,W,140/141-RADS,0,1,126.84,126.85,,,,,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ffe824b364acf9d5ab768c41aa8466c
351-U1438B-14H-CC-PAL-RADS,351,U1438,B,14,14-CC,H,CC,PAL,RADS,0,0,127.88,127.88,,,,RN04,Calocycletta costata,15.03,17.59,M,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d19bdcae59d951be9a9a5726ddd587f9
351-U1438B-14H-CC-PAL-RADS,351,U1438,B,14,14-CC,H,CC,PAL,RADS,0,0,127.88,127.88,,,,RN05,Dorcadospyris alata,12.6,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753194fc890544097ee7a8fd2515e1bf
351-U1438B-15H-1-A 137/138-RADS,351,U1438,B,15,15-1,H,1,A,137/138-RADS,0,1,132.07,132.08,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd9b0d5fa632118c3ff467fcfed40d23
351-U1438B-15H-CC-PAL-RADS,351,U1438,B,15,15-CC,H,CC,PAL,RADS,0,0,139.64,139.64,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924a4715c172a0c869070edb5804580
351-U1438B-16H-1-W 24/25-RADS,351,U1438,B,16,16-1,H,1,W,24/25-RADS,0,1,140.44,140.45,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121a61330ca7a20b6ac6b0ae1840b03
351-U1438B-16H-CC-PAL-RADS,351,U1438,B,16,16-CC,H,CC,PAL,RADS,0,0,148.96,148.96,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f279c6d5d652ac454691c6560e335ec
351-U1438B-17H-6-W 26/27-RADS,351,U1438,B,17,17-6,H,6,W,26/27-RADS,0,1,157.46,157.47,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01f30c556fc18933e359970e27d14341
351-U1438B-17H-CC-PAL-RADS,351,U1438,B,17,17-CC,H,CC,PAL,RADS,0,0,159.07,159.07,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b890c955f4d00ef6dae25714b78bffaf
351-U1438B-18H-CC-PAL-RADS,351,U1438,B,18,18-CC,H,CC,PAL,RADS,0,9,166.4,166.49,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e361303f7a9221d8e0bba2a6d7db338
351-U1438B-19H-CC-PAL-RADS,351,U1438,B,19,19-CC,H,CC,PAL,RADS,0,9,168.79,168.88,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0cb4676170b8dbf74db2d405e7fcdad
351-U1438B-20F-CC-PAL-RADS,351,U1438,B,20,20-CC,F,CC,PAL,RADS,0,10,173.64,173.74,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708c0204b4a7f692c3d42b7ea857618c
351-U1438B-21F-CC-PAL-RADS,351,U1438,B,21,21-CC,F,CC,PAL,RADS,0,8,177.77,177.85,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ec67ab4ea83a3322c0206e67cb1d073
351-U1438B-22F-CC-PAL-RADS,351,U1438,B,22,22-CC,F,CC,PAL,RADS,0,2,180.65,180.67,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96efe1bd6be4eb5c66d04e01878fb94c
351-U1438B-23X-CC-PAL-RADS,351,U1438,B,23,23-CC,X,CC,PAL,RADS,0,8,189.44,189.52,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e85fca1596329e2883e82b56c7a642fd
351-U1438B-24X-CC-PAL-RADS,351,U1438,B,24,24-CC,X,CC,PAL,RADS,0,8,193.4,193.48,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61dae70247004c305d1195c3e10bbf7d
