Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1460A-10F-CC-PAL-NANNO,0,5,44.23,44.28,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,R,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,10,F,CC,PAL,b070ac76d8781bb081045be28af6353f
356-U1460A-11F-CC-PAL-NANNO,0,5,48.97,49.02,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,R,,R,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,11,F,CC,PAL,44db258af939b26580409210565f7f69
356-U1460A-12F-CC-PAL-NANNO,0,5,53.66,53.71,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,R,,,,,,,,,,,,,F,,,,,,R,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,12,F,CC,PAL,4a48982b0cefc813d713feed5eb45886
356-U1460A-16F-CC-PAL-NANNO,0,3,72.32,72.35,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,R,R,,,,,,,,,,F,,,,,,C,C,,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1460,A,16,F,CC,PAL,76ce98acf91907ce929fcb0c920ce014
356-U1460A-18F-CC-PAL-NANNO,0,5,81.79,81.84,,,G [P33],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,F,,R,,,,,,,,,,,C,,,,,,C,C,,,,,F,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,356,U1460,A,18,F,CC,PAL,63a02d6ff83ce40c5a851ab1d12c1fb2
356-U1460A-19F-CC-PAL-NANNO,0,5,86.54,86.59,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,C,,,,,,C,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,19,F,CC,PAL,bc75906ba4b35a1fd53045fb4434f996
356-U1460A-20F-CC-PAL-NANNO,0,5,91.04,91.09,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,C,,,,,,C,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,20,F,CC,PAL,0c605437921d406979f0250550318af5
356-U1460A-24F-CC-PAL-NANNO,0,5,109.17,109.22,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,F,,,R,,R,,,,,,,,C,,,,,,C,C,,,,,F,,,,,,,,P,,,P,P,,,,,,,,,,,,,,,,356,U1460,A,24,F,CC,PAL,ab6331a126d0cb64532dd4f7c7fa0522
356-U1460A-25F-CC-PAL-NANNO,0,8,114.93,115.01,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,R,,,,,,,,C,,,,,,C,C,,,,,F,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,356,U1460,A,25,F,CC,PAL,f2370d5983223fe107f9299253403980
356-U1460A-26F-CC-PAL-NANNO,0,5,119.46,119.51,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,F,,,,,,,,F,,,,,,C,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,26,F,CC,PAL,701f8d72dd2a7a52a58255347c1dcaf5
356-U1460A-27F-CC-PAL-NANNO,0,5,124.55,124.6,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,R,,,,,F,,,,,,,,F,,,,,,A,C,,,,,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,356,U1460,A,27,F,CC,PAL,3e7f92271566cb47f5fb387a83a499d4
356-U1460A-28F-CC-PAL-NANNO,0,5,128.83,128.88,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,F,,,,,,,,,,,,,C,C,,,,,F,C,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,356,U1460,A,28,F,CC,PAL,8fcba925df7cd098cc29a902f3780747
356-U1460A-29F-CC-PAL-NANNO,0,5,133.8,133.85,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,C,,,,,F,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,356,U1460,A,29,F,CC,PAL,8a364fe6ff5f70f69a9564f00f3b2cf3
356-U1460A-30F-CC-PAL-NANNO,0,5,138.22,138.27,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,F,F,,,,,F,C,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,356,U1460,A,30,F,CC,PAL,5584e89ad06426e20237409a11fa76a8
356-U1460A-35F-CC-PAL-NANNO,0,5,162.16,162.21,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,F,,,,,C,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,"(Few) dolomite rhombs, silica sponge spicules",,,,356,U1460,A,35,F,CC,PAL,7dcbbbb80e48b9e6921057cbcc4cf716
356-U1460A-36F-CC-PAL-NANNO,0,5,166.76,166.81,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,356,U1460,A,36,F,CC,PAL,751c9a0eed16b2ce3570702e31ac6851
356-U1460A-37F-CC-PAL-NANNO,0,5,171.47,171.52,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,C,C,,,,,,,,,,,P,,,,,,,,F,,,,,,,,,,P,,,,,,,,,,356,U1460,A,37,F,CC,PAL,c9447faffe87453a598cb40080d7f9f9
356-U1460A-38F-CC-PAL-NANNO,0,5,176.19,176.24,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,356,U1460,A,38,F,CC,PAL,7ba9369d2f7ca053f241836ded16533e
356-U1460A-39F-CC-PAL-NANNO,0,5,180.76,180.81,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,C,,,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,signs of reworking (large coccoliths),,,,356,U1460,A,39,F,CC,PAL,7ac48a4fdfd0326131a1bc0543e80671
356-U1460A-42F-CC-PAL-NANNO,0,5,194.94,194.99,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,356,U1460,A,42,F,CC,PAL,d1ff56516a7a64254945b30ce016ad88
356-U1460A-44F-CC-PAL-NANNO,0,5,203.86,203.91,,,M [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,44,F,CC,PAL,9a19fa2aa36d254d56c86eb5d206ec48
356-U1460A-45F-CC-PAL-NANNO,0,5,208.8,208.85,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P33],C,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,356,U1460,A,45,F,CC,PAL,db960ef4471627dff657b63b48e9846b
356-U1460A-50F-CC-PAL-NANNO,0,5,232.46,232.51,,,M [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,50,F,CC,PAL,22e7dec71d377c0d1b8b47378e1f71f2
356-U1460A-54F-CC-PAL-NANNO,0,5,251.1,251.15,,,G [P33],A,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,54,F,CC,PAL,6a2f2be69ce794eb0e08e8fb8ae558f3
356-U1460A-55F-2-A 17/17-NANNO,0,0,252.87,252.87,,,G [P33],A,,,P,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,A,,,,,R,,,,P,,,,P,,,,,,,,,,R,,,,,,grey sediments,,,,356,U1460,A,55,F,2,A,cd26bfb10d30203a1a89685086f73c77
356-U1460A-55F-2-A 23/23-NANNO,0,0,252.93,252.93,,,G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,356,U1460,A,55,F,2,A,b19f45cb27f06407178ac318764934c0
356-U1460A-56F-CC-PAL-NANNO,0,5,260.68,260.73,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,A,C,,,,,F,,,,R,,,,P,,,,,,,,,,P,,,,,,,,,,356,U1460,A,56,F,CC,PAL,4971e0690da20d29f5f6d4afc69a37b0
356-U1460A-57F-CC-PAL-NANNO,0,5,265.26,265.31,,,G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,57,F,CC,PAL,85e816810a6a593c446127f66428a9b7
356-U1460A-58F-3-A 36/36-NANNO,0,0,268.66,268.66,,,G [P33],C,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A,c55b56d0ece4b9e2537d5ae0186138b3
356-U1460A-58F-3-A 48/48-NANNO,0,0,268.78,268.78,,,G [P33],C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A,35b3646c337b66be19c6bc98ace120e3
356-U1460A-58F-3-A 77/77-NANNO,0,0,269.07,269.07,,,G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,F,C,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A,f2266eb8825f4567605861baa008b2aa
356-U1460A-58F-CC-PAL-NANNO,0,8,269.96,270.04,,,G [P33],A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,CC,PAL,a8ed4fdb1577bcb1810fa3c34a81a2f8
356-U1460A-59F-CC-PAL-NANNO,0,6,274.31,274.37,,,G [P33],A,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,C,A,,,,,R,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,59,F,CC,PAL,e57032aeb74380cc5042d7bad4cc8df8
356-U1460A-60F-CC-PAL-NANNO,0,5,279.31,279.36,,,G [P33],A,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,60,F,CC,PAL,27bac2a321d1680fd7ca8ad349bbe5cf
356-U1460A-61F-CC-PAL-NANNO,0,5,283.88,283.93,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A,,,F,,,,,,,,,,,,,,F,,,,,,,,P,P,,,,,R,,,,,,,,,,R,,,,,C,,,,,,C,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,61,F,CC,PAL,5684510d4c9093194ea003d381e99509
356-U1460A-63F-CC-PAL-NANNO,0,5,293.4,293.45,,,G [P33],A,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,A,C,,F,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,356,U1460,A,63,F,CC,PAL,a46d7ead7f221e0de8a2658a9049bfa4
356-U1460A-65F-CC-PAL-NANNO,0,5,300.03,300.08,,,G [P33],A,,,R,,,,,,,,,,R,,,,R,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,,C,,,,,,A,A,,C,,,R,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,356,U1460,A,65,F,CC,PAL,86818358ec155b2cdc5bf85ca28cf6f5
