Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1468A-9H-3-W,5,5,72.02,72.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,9,H,3,W,5b8ad78d822db179fa28e1fdc8e79aa3
359-U1468A-9H-CC-PAL,0,5,75.61,75.66,,,P,R,,,,,,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,9,H,CC,PAL,338b5d6c3cd5d3b6fbdc79b70f77c554
359-U1468A-10H-CC-PAL,0,5,87.7,87.75,,,P,R,,,,,,,,,,P,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,10,H,CC,PAL,9fcedb9a2b57243ffbf4c6dc35119da9
359-U1468A-11H-CC-PAL,0,5,96.43,96.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,11,H,CC,PAL,c24b805bf0c433ac2611a6b591e7da0d
359-U1468A-12H-CC-PAL,0,5,106.17,106.22,,,P,R,,,,,,,,,P,P,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,12,H,CC,PAL,1168c60199273ae88388a0e307cc3baf
359-U1468A-13H-CC-PAL,0,2,112.61,112.63,,,P,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,13,H,CC,PAL,f0347fdb757ddb6b9916c7515fb6a6ce
359-U1468A-14F-CC-PAL,0,5,116.74,116.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,14,F,CC,PAL,91e3b251456c37b18fde562fcf6832e2
359-U1468A-15F-CC-PAL,0,5,120.59,120.64,,,P,R,,,,,,,,,,P,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,15,F,CC,PAL,7a19f8b86160110c805c73b69a93320f
359-U1468A-16F-CC-PAL,0,5,125.88,125.93,,,P,R,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,16,F,CC,PAL,55e6a62bff960d8e5bfb5d2bdc492671
359-U1468A-17F-CC-PAL,0,5,128.44,128.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,17,F,CC,PAL,7cb6e5cb68c3b7f893a9710728c7329e
359-U1468A-18F-CC-PAL,0,5,131.16,131.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,18,F,CC,PAL,62f6b2c928fb4bfe7918fe8ba8ce6ccf
359-U1468A-19F-CC-PAL,0,5,135.09,135.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,19,F,CC,PAL,56528bcc1107d1d2433cb72aafb2752a
359-U1468A-20F-CC-PAL,0,5,138.68,138.73,,,P,R,,,,,,,,,,P,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,20,F,CC,PAL,aae9b4a2ed1d8283db7eaf170bc7d4b7
359-U1468A-21F-CC-PAL,0,5,144.37,144.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,21,F,CC,PAL,c21f83d84ec1054422bf9f56bdc6b0d4
359-U1468A-22F-CC-PAL,0,5,149.31,149.36,,,P,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,22,F,CC,PAL,a9dd7b099ff8d8af8ca7e9e16296acdf
359-U1468A-23F-CC-PAL,0,5,154.33,154.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,23,F,CC,PAL,2713a6fc56863000d2339f919f84ba83
359-U1468A-24F-CC-PAL,0,5,158.9,158.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1468,A,24,F,CC,PAL,0f70f7abeaf451e939c2723f2076d1ac
359-U1468A-25F-CC-PAL,0,5,163.85,163.9,,,P,R,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,25,F,CC,PAL,dde9f4fb75786423a27b54595e8481e6
359-U1468A-26F-CC-PAL,0,5,168.15,168.2,,,P,R,,,,,,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,26,F,CC,PAL,8d314f20b7d12e0f5cda9e90e1e928b2
359-U1468A-27H-CC-PAL,0,5,171.82,171.87,,,P,R,,,,,,,,,,P,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,27,H,CC,PAL,da2a3ced0521dcc9dc704bfd7e12b58b
359-U1468A-28F-CC-PAL,0,5,181.61,181.66,,,P,R,,,,,,,,,P,P,R,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,28,F,CC,PAL,515da14119385ef403e412409411b451
359-U1468A-29F-CC-PAL,0,5,187.44,187.49,,,P,R,,,,,,,,,P,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,29,F,CC,PAL,6ba443046f40b64be38b99ae2cee9691
359-U1468A-30F-CC-PAL,0,5,192.18,192.23,,,P,R,,,,,,,,,P,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,30,F,CC,PAL,fb26b9c15b7207bd091d58a29d55f7bb
359-U1468A-31F-CC-PAL,0,5,197.17,197.22,,,P,R,,,,,,,,,,P,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,31,F,CC,PAL,98a5aed6359797b4333054a8d0e3fd6c
359-U1468A-32F-CC-PAL,0,5,201.66,201.71,,,P,R,,,,,,,,R,P,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,32,F,CC,PAL,cf7aa75b5c4321cf8ba8f54c3888641d
359-U1468A-33F-CC-PAL,0,5,205.76,205.81,,,P,R,,,,,,,,,R,R,R,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1468,A,33,F,CC,PAL,f51ad61c784fd4616a453a68f4b37f8c
359-U1468A-34F-CC-PAL,0,5,210.12,210.17,,,P,R,,,,,,,,,P,R,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,34,F,CC,PAL,81e27c15e33bc8bbaefe1a78c76a9567
359-U1468A-35F-CC-PAL,0,5,215.83,215.88,,,P,F,,,,,,,,,R,F,F,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,35,F,CC,PAL,207d14cc0efb8e7d5861052a3dc3defa
359-U1468A-36F-CC-PAL,0,5,215.9,215.95,,,P,C,,,,,,,,,R,R,C,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,36,F,CC,PAL,d9a4ae90ec7931f3e8efecbd7d7e2324
359-U1468A-37F-CC-PAL,0,4,219.69,219.73,,,P,C,,,,,,,,R,R,R,C,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,37,F,CC,PAL,7f6b26df8cc82852872f35bd2676a2c8
359-U1468A-38F-CC-PAL,0,5,224.87,224.92,,,P,C,,,,,,,,,R,R,C,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,38,F,CC,PAL,b851fcd588525fad76b8444f6a284e19
359-U1468A-39X-CC-PAL,0,5,228.55,228.6,,,P,C,,,,,,,,,R,R,R,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,39,X,CC,PAL,46370cc5530ff0234021bfe6d91e51e0
359-U1468A-40X-CC-PAL,0,5,235.16,235.21,,,P,F,,,,,,,,R,R,R,R,,,,,,,,,,,R,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,40,X,CC,PAL,e82e70208e5f6c0336caa31f1ceba05d
359-U1468A-41X-CC-PAL,0,5,243.39,243.44,,,P,F,,,,,,,,R,R,R,C,,,,P,,,,,,,R,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,41,X,CC,PAL,852d8870cd4e4b6d063179f9bd6e41af
359-U1468A-42X-CC-PAL,0,1,252.84,252.85,,,P,R,,,,,,,,,P,C,R,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,42,X,CC,PAL,0ba0385d2e82a40d9e24939e1521c8f5
359-U1468A-43X-CC-PAL,0,5,265.06,265.11,,,M,C,,,,,,,,R,R,C,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,43,X,CC,PAL,50e901a28f9f21889065f1587a4af91e
359-U1468A-44X-CC-PAL,0,5,274.85,274.9,,,M,C,,,,,,,,R,R,R,C,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,44,X,CC,PAL,904a497a83f120ea580ddf696282c824
359-U1468A-45X-CC-PAL,0,5,283.31,283.36,,,P,R,,,,,,,,P,P,R,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,45,X,CC,PAL,f9bf2f1083ef56758998259f08b31037
359-U1468A-46F-CC-PAL,0,5,295.88,295.93,,,M,R,,,,,,,,R,R,R,C,,,,,,,,,,,R,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,46,F,CC,PAL,f27dedc1cfad69c603440fa5506f7659
359-U1468A-47F-CC-PAL,0,5,301.17,301.22,,,P,R,,,,,,,,C,R,R,R,,,,P,,,,,,,R,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,47,F,CC,PAL,aed85a445d5ca98449b6b867ad1eb689
359-U1468A-48F-CC-PAL,0,5,303.19,303.24,,,P,R,,,,,,,,R,R,R,C,,,,,,,,,,,R,P,R,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,48,F,CC,PAL,2242e7b540e1fc87c536a2c7311ee3be
359-U1468A-49F-CC-PAL,0,5,310.41,310.46,,,M,R,,,,,,,,,,R,R,,,,,,,,,,,R,R,R,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,49,F,CC,PAL,f77f9635d41c790aec38ad61e3aea1e8
359-U1468A-50F-CC-PAL,0,5,311.68,311.73,,,M,R,,,,,,,,R,R,R,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,50,F,CC,PAL,b9cac057f09299533c38bcaf446eb22b
359-U1468A-51F-CC-PAL,0,5,319.47,319.52,,,M,R,,,,,,,,P,R,R,R,,,,P,,,,,,,,R,R,,,,,,,R,P,,,P,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,359,U1468,A,51,F,CC,PAL,96b72de7a161cc8c51f8392d61fe20e1
359-U1468A-52F-CC-PAL,0,2,320.23,320.25,,,M,R,,,,,,,,,R,R,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,359,U1468,A,52,F,CC,PAL,7e0497d6045db6038ff9e7402dccbe53
359-U1468A-53X-CC-PAL,0,5,329.68,329.73,,,M,F,,,,,,,,P,F,C,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,53,X,CC,PAL,7d45d31059596bebfbf0605ed55ba61d
359-U1468A-54X-CC-PAL,0,5,331.21,331.26,,,P,R,,,,,,,,,,F,R,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,54,X,CC,PAL,e65ad6d5cbe804abb3b023a28369596e
