Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1463B-17H-CC-PAL-NANNO,0,11,159.4,159.51,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,C,,,,,,C,C,,,,,F,,,,R,,,,F,,,,R,,,,,,,,,F,,,,,,,356,U1463,B,17,H,CC,PAL,2cc37b2cc6680d1f8d76b0894f25f85b
356-U1463B-19H-6-PAL-NANNO,0,10,178.02,178.12,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,R,,,,F,,,P,R,,,,,,P,,,F,,,,,,,356,U1463,B,19,H,6,PAL,5ace6931bb9bd2b9df853a1314a1e286
356-U1463B-21H-CC-PAL-NANNO,0,8,197.57,197.65,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,F,,,,R,,,,F,,,P,P,,,,,P,P,,,R,,,,,,,356,U1463,B,21,H,CC,PAL,c38a0f4b1c42ed41cd5162436210542c
356-U1463B-23H-5-PAL-NANNO,0,10,213.76,213.86,,,G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,,,P,R,,,,R,,,,F,,,,P,,,,,P,R,,,R,,,,,,,356,U1463,B,23,H,5,PAL,67ac115abb2a79ebb3105fa81e25523b
356-U1463B-25H-CC-PAL-NANNO,0,10,233.05,233.15,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,C,C,,,,R,R,,,,R,,,,F,,,P,R,,,,R,,R,,,R,,,,,,,356,U1463,B,25,H,CC,PAL,e70fc3fbc18ea378a4a4b633dac7868d
356-U1463B-26H-6-W 50/50-NANNO,0,0,240.7,240.7,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,P,P,,,R,,,R,,,,,,,,,,,,,,,F,,,,,,A,C,,,,P,R,,,,R,,,,R,,,,R,,,,,,,,,R,,,,,,,356,U1463,B,26,H,6,W,6e209c7945d49f7d5aeb36b4db644787
356-U1463B-27H-CC-PAL-NANNO,0,13,251.13,251.26,,,G [P33],C,,,F,,,,,,,,,,R,,,,R,,,,,,,R,R,R,P,R,,,R,,,,,,,,,,,,,,,F,,,,,,A,C,,,,,R,,,,R,,,,,,,,R,,,,,R,P,,,R,,,,,,,356,U1463,B,27,H,CC,PAL,1030888209d254d5c49fd6289d2759a4
356-U1463B-29H-CC-PAL-NANNO,0,10,265.87,265.97,,,M [P33],A,,,F,,,,,,,,,,P,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,,,,C,,C,,,,VA,A,,,,,,,,,,,,,F,,F,,P,,P,,,P,,,,,,,,,,,356,U1463,B,29,H,CC,PAL,a146a1d281cc3684e99745a93495e590
356-U1463B-31F-CC-PAL-NANNO,0,10,276.01,276.11,,,M [P33],A,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,VA,VA,,R,,,,,,,,,,,C,,,R,F,,F,,,R,,,,,,,,,,,356,U1463,B,31,F,CC,PAL,f3a55e7cbdb13eb8311e93d665fee10b
356-U1463B-32F-3-PAL-NANNO,0,10,279.68,279.78,,,M [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,F,,,,VA,A,,C,,P,R,,P,,,,,,R,,R,,P,,,,,R,,,,R,,,,,,,356,U1463,B,32,F,3,PAL,2bfed42370f9921a9cedd38161fb00a0
356-U1463B-34X-CC-PAL-NANNO,0,10,293.64,293.74,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P33],A,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,F,,,,F,,A,C,,C,,,F,,P,,,,,,C,,P,,P,,,,,,,,,,,,,,,,356,U1463,B,34,X,CC,PAL,13649e8bc637a1ff04309b76f61b6143
356-U1463B-35X-7-W 1/1-NANNO,0,0,301.21,301.21,,,G [P33],A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,F,,A,A,,C,,,R,,R,,,,,,R,,,,F,,,,,,,,,R,,,,,,,356,U1463,B,35,X,7,W,a2f262ce3c817444bf49d5243b5cd665
356-U1463B-36X-CC-PAL-NANNO,0,10,308.11,308.21,,,G [P33],D,,,R,,,,,,,,,,,,,,,,,,,,,P,P,,,F,,,,,,,,,,,,,,,,,,,,,,F,,VA,VA,,C,,,R,,R,,R,,,,C,,,R,R,,R,,,,P,,P,F,,P,reworked R. bisecta,,,,356,U1463,B,36,X,CC,PAL,cf5ac95f88cb3ec090b1a526a578de3d
356-U1463B-38X-CC-PAL-NANNO,0,10,327.52,327.62,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,R,P,,R,R,,,,,,,,,,,,,,,,,,R,,,,C,,A,A,,C,,R,R,,R,,P,,,,C,,,R,P,,R,,,R,,,,R,,P,reworked R. bisecta,,,,356,U1463,B,38,X,CC,PAL,049eb8af4eef8153c185c7eefcc97a7d
356-U1463B-40X-CC-PAL-NANNO,0,12,345.11,345.23,,,G [P33],D,,,R,,,,,,,,,,R,,,,F,,,,,,,F,R,,R,F,,,F,,,,,,,,,,,,,,,P,,,,C,,VA,VA,,C,,,R,,F,,,,,,F,,,R,R,P,R,,P,R,,,,F,,,,,,,356,U1463,B,40,X,CC,PAL,23b73cfd7372648d6608e3bdd9a74517
356-U1463B-42X-CC-PAL-NANNO,0,12,360.29,360.41,,,G [P33],D,,,F,,,,,,,,,,,,,,F,,,,,,,F,R,,R,F,,,R,,,,,,,,,,,,,,,P,,,F,R,,VA,C,R,C,,,R,,F,,R,,,,F,,,P,R,P,R,,P,R,,,,R,,P,reworked Cy. floridanus,,,,356,U1463,B,42,X,CC,PAL,796b664eb3d02ed991cc924d85e54290
356-U1463B-44X-CC-PAL-NANNO,0,13,378.95,379.08,,,G [P33],D,,,F,,,,,,,,,,,,,,F,,,,,,,F,R,,,F,,,,,,,,,,,,,,,,,,,,,F,R,,VA,A,,C,,P,R,,R,,F,,,,F,,,,R,,,P,,,,,,R,,R,reworked Cy. floridanus,,,,356,U1463,B,44,X,CC,PAL,911d191dc1f08fcb1664759261f3f121
356-U1463B-45X-6-W 0/0-NANNO,0,0,386.22,386.22,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G [P33],D,,,,,,,,,,,,,,,,,R,,,,,,F,,,,R,C,,,,,,,,,,,,,,,,,,,,,,F,,VA,A,,,,,,,,,R,,,,,,,,F,,,,,P,,,,,,,,,,,356,U1463,B,45,X,6,W,5c9aaa1d0fb9a8eb25c1887c14d9a665
356-U1463B-45X-CC-PAL-NANNO,0,10,388.91,389.01,,,G [P33],A,,,,,,,,,,,,,P,,,,F,,,,,,,R,R,,R,F,,,,,,,,,,,,,,,,,,,,,R,R,,A,C,R,A,,,R,,,,R,,,,R,,,P,,,R,,,,,,,R,,,few micrite,,,,356,U1463,B,45,X,CC,PAL,17178a8b4802e14cbbfdaf58999bc64a
356-U1463B-46X-CC-PAL-NANNO,0,9,395.5,395.59,,,G [P33],F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,P,,C,F,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,lots of micrite and few dolomite,,,,356,U1463,B,46,X,CC,PAL,38a7636d64ce30bf007156c6a337dd4c
356-U1463B-48X-CC-PAL-NANNO,0,10,412.34,412.44,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,VA,A,,C,,,P,,,,F,,,,P,,,,,,,,,,,,P,,,,R. rotaria (top NN11),,,,356,U1463,B,48,X,CC,PAL,b454ce2ab211402e894459456a518187
356-U1463B-49X-CC-PAL-NANNO,0,10,419.18,419.28,,,G [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,C,C,,A,,,,,,,F,,,,,,,,,,,,,,,,P,,,,,,,,356,U1463,B,49,X,CC,PAL,267380ebed2131b2db914b63b70bfefc
356-U1463B-49X-CC-PAL-NANNO,0,10,419.18,419.28,,,M [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,49,X,CC,PAL,6d32e5acae7999f30f78b5da512f2b25
356-U1463B-50X-CC-PAL-NANNO_bottom,0,2,429.34,429.36,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,50,X,CC,PAL,682af64650979ab55238b672986efb21
356-U1463B-50X-CC-PAL-NANNO_top,0,2,429.26,429.28,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,50,X,CC,PAL,9938935f49a5f765cfb0648b687e80e4
356-U1463B-51X-CC-PAL-NANNO,0,11,437.9,438.01,,,G [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,51,X,CC,PAL,bc1b204f8728a3d9a489f4a2f43d810b
356-U1463B-52X-CC-PAL-NANNO,0,10,447.85,447.95,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,52,X,CC,PAL,497f5a42b5ce9f74a5cbf4d57211d0e2
356-U1463B-53X-CC-PAL-NANNO,0,12,457.3,457.42,,,G [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,53,X,CC,PAL,05bae66350ef9b992805d05f77d8f5f2
356-U1463B-55X-CC-PAL-NANNO,0,10,484.4,484.5,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,55,X,CC,PAL,1d6d94c8395039a2fe879a2e6238d736
356-U1463B-56X-CC-PAL-NANNO,0,10,486.7,486.8,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,56,X,CC,PAL,25f19a08f8f0133e4698c00e7b4a2d69
356-U1463B-58X-CC-PAL-NANNO,0,10,505.91,506.01,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,58,X,CC,PAL,a0931c43d91ccdefe732b944a4a6befd
356-U1463B-59X-CC-PAL-NANNO,0,5,515.5,515.55,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,59,X,CC,PAL,ecebb40154ae8308835ab4c4e68379de
356-U1463B-60X-CC-PAL-NANNO,0,5,525.2,525.25,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1463,B,60,X,CC,PAL,7eaa3d7b1ee83acc54f3a8eba6a2aa23
