Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp.,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462C-19R-CC-PAL-FORAM-150-2000,0,5,114.89,114.94,P [P39],F,98,,,,,"Heavily abraded, most surficial features lost. Peloids and ostracods present.",30,,,,D,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812501,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812501,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812501,",356,U1462,C,19,R,CC,PAL,0b82f35fd414e62cf7c24fd246afd7fa
356-U1462C-21R-CC-PAL-FORAM-150-2000,0,5,124.78,124.83,P [P39],F,98,,IS,,,"Heavily abraded, most surficial features lost. Peloids present.",30,,,,D,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812731,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812731,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812731,",356,U1462,C,21,R,CC,PAL,1209cb8d555ede9bac02b9abad28918a
356-U1462C-23R-2-PAL-FORAM-150-2000,0,6,136.3,136.36,P [P39],R,100,,,,,"Almost barren of foraminifera, abundant ooids.",0,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812561,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812561,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812561,",356,U1462,C,23,R,2,PAL,55584685656fbbdaad931ae831ad7b18
356-U1462C-27R-CC-PAL-FORAM-150-2000,0,5,153.8,153.85,P [P39],R,99,,IS,,,Almost barren of foraminifera. High abrasion and fragmentation.,5,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812591,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812591,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812591,",356,U1462,C,27,R,CC,PAL,c21c7466a5cf30a2a63e84d700f99dc6
356-U1462C-31R-CC-PAL-FORAM-150-2000,0,5,174.03,174.08,P [P39],R,100,,,,,Very low abundance. High fragmentation. Ostracods present.,40,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812701,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812701,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812701,",356,U1462,C,31,R,CC,PAL,954f813885c34ea1faeeb3489a1b36ba
356-U1462C-35R-CC-PAL-FORAM-150-2000,0,5,193.17,193.22,P [P39],F,99,,,,,High abrasion and fragmentation. Glauconite present.,50,,,,F,,,,,D,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812861,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30812861,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30812861,",356,U1462,C,35,R,CC,PAL,429b32c2da7189ee9d0a5615be350019
356-U1462C-38R-CC-PAL-FORAM-150-2000,0,5,207.91,207.96,P [P39],F,99,,IS,,,High encrustation and abundant quartz. Glauconite present.,15,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30813151,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30813151,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30813151,",356,U1462,C,38,R,CC,PAL,b72680d5d39b212365999ca62360a035
356-U1462C-42R-CC-PAL-FORAM-150-2000,0,5,227.38,227.43,P [P39],F,95,,,,,High encrustation and abundant quartz. Glauconite present.,70,,,,R,,,,,A,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30813391,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30813391,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30813391,",356,U1462,C,42,R,CC,PAL,2ea49c5194671faa44e1d7c7ec0efe7f
356-U1462C-45R-CC-PAL-FORAM-150-2000,0,5,242.54,242.59,P [P39],F,95,,IS,,,High encrustation and abundant quartz. Glauconite present.,,,,,P,,,,,A,,A,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30814161,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30814161,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30814161,",356,U1462,C,45,R,CC,PAL,d0740ad5332bd94e45322aa913ee4ea5
356-U1462C-48R-CC-PAL-FORAM-150-2000,0,2,256.7,256.72,P [P39],,95,,,,,Heavy encrustation and fragmentation. Glauconite present.,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,D,,,,,,,,,,A,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30814711,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30814711,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30814711,",356,U1462,C,48,R,CC,PAL,7b448ab98691119cc1b99adc25bd52b8
356-U1462C-51R-CC-PAL-FORAM-150-2000,0,5,271.3,271.35,P [P39],,82,,,,,Heavy encrustation and fragmentation. Ostracods present.,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,A,,,,,,,,P,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30815211,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30815211,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30815211,",356,U1462,C,51,R,CC,PAL,4acbd1659949e8271fc74371c2c0ed62
356-U1462C-55R-CC-PAL-FORAM-150-2000,0,5,290.59,290.64,P [P39],,91,,,,,Heavy encrustation and fragmentation.,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,F,,,,,,,,P,,,P,P,,,,,,,,,,,,,P,,,,,P,P,,,,,A,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30816691,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30816691,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30816691,",356,U1462,C,55,R,CC,PAL,3accae77282035a16ada4ee92c61f998
356-U1462C-59R-CC-PAL-FORAM-150-2000,0,5,310.09,310.14,P [P39],,40,,,,,Heavy encrustation and fragmentation.,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,D,,,,,,,,,,R,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30817631,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30817631,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30817631,",356,U1462,C,59,R,CC,PAL,8490a9605e7b8e12c15011aaafdc5ecf
356-U1462C-62R-CC-PAL-FORAM-150-2000,0,5,328.5,328.55,P [P39],,31,,,,,Heavy encrustation and fragmentation.,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,A,,,,,,,A,,,,,,,,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30819271,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30819271,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30819271,",356,U1462,C,62,R,CC,PAL,325ce87a08782d1561a2fafe32fc9daf
356-U1462C-66R-CC-PAL-FORAM-150-2000,0,5,353.37,353.42,P [P39],F,29,,,,,Ostracods present.,0,,,,,,,P,,,,,,,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,,,D,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30836481,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30836481,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30836481,",356,U1462,C,66,R,CC,PAL,572c53c6a3c86de5b86f5bae9c45e16b
356-U1462C-69R-CC-PAL-FORAM-150-2000,0,5,369.76,369.81,P [P39],F,22,,,,,Ostracods present.,0,,,,,,,F,,,,,,,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,R,,,D,,,,,,,,,A,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30837621,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30837621,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30837621,",356,U1462,C,69,R,CC,PAL,59567bb7749f461e05f13bd96ecfd26e
356-U1462C-73R-CC-PAL-FORAM-150-2000,0,5,387.56,387.61,P [P39],F,26,,,,,Ostracods present.,0,,,,,,,R,,,,,,,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,R,,,D,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,F,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30840311,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30840311,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30840311,",356,U1462,C,73,R,CC,PAL,438cedb8b2cb3b200b40446aefdeb06a
356-U1462C-77R-CC-PAL-FORAM-150-2000,0,5,407.46,407.51,P [P39],F,21,,,,,Heavily encrusted.,0,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,P,,,D,,,,,,,,,P,,,,,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30841211,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30841211,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30841211,",356,U1462,C,77,R,CC,PAL,4911d91c0eb8a4148c5dddd6a2b89345
356-U1462C-81R-CC-PAL-FORAM-150-2000,0,5,427.24,427.29,P [P39],F,25,,,,,Heavily encrusted.. Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,P,,,,,,,,,,,,,,,,F,,,,,,,D,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,A,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30845041,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30845041,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30845041,",356,U1462,C,81,R,CC,PAL,e7b1aef9a2d3ce8b511a3379cf37be7c
356-U1462C-85R-CC-PAL-FORAM-150-2000,0,5,447.72,447.77,P [P39],F,29,,,,,Heavily encrusted.,0,,,,,,,P,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,P,,,,,,,,,,,,,,,,R,,,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30845931,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30845931,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30845931,",356,U1462,C,85,R,CC,PAL,e469fca29a81693a537a04681cd32e3f
