Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Percentage of planktic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina bullbrooki,Acarinina cuneicamerata,Acarinina praetopilensis,Acarinina punctocarinata,Acarinina sibaiyaensis,Acarinina soldadoensis,Beella digitata,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimilis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Chiloguembelina cubensis,Chiloguembelina sp.,Clavatorella bermudezi,Clavatorella nicobarensis,Clavigerinella sp.,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Fohsella birnageae,Fohsella fohsi,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globanomalina compressa,Globanomalina pseudomenardii,Globigeriantella insueta,Globigerina aequilateralis,Globigerina angulisuturalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina conglomerata,Globigerina cryptomphala,Globigerina euapertura,Globigerina falconensis,Globigerina linaperta,Globigerina praebulloides,Globigerina pseudodruryi,Globigerina senni,Globigerinatheka index,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinatheka sp.,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides altiapertura,Globigerinoides bisphericus,Globigerinoides bollii,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides seigliei,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoconusa daubjergensis,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina praedehiscens,Globoquadrina tripartita,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia bermudezi,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia crassula,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia hessi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miocenica,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia scitula,Globorotalia theyeri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita apertura,Globoturborotalita brazieri,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Guembelitrioides nuttali,Hantkenina alabamensis,Hantkenina sp.,Morozovella angulata,Morozovella aragonensis,Morozovella formosa,Morozovella sp.,Morozovella spinulosa,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides bandyi,Morozovelloides crassatus,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta (dextral),Orbulina bilobata,Orbulina suturalis,Orbulina universa,Orbulinoides beckmanni,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia pseudokugleri,Paragloborotalia siakensis,Parasubbotina pseudobulloides,Parasubbotina sp.,Parvularugoglobigerina eugubina,Planorotalites compressa,Praemurica inconstans,Praemurica uncinata,Praeorbulina glomerosa,Praeorbulina sicana,Pseudohastigerina naguewichiensis,Pseudohastigerina wilcoxensis,Pulleniatina (D),Pulleniatina (S),Pulleniatina obliquiloculata,Pulleniatina praecursor,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Streptochilus sp.,Subbotina sp.,Subbotina triloculinoides,Tenuitella gemma,Truncorotaloides rohri,Truncorotaloides spp.,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia frontosa,Turborotalita humilis,Benthic Foraminifera group,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1457B-15F-CC-PAL-FORAM,0,5,120.0,120.05,,,,,,,,,A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,A,,,,F,,,,,,,,,,,,F,,,,,,,,,,P,,,R,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,R,,,,355,U1457,B,15,F,CC,PAL
355-U1457B-17F-CC-PAL-FORAM,0,5,129.61,129.66,,,,,,,,,C,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,P,,,R,,,,,,,,,,P,,R,,,,,,,,,,,,,P,,R,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,355,U1457,B,17,F,CC,PAL
355-U1457B-19F-CC-PAL-FORAM,0,5,139.02,139.07,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,19,F,CC,PAL
355-U1457B-21F-CC-PAL-FORAM,0,5,148.39,148.44,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,21,F,CC,PAL
355-U1457B-23F-CC-PAL-FORAM,0,5,157.68,157.73,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,23,F,CC,PAL
355-U1457B-25F-CC-PAL-FORAM,0,5,167.33,167.38,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,25,F,CC,PAL
355-U1457B-27F-CC-PAL-FORAM,0,5,175.56,175.61,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,27,F,CC,PAL
355-U1457B-29F-CC-PAL-FORAM,0,5,186.25,186.3,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,29,F,CC,PAL
355-U1457B-31F-CC-PAL-FORAM,0,5,195.25,195.3,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,31,F,CC,PAL
355-U1457B-33F-CC-PAL-FORAM,0,5,205.15,205.2,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,B,33,F,CC,PAL
