Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Chiasmolithus grandis,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Cyclicargolithus luminis,Discoaster adamanteus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster calcaris,Discoaster calculosus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster moorei,Discoaster neohamatus,Discoaster nodifer,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster triradiatus,Discoaster variabilis,Discoaster williamsii,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa omega,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (>5.5 microns),Gephyrocapsa sp. (4-5.5 microns),Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera burkei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera sellii,Lanternithus minutus,Minylitha convallis,Nicklithus amplificus,Orthorhabdus serratus,Pontosphaera exilis,Pontosphaera millepuncta,Pontosphaera multipora,Pontosphaera punctosa,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (5-10 microns),Reticulofenestra circus,Reticulofenestra erbae,Reticulofenestra lockeri,Reticulofenestra pseudoumbilicus,Reticulofenestra sp. (5-7 microns),Reticulofenestra spp. small,Reticulofenestra umbilicus,Rhabdosphaera spp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus pospichalii,Sphenolithus predistentus,Sphenolithus pseudoheteromorphus,Sphenolithus spp.,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
368-U1505C-15H-CC-PAL-NANNO,0,5,141.27,141.32,NN11,G,A,F,F,,,F,R,,C,,,,,,,,,,F,,,,,,,,C,,C,,,,,,,,,,,,C,,,C,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,R,,F,,,,,,,,F,A,A,,R,R,A,,,,,,,,,,,F,,,,C,,,,F,C,,,,,,,368,U1505,C,15,H,CC,PAL,4d58510d9984dd465c6db851f8137671
368-U1505C-16H-CC-PAL-NANNO,0,5,150.85,150.9,NN11,G,A,,F,,,F,F,,C,,,,,,,,,,C,,,,,,,,C,,F,,,,,,,,,,,,F,,,C,,,C,F,,,,C,,,,,,,,,,,C,,,,,,,,,,R,,F,,,,,,,,,A,A,,,R,A,,,,,,,,,,,F,,,,C,,,,F,C,,,,,,,368,U1505,C,16,H,CC,PAL,9b3bbc8d74c49f4b9c71a5ae2125f62e
368-U1505C-17H-CC-PAL(34-39)-NANNO,0,5,160.62,160.67,NN10,G,A,,,,,F,R,,C,,,,,,,,,,C,,,,,,,,,,C,,,,,,,,,,F,,F,,C,,,,F,,,,,C,,,,,,,,,,,C,,,,,,,,,,F,,F,,,,,,,,C,C,C,,,R,A,,,,,,,,,,,F,,,,A,,,,F,C,,,,,,,368,U1505,C,17,H,CC,PAL,6699485bf8187b122edb2925b9b59150
368-U1505C-18H-CC-PAL(29-34)-NANNO,0,5,170.23,170.28,NN10,G,A,,,,,C,R,,C,,,,,,,,,,C,,,,,,,,,F,C,,,,,,,,,,C,,F,,C,,,,F,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,F,,,,,,,,C,C,C,,,R,C,,,,,,,,,,,C,,,,C,,,,F,C,,,,,,,368,U1505,C,18,H,CC,PAL,e64b46f07fc97b05c24cc8dcf0ed0a50
368-U1505C-19H-CC-PAL(33-38)-NANNO,0,5,179.7,179.75,NN9,G,A,,,,,C,F,,C,C,,,,,,,,,C,,,,,,,,,C,C,,,,,,C,,,,C,,,,F,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,C,C,C,,,,C,,,,,,,,,,,C,,,,C,,,,F,C,F,,,,,,368,U1505,C,19,H,CC,PAL,ed2958efa330a3d53b45df67e33327f3
368-U1505C-20H-CC-PAL(30-35)-NANNO,0,5,189.21,189.26,NN9,G,A,,,,,C,F,,C,C,C,,,,,,,,C,,,,,,,,,C,C,,,,,,C,,,,,,,,F,,,,F,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,C,C,,,,F,,,,,,,,,,,C,,,,C,,,,F,C,C,,,,,,368,U1505,C,20,H,CC,PAL,271635321dc0f06a1ad8a1c50e68e06e
368-U1505C-21H-CC-PAL(17-22)-NANNO,0,5,196.48,196.53,NN8,G,A,,,,,C,R,,C,,F,,,,,,,,C,,,,,,,,,C,,,,,,,,,,F,,,,,C,,,,F,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,A,C,,,R,F,,,,,,,,,,,C,,,,C,,,,F,C,C,,,,,,368,U1505,C,21,H,CC,PAL,ececb1e73cf880ed0b0657102e7c4349
368-U1505C-22H-CC-PAL(25-30)-NANNO,0,5,200.01,200.06,NN7,G,A,,,,,C,,,C,,,,,,,,,,C,F,,,,,,,,F,F,,,,,,,,,F,,,,,C,,,,F,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,C,C,C,,,R,C,,,,,,,,,,,C,,,,C,,,,F,C,F,,,,,,368,U1505,C,22,H,CC,PAL,d0c147291a30c6768165d5254feea093
368-U1505C-23H-CC-PAL(37-42)-NANNO,0,5,207.0,207.05,NN6,G,A,,,,,C,C,C,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,23,H,CC,PAL,d8f326439f7d3b916fa06f5c16f3b46e
368-U1505C-24F-CC-PAL(29-34)-NANNO,0,5,212.13,212.18,NN6,G,A,,,,,C,C,C,,,,,,,,,,F,C,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,368,U1505,C,24,F,CC,PAL,35b0f043a61b79019f2950a1a0f4e964
368-U1505C-25F-CC-PAL(32-37)-NANNO,0,5,216.87,216.92,NN6,G,A,,,,,C,C,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,368,U1505,C,25,F,CC,PAL,58cf7f9ddcbddc93f4a4dfc1d350f214
368-U1505C-26F-CC-PAL(24-29)-NANNO,0,5,221.49,221.54,NN6,G,A,,,,,C,C,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,368,U1505,C,26,F,CC,PAL,6b2ea484ef1ea115be53cb4d0be38710
368-U1505C-27F-CC-PAL(33-38)-NANNO,0,5,226.28,226.33,NN6,G,A,,,,,C,C,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,368,U1505,C,27,F,CC,PAL,e019e09f3893bfe2d5f3cda70938554f
368-U1505C-28F-CC-PAL(22-27)-NANNO,0,5,230.88,230.93,NN6,G,A,,,,,C,C,,,,,,,,,,,C,C,C,,A,,,,,,,,,,C,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,368,U1505,C,28,F,CC,PAL,a230cda6cf4779899e34e151295352ca
368-U1505C-29F-CC-PAL(27-32)-NANNO,0,5,235.64,235.69,NN5,G,A,,,,,C,C,,,,,,,,,,,C,C,F,,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,368,U1505,C,29,F,CC,PAL,397ae5a4e832b4564238110cb4d7f604
368-U1505C-30F-CC-PAL-NANNO,0,5,240.27,240.32,NN5,G,A,,,,,F,,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,,,,,,,VERY GOOD PRESERVATION OF S HETEROMORPHUS,,,,368,U1505,C,30,F,CC,PAL,e1bd28ad9aea52029ed74bad290ede76
368-U1505C-31F-CC-PAL-NANNO,0,5,244.97,245.02,NN5,G,A,,,,,F,,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,,,,,,,VERY GOOD PRESERVATION OF S HETEROMORPHUS,,,,368,U1505,C,31,F,CC,PAL,c88237c7fc5b2b9515bd6020b920ef93
368-U1505C-32F-CC-PAL-NANNO,0,5,249.69,249.74,NN5,G,A,,,,,F,,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,,,,,,,VERY GOOD PRESERVATION OF S HETEROMORPHUS,,,,368,U1505,C,32,F,CC,PAL,b3f5b124278513c396c0494899a3b1c6
368-U1505C-33F-CC-PAL-NANNO,0,5,254.41,254.46,NN5,G,A,,,,,F,,,,,,,,,,,,F,F,C,,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,368,U1505,C,33,F,CC,PAL,552fc23a223087dcc90eb2c03e2a3e78
368-U1505C-34F-CC-PAL-NANNO,0,5,259.12,259.17,NN5,G,A,,,,,F,,,F,,,,,,,,,C,C,F,,C,,,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,C,,,,,,,,,,,C,,C,,,,,,,,,,F,,,,,,,,,,C,,,F,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,368,U1505,C,34,F,CC,PAL,8e98dbb2cd71c4f3caa7fc91d383ab02
368-U1505C-35F-CC-PAL-NANNO,0,5,263.78,263.83,NN4,G,A,,,,,C,,F,F,,,,,,,,,F,C,F,,C,,,,,,,,,,C,,,,,,F,,,,C,,,,F,C,,,,,C,,,,,,,,R,,,C,,C,,,,,,,,,,F,,,,,,,,,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,35,F,CC,PAL,933a6bf699cff3940eff70e49019bfa4
368-U1505C-36F-CC-PAL-NANNO,0,5,268.48,268.53,NN4,G,A,,,,,C,,F,F,,,,,,,,,F,C,F,,A,,,,,,,,,,C,,,,,,F,,,,F,,,,C,C,,,,,C,,,,,,,,F,,,C,,C,,,,,,,,,,F,,,,,,,,,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,36,F,CC,PAL,2c49535f6f1c455cf27f899588606de3
368-U1505C-37F-CC-PAL-NANNO,0,5,272.96,273.01,NN4,G,A,,,,,C,,F,F,,,,,,,,,F,C,F,,A,,,,,,,,,,C,,,,,,F,,,,,,,,,C,,,,,C,,,,,,,,F,,,C,,C,,,,,C,,,,,F,,,,,,,,,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,37,F,CC,PAL,58254da07741ace46e59e210fed38acb
368-U1505C-38F-CC-PAL-NANNO,0,5,277.9,277.95,NN4,G,A,,,,,C,,F,F,,,,,,,,,F,C,F,,A,,,,,,,,,,C,,,,,,F,,,,,,,,,C,,,,,C,,,,,,,,F,,,C,,C,,,,,F,,,,,F,,,,,,,,,C,C,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,38,F,CC,PAL,067ff9c2870e23c0d7615cae1c8d609f
368-U1505C-39F-CC-PAL-NANNO,0,5,279.35,279.4,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,F,,R,,,,,,,,F,,F,,,,,,,,C,C,A,,,R,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,39,F,CC,PAL,76bb72d8562bebc7c9600cddbced8caf
368-U1505C-40F-CC-PAL-NANNO,0,5,284.39,284.44,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,F,,R,,,,,,,,F,,F,,,,,,,,C,C,A,,,R,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,40,F,CC,PAL,1768aed5fd05f32d1d5377a7fa74cc32
368-U1505C-41F-CC-PAL(20-25)-NANNO,0,5,288.96,289.01,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,F,,R,,,,,F,,,F,,F,,,,,,,,,C,A,,,,,,,,,,,,,,A,C,F,,,,,,,,C,,,,,,,368,U1505,C,41,F,CC,PAL,38b5abd8b57cccae9b56646c4ffcf7e6
368-U1505C-42F-CC-PAL(28-33)-NANNO,0,5,293.78,293.83,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,F,,,F,,F,,,,,F,,,F,,F,,,,,,,,R,C,A,,,,,,,,,,,,,,A,C,F,,,,,,,,C,,,,,,,368,U1505,C,42,F,CC,PAL,9cb6d4f559269a561f55b597f1720f9a
368-U1505C-43F-CC-PAL(21-26)-NANNO,0,5,298.17,298.22,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,F,,,F,,F,,,,,F,,,F,,F,,,,,,,,R,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,368,U1505,C,43,F,CC,PAL,c27d1e87243d455dd1f527892efe76d5
368-U1505C-44F-CC-PAL(26-31)-NANNO,0,5,303.16,303.21,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,F,,,F,,F,,,,,F,,,F,,F,,,,,,,,R,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,F,,,,,,,368,U1505,C,44,F,CC,PAL,5a1b91ae8a90b56e7f98e596cd64856a
368-U1505C-45F-CC-PAL(22-27)-NANNO,0,5,307.87,307.92,NN4,G,A,,,,,C,,F,,,,,,,,,,F,C,F,,A,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,F,,,F,,F,,,,,F,,,F,,F,,,,,,,,R,C,A,,,,,,,,,,,,,,A,C,,,,,,,,,F,,,,,,,368,U1505,C,45,F,CC,PAL,a1315ff4b05323f3be9dd657427a0558
368-U1505C-46F-CC-PAL(20-25)-NANNO,0,5,310.69,310.74,NN4,G,A,,,,,F,,,F,,,,,,,,,,C,F,,A,,,,,,,,,,C,,,,,,F,,,,,,,,,C,,,,,C,,,,,,,,R,,,F,,F,,,,,F,,,R,,R,,,,,,,,F,C,A,,,,,,,,,,,,,,A,C,,,,C,R,,,,C,,,,,,,368,U1505,C,46,F,CC,PAL,7a2f0f12bd11e6be064e8d59915752bb
368-U1505C-47F-CC-PAL(21-26)-NANNO,0,5,314.85,314.9,NN2,G,A,,,,,,,,,,,,,,,,,C,C,C,,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,C,,,,,A,,,,,,,,,,C,,,,,,C,,,,,,,,,,368,U1505,C,47,F,CC,PAL,5a760b834da96bd42af92baf7d742ed6
368-U1505C-48X-CC-PAL(36-41)-NANNO,0,5,326.88,326.93,NN2,G,A,,,,,,,,,,,,,,,,,C,C,C,,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,C,,C,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,C,,,,,,F,,,C,,,,,,,368,U1505,C,48,X,CC,PAL,417e5234163d3c7215f3dc9b921b608d
368-U1505C-49X-CC-PAL(34-39)-NANNO,0,5,336.65,336.7,NN2,G,A,,,,,,,,,,,,,,,,,C,C,C,C,C,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,,,C,,,,,,,368,U1505,C,49,X,CC,PAL,b5e68263521c25c56b1c9ecc2f1f90d6
368-U1505C-50X-CC-PAL-NANNO,0,5,346.07,346.12,NN2,G,A,,,,,,,,,,,,,,,,,C,C,C,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,368,U1505,C,50,X,CC,PAL,299a9593f121faf20bc638df53c8a46b
