Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Fragmentation,Percentage of planktic forams in total foram assemblage [%],Fragmentation rank [auto-pop],Terrestrial organic matter,Pyrite,"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina alticonica,Acarinina bullbrooki,Acarinina collactea,Acarinina primitiva,Beella digitata,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Cribrohantkenina inflata,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Dentoglobigerina sp.,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globigeriantella insueta,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina falconensis,Globigerina rubescens,Globigerina woodi,Globigerinatella sp.,Globigerinatheka barri,Globigerinatheka index,Globigerinella aequilateralis,Globigerinella calida,Globigerinella praesiphonifera,Globigerinella radians,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides bollii,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides pyramidalis,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber s.s.,"Globigerinoides ruber s.l. Wang, 2000",Globigerinoides sacculifer,Globigerinoides sacculifer (without sac),Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia hirsuta,Globorotalia humerosa,Globorotalia incognita,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia theyeri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia ungulata,Globorotalia zealandica,Globorotaloides hexagona,Globorotaloides quadrocameratus,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita tenella,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina nympha,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia sp.,Planorotalites palmerae,Planorotalites spp.,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pulleniatina (D),Pulleniatina (S),Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina eocaena,Subbotina gortanii,Tenuitella gemma,Tenuitella munda,Tenuitellinata juvenilis,Turborotalita humilis,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462C-27R-CC-PAL-FORAM-150-2000,0,5,153.8,153.85,,,,,,,,,,B,,,,,,,,,99% crusted bits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,27,R,CC,PAL,5b5a2622a63df61d0f44da6bc3dacb44
356-U1462C-31R-CC-PAL-FORAM-150-2000,0,5,174.03,174.08,,,,,,,,,,B,,,,,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,31,R,CC,PAL,f9fb70674cf815d5f92d1ddfb1546928
356-U1462C-35R-CC-PAL-FORAM-150-2000,0,5,193.17,193.22,,,,,,,,,,B,,,,,,,,,"1 PF, Mollusk, Gastropod",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,35,R,CC,PAL,46e12c5fdc515f3f6e0d9f2eeb320dff
356-U1462C-38R-CC-PAL-FORAM-150-2000,0,5,207.91,207.96,,,,,,,,,,B,,,,,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,38,R,CC,PAL,44108bda24cfb7de279f39da15b6f723
356-U1462C-42R-CC-PAL-FORAM-150-2000,0,5,227.38,227.43,,,,,,,,,,B,,,,,,,,,"1 PF, Ostracod (P)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,42,R,CC,PAL,4f366f965dee622820eb5e136437de06
356-U1462C-45R-CC-PAL-FORAM-150-2000,0,5,242.54,242.59,,,,,,,,,,VR,P [P39],,5,,,,,,"2 PF, Pteropod (P); BF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,45,R,CC,PAL,66df3f1616e17e3339efaa2d93aa6b9e
356-U1462C-48R-CC-PAL-FORAM-150-2000,0,2,256.7,256.72,,,,,,,,,,VR,P [P39],,,,,,,,few unidentifiable PF; Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,48,R,CC,PAL,b700051e772e93a35de9063dfb2bec01
356-U1462C-51R-CC-PAL-FORAM-150-2000,0,5,271.3,271.35,,,,,,,,,,VR,P [P39],S [F02],5,3,,,,,"2 PF, Ostracod (R), few cemented forams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,51,R,CC,PAL,31b20ac396e2e5ab9ff2a49ada04ad8a
356-U1462C-55R-CC-PAL-FORAM-150-2000,0,5,290.59,290.64,,,,,,,,,,R,P [P39],S [F02],20,3,,,,,"Ostracod (R), cemented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,55,R,CC,PAL,d6d5cba138634c1fb4c83e1dad33c5d0
356-U1462C-59R-CC-PAL-FORAM-150-2000,0,5,310.09,310.14,,,,,,,,,,R,P [P39],S [F02],20,3,,,,,"Ostracod (R), cemented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,59,R,CC,PAL,8f3e80e3dec8d8a347f8368c87a4f249
356-U1462C-62R-CC-PAL-FORAM-150-2000,0,5,328.5,328.55,,,,,,,,,,R,P [P39],S [F02],50,3,,,,,"Ostracod (R), cemented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,62,R,CC,PAL,ea8b5b921b050269086d5d4393c2b121
356-U1462C-66R-CC-PAL-FORAM-150-2000,0,5,353.37,353.42,,,,,,,,,,C,M [P39],M [F02],80,2,,,,,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,F,P,P,P,R,,,P,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,66,R,CC,PAL,d728a4d202339877b87f1444a31c6d1e
356-U1462C-69R-CC-PAL-FORAM-150-2000,0,5,369.76,369.81,"B Globorotalia truncatulinoides (Gradstein et al., 2012)",B Globorotalia truncatulinoides,,1.93,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",,0.61,1.88,F,P [P39],M [F02],70,2,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,R,P,P,,R,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,R,P,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,69,R,CC,PAL,1be3ff86bf2721810714abfd6a004102
356-U1462C-73R-CC-PAL-FORAM-150-2000,0,5,387.56,387.61,"T Globigerinoides extremus (Gradstein et al., 2012)",T Globigerinoides extremus,This already occurs in the previous CC,1.98,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",This already occurs in the previous CC,1.88,2.39,F,P [P39],,80,,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,P,R,P,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,73,R,CC,PAL,1ea30dff69374a4933fdeb350a284b2a
356-U1462C-77R-CC-PAL-FORAM-150-2000,0,5,407.46,407.51,,,,,,,,,,F,M [P39],,80,,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,P,P,P,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,P,,P,,,,,P,,,,,,,P,P,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,77,R,CC,PAL,cf5db8e3b11cd1d773365e261d02f43e
356-U1462C-81R-CC-PAL-FORAM-150-2000,0,5,427.24,427.29,,,,,,,,,,F,P [P39],,70,,,present,,,Ostracod (P): glauconitized and pyritized PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,P,,,P,,,,,P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,81,R,CC,PAL,e4d9bbe2ac9b52220453eb50046eb683
356-U1462C-85R-CC-PAL-FORAM-150-2000,0,5,447.72,447.77,"B Globorotalia tosaensis (Gradstein et al., 2012)",B Globorotalia tosaensis,,3.35128,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",,3.16,3.47,R,P [P39],,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,,P,,P,P,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,P,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,85,R,CC,PAL,fcfb9f8870c549ea54c1e5e8e4dc5562
356-U1462C-89R-CC-PAL-FORAM-150-2000,0,10,467.41,467.51,,,,,,,,,,F,P [P39],S [F02],70,3,,,,,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,P,P,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,89,R,CC,PAL,a2ad562089e8084d8f621b74d8e2beab
356-U1462C-93R-CC-PAL-FORAM-150-2000,0,5,487.46,487.51,,,,,,,,,,F,P [P39],S [F02],70,3,,,,,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,93,R,CC,PAL,89f38fe48d9866ee91b0390213cb9a2a
356-U1462C-93R-CC-PAL-FORAM-150-2000,0,5,487.46,487.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,356,U1462,C,93,R,CC,PAL,31a2c50a8811ae8df380b6eb2b781ceb
356-U1462C-97R-CC-PAL-FORAM-150-2000,0,5,506.82,506.87,,,,,,,,,,C,M [P39],M [F02],80,2,,,,,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,P,,,,,,,,P,,P,,P,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,P,,,,,P,,,,,,,P,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,97,R,CC,PAL,56eafdabecab2a2ad6505da82377810e
356-U1462C-101R-CC-PAL-FORAM-150-2000,0,5,527.45,527.5,"T Dentoglobigerina altispira (Gradstein et al., 2012)",T Dentoglobigerina altispira,,3.47,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",,3.47,3.59,F,P [P39],S [F02],70,3,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,P,,,,,,P,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,356,U1462,C,101,R,CC,PAL,83b8fb2edb03f2b413afe5c6fd82f29f
356-U1462C-105R-CC-PAL-FORAM-150-2000,0,5,546.56,546.61,,,,,,,,,,F,P [P39],S [F02],80,3,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,P,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,105,R,CC,PAL,326b83554969c0bc431743e49645e4c3
356-U1462C-109R-CC-PAL-FORAM-150-2000,0,5,565.6,565.65,,,T G. limbata but this is probably too late,,,,T G. limbata but this is probably too late,,,F,M [P39],,90,,,,,,Ostracod (P),,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,P,,,P,R,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,109,R,CC,PAL,a2946e24e24a4f29d064b226b1a43d4e
356-U1462C-113R-CC-PAL-FORAM-150-2000,0,5,584.7,584.75,,,,,,,,,,F,P [P39],,80,,,,,,Ostracod (P),,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,P,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,113,R,CC,PAL,3704b09c2b05c4b31b61152209736d04
356-U1462C-117R-CC-PAL-FORAM-150-2000,0,6,605.66,605.72,"T Globorotalia margaritae (Gradstein et al., 2012)",T Globorotalia margaritae,,3.85,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",,3.85,4.37,F,P [P39],,70,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,P,,,P,,,,,,,,,,,,,P,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,117,R,CC,PAL,ce30aa89be6612e19b132d5e4e26d857
