Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Comments,Anthocyrtidium angulare,Buccinosphaera invaginata,Collosphaera tuberosa,Pterocanium prismatium,Stylatractus universus,Pliocene - Pleistocene boundary,Anthocyrtidium euryclathrum,Anthocyrtidium jenghisi,Anthocyrtidium nosicaae,Didymocyrtis penultima,Lamprocyrtis neoheteroporos,Lamprocyrtis nigrinae,Lychnodictyum audax,Phormostichoartus doliolum,Phormostichoartus dolum,Phormostichoartus fistula,Pterocorys hertwigii,Stichocorys peregrina,Theocorythium trachelium trachelium,Theocorythium vetulum,Miocene - Pliocene boundary,Cyrtocapsella cornuta,Cyrtocapsella japonica,Artophormis gracilis,Botryostrobus miralestensis,Calocycletta costata,Calocycletta robusta,Calocycletta serrata,Calocycletta virginis,Carpocanopsis bramlettei,Carpocanopsis cristata,Carpocanopsis favosa,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Didymocyrtis prismatica,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Eucyrtidium diaphanes,Siphostichartus corona,Stichocorys delmontensis,Stichocorys wolffii,Theocyrtis annosa,Oligocene - Miocene boundary,Carpocanopsis cingulata,Centrobotrys gravida,Centrobotrys petrushevskayae,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Lithocyclia angusta,Lithocyclia crux,Lychnocanoma elongata,Lychnocanoma trifolium,Eocene - Oligocene boundary,Podocyrtis diamesa,Acrosphaera spinosa,Actinomma delicatulum,Actinomma sp.,Actinomma sp. A,Antarctissa denticulata,Anthocyrtidium ophirense,Archaeospongoprunum sp.,Bekoma bidartensis,Buryella clinata,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycloma castum,Ceratospyris borealis,Cryptamphorella sp.,Cryptocarpium azyx,Cryptocarpium ornatum,Cycladophora bicornis,Cycladophora davisiana,Cycladophora pliocenica,Dictyophimus hirundo,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis sp.,Eucyrtidium anomalum,Eucyrtidium calvertense,Eucyrtidium punctatum,Eucyrtidium sp.,Eusyringium fistuligerum,Eusyringium lagena,Hexacontium sp.,Lamprocyclas junonis,Lamprocyrtis nigriniae,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris reticulata,Liriospyris sp.,Lithelius minor,Lithocyclia aristotelis gr.,Lophocyrtis jacchia,Lophocyrtis sp.,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma sp.,Lychnocanoma sp. B,Novixitus sp.,Otosphaera polymorpha,Phormocyrtis cubensis,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Podocyrtis acalles,Podocyrtis ampla,Podocyrtis chalara,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis papalis,Podocyrtis sinuosa,Podocyrtis trachodes,Pterocanium praetextum,Pterocanium trilobum,Pterocodon (?) anteclinata,Pterocodon(?) ampla,Pterocodon(?) anteclinata,Pterocorys minythorax,Saturnalis circularis,Sethochytris triconiscus,Solenosphaera omnitubus procera,Spongatractus balbis,Spongocore sp.,Stylochlamydium asteriscus,Stylodictya multispina,Stylodictya validispina,Theocalyptra davisiana,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylissa alpha,Theocotylissa ficus,Tholospyris scaphipes,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Tristylospyris triceros,Paleocene-Eocene boundary,Bekoma campechensis,Orbula discipulus,Peritiviator (?) dumitricai,Pterocodon (?) poculum,Stylotrochus nitidus,Cretaceous-Paleogene boundary,Afens liriodes,Dictyomitra lamellicostata,Orbiculiforma renillaeformis,Siphocampe bassilis,Siphocampe daseia,Theocapsomma teren,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
362-U1480E-3H-1-W 90/90-RADS_KACH,0,0,18.2,18.2,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,3,H,1,W,d393105dcff5b3fe53b206360ca2b523
362-U1480E-3H-CC-PAL-RADS_KACH,0,5,27.04,27.09,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,3,H,CC,PAL,f73a53ac304446eeeafe123b9c178aba
362-U1480E-4H-CC-PAL-RADS_KACH,0,5,31.57,31.62,,,,,B,"Change of systems. Pelagic sediments turn into turbidites, with higher sediment rate. Environment is not favourable for preservation of biosilica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,4,H,CC,PAL,6b87836fa78c91421253e15abeabd7dd
362-U1480E-5H-CC-PAL-RADS_KACH,0,5,40.38,40.43,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,5,H,CC,PAL,0a7e8e96939d3397b5272eb8f59d71e8
362-U1480E-6H-CC-PAL-RADS_KACH,0,5,49.43,49.48,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,6,H,CC,PAL,a03addd19b6820f5c56d8514ff1c74c9
362-U1480E-7H-CC-PAL-RADS_KACH,0,5,57.94,57.99,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,7,H,CC,PAL,44775371143b615a14f1d11c7e4d078a
362-U1480E-8H-CC-PAL-RADS_KACH,0,5,61.65,61.7,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,8,H,CC,PAL,c9737ac378a6fbfe7cd1a8ba15fdad9b
362-U1480E-9H-CC-PAL-RADS_KACH,0,5,71.49,71.54,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,9,H,CC,PAL,08afb9c4a5cecccb2f1c2d2dec5c9805
362-U1480E-10H-CC-PAL-RADS_KACH,0,5,81.29,81.34,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,10,H,CC,PAL,7e1685878420dc9a3b19e31014e8dfe1
362-U1480E-11H-CC-PAL-RADS_KACH,0,5,90.17,90.22,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,11,H,CC,PAL,868545c9bfdf48b9898a021045ffb9b4
362-U1480E-12H-CC-PAL-RADS_KACH,0,5,99.93,99.98,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1480,E,12,H,CC,PAL,539d2945001766fc650ba434342c471d
