Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Fragmentation,Percentage of planktic forams in total foram assemblage [%],Fragmentation rank [auto-pop],Terrestrial organic matter,Pyrite,"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina acarinata,Acarinina bullbrooki,Acarinina coalingensis,Acarinina collactea,Acarinina cuneicamerata,Acarinina mcgowrani,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina sibaiyaensis,Acarinina soldadoensis,Acarinina strabocella,Acarinina subsphaerica,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Cribrohantkenina inflata,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globanomalina australiformis,Globanomalina compressa,Globanomalina imitata,Globanomalina pseudomenardii,Globigeriantella insueta,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina woodi,Globigerinatella sp.,Globigerinatheka index,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sacculifer (without sack),Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia exilis,Globorotalia flexuosa,Globorotalia incognita,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia zealandica,Globorotaloides hexagona,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita tenella,Globoturborotalita woodi,Guembelitrioides nuttali,Hantkenina alabamensis,Hantkenina singanoae,Igorina albeari,Igorina broedermanni,Igorina pusilla,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella conicotruncata,Morozovella formosa,Morozovella gracilis,Morozovella lensiformis,Morozovella marginodentata,Morozovella praeangulata,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina nympha,Orbulina suturalis,Orbulina universa,Orbulinoides beckmanni,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia opima,Paragloborotalia pseudokugleri,Parasubbotina pseudobulloides,Parasubbotina varianta,Parasubbotina variospira,Parvularugoglobigerina eugubina,Parvularugoglobigerina extensa,Planorotalites palmerae,Planorotalites spp.,Praemurica inconstans,Praemurica uncinata,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pseudohastigerina micra,Pseudohastigerina naguewichiensis,Pseudohastigerina wilcoxensis,Pulleniatina (D),Pulleniatina (S),Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Subbotina linaperta,Subbotina triloculinoides,Subbotina velascoensis,Tenuitella gemma,Tenuitella munda,Tenuitellinata juvenilis,Turborotalia altispiroides,Turborotalia cerroazulensis cerroazulensis,Turborotalia cunialensis,Turborotalia frontosa,Turborotalia pomeroli,Turborotalia possagnoensis,Turborotalita humilis,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
354-U1451A-8H-1-W 70/75-FORAM,0,5,47.0,47.05,,,,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",,0.61,1.88,R,G,L [F02],98,1,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,8,H,1,W,627847e7914e3f23351292febaa688db
354-U1451A-10F-CC-PAL-FORAM,0,10,60.64,60.74,,,,,,,,,,A,G,VS [F02],95,4,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,10,F,CC,PAL,0a6d1e20322fe4d78cb90e5a49d6c939
354-U1451A-11F-CC-PAL-FORAM,0,10,65.0,65.1,,,,,,,,,,A,M,VS [F02],98,4,absent,absent,,,Moderate infilling,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,,,,,R,,C,F,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,R,,,,,,,,,,,,,,,,,,,,,354,U1451,A,11,F,CC,PAL,77362e0b783b9630efe328f966954f96
354-U1451A-14F-CC-PAL-FORAM-FORAM(63-150),0,5,79.29,79.34,,,,,,,,,,A,G,VS [F02],90,4,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,F,R,F,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,14,F,CC,PAL,905dd2bc55f2dae878e40249072f7697
354-U1451A-15F-CC-PAL-FORAM-FORAM(>150),0,5,83.82,83.87,,,,,,,,,,A,G,S [F02],98,3,absent,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,,,,,F,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,R,,,,,,,,,,,,,,,,,,,,,354,U1451,A,15,F,CC,PAL,496661e08eb57e0be7329d91c05005c7
354-U1451A-16F-CC-PAL-FORAM,0,10,88.56,88.66,,,,,,,,,,C,G,M [F02],95,2,absent,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,C,,A,C,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,16,F,CC,PAL,4af1f1e2c217883c4c06ebeccd7a1fce
354-U1451A-17F-CC-PAL-FORAM,0,10,93.35,93.45,,,,,,,,,,A,G,VS [F02],95,4,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,R,,,,,,,,,,,,,,,,,,,,,354,U1451,A,17,F,CC,PAL,f96993b90a2ac31aec1878e72cc2a607
354-U1451A-18F-CC-PAL,0,10,97.54,97.64,,,,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",,0.61,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,,,,A,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,R,,,,,,,,,,,,,,,,,,,,,354,U1451,A,18,F,CC,PAL,47487fd39a669fd59d9a4f97fd30547f
354-U1451A-19F-CC-PAL,0,10,102.65,102.75,,,,,,,,,,A,P,VS [F02],97,4,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,C,,,,,,,,,,,,,,,,,,,,,354,U1451,A,19,F,CC,PAL,25100340f190f35bef4cdb5ddf00a17a
354-U1451A-20F-CC-PAL,0,10,107.47,107.57,,,,,P1a,"P1a - Parasubbotina pseudobulloides Partial-range Subzone (Gradstein et al., 2012)",,65.25,65.7235,C,G,L [F02],98,1,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,,,,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,20,F,CC,PAL,8c87d8731bcdab6924afe71954191576
354-U1451A-21F-CC-PAL-FORAM-FORAM(>150),0,10,112.19,112.29,,,,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",,1.88,2.39,A,M,S [F02],84,3,present,absent,,,G. ungulata asp? 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,F,,C,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,R,,,,,,,,,,,,,,,,,,,,,354,U1451,A,21,F,CC,PAL,46306d13164dd8c38967dcd5c329bd69
354-U1451A-23H-CC-PAL-FORAM-FORAM(>150),0,10,130.21,130.31,,,,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",,1.88,2.39,A,M,S [F02],95,3,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,R,F,,F,,C,R,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,23,H,CC,PAL,798116161e4554151c49fc8b4952d493
354-U1451A-24H-CC-PAL-FORAM,0,10,138.04,138.14,,,,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",,3.47,3.59,A,P,VS [F02],87,4,present,absent,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,R,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,A,24,H,CC,PAL,54f8eaf535e591498b4e51e0c84ff97d
354-U1451A-26H-CC-PAL-FORAM,0,10,156.91,157.01,,,,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",,3.59,3.85,A,P,S [F02],92,3,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,354,U1451,A,26,H,CC,PAL,d5bdb2148c8d81c65869e593f00b4c2e
354-U1451A-27H-CC-PAL-FORAM,0,5,168.37,168.42,,,,,,,,,,A,M,S [F02],100,3,absent,absent,,,Severe infilling.,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,354,U1451,A,27,H,CC,PAL,009002833fd2eda5fff8e29ba2b529ef
354-U1451A-28H-CC-PAL-FORAM,0,10,175.9,176.0,,,,,,,,,,R,G,S [F02],89,3,absent,absent,,,very tiny sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,354,U1451,A,28,H,CC,PAL,e0bfcbe800a5e9d38c4caba4b8fa1bc9
354-U1451A-29H-CC-PAL-FORAM,0,10,187.5,187.6,,,,,,,,,,A,P,S [F02],95,3,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,R,,,*,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,R,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,354,U1451,A,29,H,CC,PAL,530ecbcc3978ea3182bd8d847f1c7b5d
354-U1451A-30H-2-W 30/36-FORAM,0,6,188.66,188.72,,,,,,,,,,R,G,L [F02],40,1,absent,absent,,,tiny sample,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,354,U1451,A,30,H,2,W,5268bf704d9e87f7d5a215f1e471b662
354-U1451A-30H-CC-PAL-FORAM,0,10,197.09,197.19,"T Globoquadrina dehiscens (Gradstein et al., 2012)",T Globoquadrina dehiscens,,5.92,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",,5.72,6.14,R,M,L [F02],98,1,absent,present,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,R,R,,,,R,,R,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,354,U1451,A,30,H,CC,PAL,a7d7cfcbbc4b2cdaf4df69f29917742b
354-U1451A-31F-1-W 56/61-FORAM,0,5,198.06,198.11,,,,,,,,,,R,G,M [F02],100,2,absent,absent,,,very tiny sample,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,354,U1451,A,31,F,1,W,f70f80f5ee605c719c2ae5637341c48f
