Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum group,Datum group code,Datum type,Datum region,Datum name generic,Datum author year,Datum validation comment,Datum status,Datum comment,Datum age minimum [Ma],Datum age average [Ma],Datum age maximum [Ma],Datum occurrence,Zone name (short),Zone name,Zone author (year),Zone group,Type (upper zone),Genus/species (upper zone),Type (lower zone),Genus/species lower zone),Zone status,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Agglutinated spp. (indeterminate),Amphicoryna scalaris,Anomalinoides globulosus,Bolivina pusilla,Bolivina robusta,Bolivinita quadrilatera,Bulimina aculeata,Bulimina barbata,Bulimina sp.,Bulimina striata gr.,Cassidulina carinata,Cassidulina sp.,Chrysalogonium tenuicostatum,Chilostomella oolina,Cibicides bradyi,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundulus,Cibicidoides renzi,Cibicidoides sp.,Cyclammina trullissata,Dentalina communis,Eggerella bradyi,Ehrenbergina pacifica,Epistominella exigua,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Gavelinopsis lobatulus,Globobulimina affinis,Globocassidulina subglobosa,Globogyroidina boninensis,Gyroidinoides neosoldanii,Hoeglundina elegans,Karreriella bradyi,Laticarinina pauperata,Lagena sp.,Lenticulina rotulata,Lenticulina sp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Nonionella sp.,Nodosaria longiscata,Nuttallides umbonifera,Oridorsalis umbonatus,Oolina globosa,Parafissurina sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella sp. A,Pseudonodosaria sp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyrgo lucernula,Pyrgo murrhina,Pyrgo sp.,Quinqueloculina lamarckiana,Quinqueloculina sp.,Recurvoides sp.,Rhabdammina? sp.,"Rhizammina sp. (Kaiho, 1992)",Rhizammina sp.,Sigmoilopsis schlumbergeri,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Tosaia hanzawai,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispida,Uvigerina hispidocostata,Uvigerina senticosa,Uvigerina sp.,Shore File Links,File Data,eodp_id
350-U1437D-12R-CC-PAL-FORAM,350,U1437,D,12,12-CC,R,CC,PAL,FORAM,0,5,533.08,533.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 benthic in 1/4,,,,,,,A,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,A,,,,,8e7f85147afbd502b4132ead72dae475
350-U1437D-13R-CC-PAL-FORAM,350,U1437,D,13,13-CC,R,CC,PAL,FORAM,0,5,542.75,542.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens in 1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab31c8c7e976a6d700c6160f72adfebf
350-U1437D-14R-CC-PAL-FORAM,350,U1437,D,14,14-CC,R,CC,PAL,FORAM,0,5,552.07,552.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 specimens in whole sample,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,P,,,,,,,,,,fd0dccdcf14b7e8b3b0fcc1b8661c848
350-U1437D-15R-CC-PAL-FORAM,350,U1437,D,15,15-CC,R,CC,PAL,FORAM,0,5,563.21,563.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,4 specimens only. Whole sample examined.,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,8faa5d075fb0b45dd5cdd0ed772d3091
350-U1437D-16R-CC-PAL-FORAM,350,U1437,D,16,16-CC,R,CC,PAL,FORAM,0,5,571.46,571.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 specimens.,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,P,,,,,P,P,,,,,,,P,,,,,,,P,,,,,,P,,,,,P,,,,P,P,P,,,,ba02cad5c1593e5d40eef1f210c9576a
350-U1437D-17R-CC-PAL-FORAM,350,U1437,D,17,17-CC,R,CC,PAL,FORAM,0,5,577.91,577.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,P,,,,,b143ed7b1e228391371fa0df22f91fc5
350-U1437D-18R-CC-PAL-FORAM,350,U1437,D,18,18-CC,R,CC,PAL,FORAM,0,5,591.2,591.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens. Foram fragments visible in rock fragments but none identifiable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b4404626166f785e62652a1e94a395f
350-U1437D-19R-CC-PAL-FORAMf,350,U1437,D,19,19-CC,R,CC,PAL,FORAM,0,5,599.15,599.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,f4d5bd31d72b730ddf630ceb499b1018
350-U1437D-20R-CC-PAL-FORAM,350,U1437,D,20,20-CC,R,CC,PAL,FORAM,0,5,608.39,608.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimen in whole sample (identifiable) - Uvigerina sp.. Foram fragments visible in rock fragments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b08402244f534c93ac0098815aea2735
350-U1437D-21R-CC-PAL-FORAM,350,U1437,D,21,21-CC,R,CC,PAL,FORAM,0,5,616.93,616.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ada6f613b9bea3cc57a359a1a813e41
350-U1437D-22R-CC-PAL-FORAM,350,U1437,D,22,22-CC,R,CC,PAL,FORAM,0,5,631.03,631.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 specimens whole sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,A,,,,,,,,A,,,,,,,P,,,,,,,,da490a0f6bcc0beebd7980217fb43ca0
350-U1437D-23R-CC-PAL-FORAM,350,U1437,D,23,23-CC,R,CC,PAL,FORAM,0,5,640.71,640.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 whole specimen. Some fragments visible but not identifiable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc242bbdc27529a637791ee75925c595
350-U1437D-24R-CC-PAL-FORAM,350,U1437,D,24,24-CC,R,CC,PAL,FORAM,0,5,649,649.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 specimens from all sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,P,,,,,,,,c9a9c4fb60714e40e39d3a78bd6de7c5
350-U1437D-25R-CC-PAL-FORAM,350,U1437,D,25,25-CC,R,CC,PAL,FORAM,0,5,660.29,660.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c13b94ee7f5df81b32b5708beccd70a
350-U1437D-26R-CC-PAL-FORAM,350,U1437,D,26,26-CC,R,CC,PAL,FORAM,0,5,669.23,669.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in whole sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4689be0d3027fb2abd1fccfb11aa9c8e
350-U1437D-27R-CC-PAL-FORAM,350,U1437,D,27,27-CC,R,CC,PAL,FORAM,0,5,676.84,676.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97ef935e676ea76e11f1f662bd656270
350-U1437D-28R-CC-PAL-FORAM,350,U1437,D,28,28-CC,R,CC,PAL,FORAM,0,5,683.95,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 specimens in whole sample.,,,R,,,,,,,F,,,R,R,,F,,,,,,,,R,,,,,,R,,,,,,R,,,,,,,,R,,,,,A,,,,,,R,,R,,F,,,F,,,,,,,,,,,,,D,,,,,,,,,,1f0ef30f873bfdf394bba164c8092de5
350-U1437D-29R-CC-PAL-FORAM,350,U1437,D,29,29-CC,R,CC,PAL,FORAM,0,5,694.62,694.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,Very indurated. No identifiable benthic species.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91bb51b52072734a17bd8b8b8be03e9f
350-U1437D-30R-CC-PAL-FORAM,350,U1437,D,30,30-CC,R,CC,PAL,FORAM,0,1,706.82,706.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,08661336bae8ed4546a898e78babefcc
350-U1437D-31R-CC-PAL-FORAM,350,U1437,D,31,31-CC,R,CC,PAL,FORAM,0,4,715.78,715.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens in 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea460cf840768ef807eb14a201cb2bc8
350-U1437D-32R-CC-PAL-FORAM,350,U1437,D,32,32-CC,R,CC,PAL,FORAM,0,3,726.74,726.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 specimens in 1/2 sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,4e09ed549313f6471c85d7ed5e334f24
350-U1437D-33R-CC-PAL-FORAM,350,U1437,D,33,33-CC,R,CC,PAL,FORAM,0,5,731.52,731.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a247ccfc1d02fbe63a90351d611eddf1
350-U1437D-34R-CC-W 14/16-BERG,350,U1437,D,34,34-CC,R,CC,PAL,FORAM,0,2,747.6,747.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34dc31ac459083e32d3c0274d6691d09
350-U1437D-35R-CC-PAL-FORAM,350,U1437,D,35,35-CC,R,CC,PAL,FORAM,0,5,755.6,755.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d39a11e7c9fca8df3633b914ff07a367
350-U1437D-36R-CC-PAL-FORAM,350,U1437,D,36,36-CC,R,CC,PAL,FORAM,0,5,761.97,762.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in 1/4 split,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,851094f367ec1000fd6e64d4b4dc03b2
350-U1437D-37R-CC-PAL-FORAM,350,U1437,D,37,37-CC,R,CC,PAL,FORAM,0,5,775.81,775.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 in 1/8,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,b798f7f05f751547fc642c054d3361ad
350-U1437D-38R-CC-PAL-FORAM,350,U1437,D,38,38-CC,R,CC,PAL,FORAM,0,5,780.68,780.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 in 1/8,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed310bebc4178eca059f38f8a95ad44b
350-U1437D-39R-CC-PAL-FORAM,350,U1437,D,39,39-CC,R,CC,PAL,FORAM,0,5,788.8,788.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 in 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b38cd0248e31a5f82cbb8ae403fc75a
350-U1437D-40R-CC-PAL-FORAM,350,U1437,D,40,40-CC,R,CC,PAL,FORAM,0,5,805.38,805.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 in 1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06ff80ce6354aa2806b932ecc00d94bf
350-U1437D-41R-CC-PAL-FORAM,350,U1437,D,41,41-CC,R,CC,PAL,FORAM,0,5,812.66,812.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 in 1/4 1 cyclamina trulissata,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e48931b91c2ac283831a1bd0895fd79c
350-U1437D-42R-CC-PAL-FORAM,350,U1437,D,42,42-CC,R,CC,PAL,FORAM,0,5,823.75,823.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicified/pyritised.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,080189adf61f9a3ae09357ab15e434ee
350-U1437D-43R-CC-PAL-FORAM,350,U1437,D,43,43-CC,R,CC,PAL,FORAM,0,5,835.11,835.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicified/pyritised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29930962535aced757d881c10e81f72f
350-U1437D-44R-CC-PAL-FORAM,350,U1437,D,44,44-CC,R,CC,PAL,FORAM,0,5,844.82,844.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 benthic PF deformed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374068064864aa2b72fa346ce2521d9e
350-U1437D-45R-CC-PAL-FORAM,350,U1437,D,45,45-CC,R,CC,PAL,FORAM,0,5,846.69,846.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 benthic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b8cd9719b8aa2595308ee7b658ee292
350-U1437D-46R-CC-PAL-FORAM,350,U1437,D,46,46-CC,R,CC,PAL,FORAM,0,5,854.87,854.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 specimens in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,P,P,,,,,,,,,,,,,R,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,P,P,,,,,,,,,,0768a3193668ca6e7db2af04426ab41c
350-U1437D-47R-CC-PAL-FORAM,350,U1437,D,47,47-CC,R,CC,PAL,FORAM,0,5,862.67,862.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99b27cecd851a9e14baf97b68b54daeb
350-U1437D-48R-CC-PAL-FORAM,350,U1437,D,48,48-CC,R,CC,PAL,FORAM,0,5,871.72,871.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very deformed specimens. Hard to identify. No benthics recognised.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d9b881072ed64deca550ae02bbd6466
350-U1437D-49R-CC-PAL-FORAM,350,U1437,D,49,49-CC,R,CC,PAL,FORAM,0,5,882.19,882.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very deformed. 3 recognisable specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253c57a89771d2f5cfaf8600d5bc6cf3
350-U1437D-50R-CC-PAL-FORAM,350,U1437,D,50,50-CC,R,CC,PAL,FORAM,0,5,892.49,892.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ba2591e2284ca49b46a8ceec058ede2
350-U1437D-51R-CC-PAL-FORAM,350,U1437,D,51,51-CC,R,CC,PAL,FORAM,0,5,903.1,903.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 and 2 broken one not identifiable in 1/2,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d1e7b428181b52f0953d0a5e9156e0b
350-U1437D-52R-CC-PAL-FORAM,350,U1437,D,52,52-CC,R,CC,PAL,FORAM,0,5,912.18,912.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 specimens in whole sample.,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,P,,,,,,,P,,,5de8e1202f3faf129ad565f7e18534d9
