Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Catapsydrax unicavus,Chiloguembelina cubensis,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina globosa,Dentoglobigerina sp.,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina druryi,Globigerina euapertura,Globigerina gortanii,Globigerina falconensis,Globigerina ouachitaensis,Globigerina praebulloides,Globigerina pseudovenezuelana,Globigerina quinqueloba,Globigerina rubescens (white),Globigerina rubescens (pink),Globigerina tapuriensis,Globigerina tripartita,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera (aequilateralis),Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia continuousa,Globorotalia crassaformis,Globorotalia crassula,Globorotalia decoraperta,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miotumida,Globorotalia miozea,Globorotalia merotumida,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia plesiotumida,Globorotalia pertenuis,Globorotalia praefohsi,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia scitula,Globorotalia sp.,Globorotaloides suteri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globorotalia ungulata,Globoturborotalita obliquus,Globoturborotalita woodi,Glogoturborotalita sp.,Globorotaloides hexagona,Globorotaloides variabilis,Hantkenina alabamensis,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Paragloborotalia sp.,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pseudohastigerina cf. naguewichiensis,Pseudohastigerina micra,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina eocaena s.l.,Subbotina linaperta s.l.,Subbotinal yeguaensis s.l.,Tenuitella gemma,Tenuitella spp. N/A,Tenuitellinata angustiumbilicata,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia increbescens,Turborotalia pomeroli,Turborotalita humilis,Comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
367-U1499A-44X-CC-PAL-FORAM,0,5,414.05,414.1,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,44,X,CC,PAL,d780b71989a8ab5c58f63f2a909e55f2
367-U1499A-45X-CC-PAL-FORAM,0,5,424.45,424.5,,,,,,,,,,,,,,M,P,,,,,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,45,X,CC,PAL,c676ce9d1ef85c722848312d9353e0d1
367-U1499A-46X-CC-PAL-FORAM,0,5,434.08,434.13,,,,,,,,,,,,,,M,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,F,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,46,X,CC,PAL,64102b3b628f80d277a8a799efaa41ed
367-U1499A-47X-CC,0,38,443.48,443.86,,,,,,,,,,,,,,R,P,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,D,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,47,X,CC,,51a232df901f8e0a0066faecc2eb8df0
367-U1499A-48X-CC,0,44,453.22,453.66,,,,,,,,,,,,,,VG,R,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,F,,,,P,,,,,,P?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,48,X,CC,,216af3cb2c019f66a30d954037cdeda2
367-U1499A-49X-CC-PAL-FORAM,0,5,463.38,463.43,,,,,,,,,,,,,,M,C,70,,,,,,,,R,P,P,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,P,P,,,,F,,,,,,,,,F,,,,,,,,,,,,,,P,,,,,R,,,,,P,,,,,,,,F,B,,P,P,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,49,X,CC,PAL,4c5daa02e0444ccaddd50503c349c25a
367-U1499A-50X-CC,0,45,469.06,469.51,,,,,,,,,,,,,,G,R,95,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,F,,A,,,,D,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,R,,,,,,,,,F,,A,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,P,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,50,X,CC,,b18b55e14037c679190cccba4edb7e1f
367-U1499A-54X-CC,0,24,501.9,502.14,,,,,,,,,,,,,,P,R,40,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,D,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,F,,,,,,,,,F,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,54,X,CC,,b9b13ea5527ab991287df50b3917281d
367-U1499A-56X-CC,0,43,521.3,521.73,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,56,X,CC,,b667a82367505acda20df10c47963ae4
367-U1499A-57X-CC,0,41,531.74,532.15,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,57,X,CC,,9b57b6bf24582e83bd8c5a465114a22b
367-U1499A-58X-CC,0,13,540.7,540.83,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,58,X,CC,,3b0379c01ace52f13bf874589ddc858c
367-U1499A-59X-CC,0,5,550.4,550.45,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,59,X,CC,,75f3a2d265581b8c64f5e4c43d53cb1c
367-U1499A-60X-CC,0,5,560.95,561,,,,,,,,,,,,,,P,R,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,P,P,,,,P,,P?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,367,U1499,A,60,X,CC,,c226ebbfdb5237e22b44003e0aef415c
367-U1499A-61X-CC-PAL-FORAM,0,5,570.05,570.1,,,,,,,,,,,,,,M,C,95,P,,,,,,,F,R,,,F,,,,,,,,,,,,,,,,,P,A,,,,,R,,,,D,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,P,A,,,,,,,,,,,,,,,,,,,,367,U1499,A,61,X,CC,PAL,e6316b7aca11881b86245051306b8cc1
367-U1499A-62X-CC-PAL-FORAM,0,5,579.58,579.63,,,,,,,,,,,,,,P,R,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,62,X,CC,PAL,64a24522a196cec7458bf836e0043f54
367-U1499A-64X-CC-PAL-FORAM,0,5,600.71,600.76,,,,,,,,,,,,,,G,R,95,,,,,,,,A,P,,,,,,,,,,,,,,,,,,,,P,,,,F,,F,,,F,D,,,,F,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,P,,,,,,,,,P,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,367,U1499,A,64,X,CC,PAL,551eef79f71b4892d47869c78fa616d9
367-U1499A-65X-CC-PAL-FORAM,0,5,608.94,608.99,,,,,,,,,,,,,,G,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,65,X,CC,PAL,844660be137df03546614092bdc1c618
367-U1499A-66X-CC-PAL-FORAM,0,5,628.09,628.14,,,,,,,,,,,,,,VG,C,,P,,,,,,,R,P,,,A,,,,,,,,,,,,,,,,,,A,,,F,,F,,,,A,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,P,,F,A,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,66,X,CC,PAL,2e8660b8a1dc11b90662ae4d7db10996
367-U1499A-67X-CC-PAL-FORAM,0,5,634.32,634.37,,,,,,,,,,,,,,M,C,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,P,,R,,,,,,,,,R,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,367,U1499,A,67,X,CC,PAL,e786f0bd0fc0326b8367cb25f6e57f52
367-U1499A-69X-CC-PAL-FORAM,0,5,648.51,648.56,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,69,X,CC,PAL,2540d5af4585754b6f1a642ef1c55384
367-U1499A-70X-CC-PAL-FORAM,0,5,650.53,650.58,,,,,,,,,,,,,,P,R,,,,,,,,,P,P,,,P,,,,,,,,,,,,,,,,,,,,,,,A,,,,D,,,,A,,R,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,P,,,,,P,,,,,A,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,70,X,CC,PAL,20556bff034c97addd739e32d4f47f70
367-U1499A-71X-CC-PAL-FORAM,0,5,651.39,651.44,,,,,,,,,,,,,,M,C,95,P,,,,,,,F,R,,,F,,,,,,,,,,,,,,,,P,,F,,,,,A,,,,D,,,,F,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,P,,,,,,,,,,A,P,,,,,P,,,P,,P,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,367,U1499,A,71,X,CC,PAL,3eafe9473c7b8402e82be6fa3b9e2ac2
