Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group Abundance,Anthocyrtidum ophirense,Anthocyrtidium sp.,Anthocyrtidium zanguebaricum,Acrobotrys tritubus,Acrosphaera collina,Acrosphaera spinosa (=Collosphaera spinosa),Actinomma arcadophorum,Actinomma medianum,Amphirhopalum ypsilon,Anomalacantha dentata,Anthocyrtidium angulare,Anthocyrtidium ehrenbergi,Anthocyrtidium jenghisi,Anthocyrtidium pliocenica,Astrophacus sp.,Axoprunum stauraxonium,Botryostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestensis,Buccinosphaera invaginata,Calocyccletta costata,Calocycletta caepa,Calocycletta dadara,Calocycletta virginis,Carpocanistrum sp.,Carpocanopsis bramlettei,Carpocanopsis cristata,Cenosphaera sp.,Collosphaera huxleyi,Collosphaera macropora,Collosphaera tuberosa,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocorine truncatum,Dictyocoryne profunda,Dicymocyrti laticonus,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis sp.,Didymocyrtis tetrathalamus tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris forcipata,Eucecryphalus sp.,Euchitonia elegans/furcata group,Eucyrtidium acuminatum,Eucyrtidium diaphanes,Eucyrtidium hexagonatum,Gyraffospyris angulata,Heliodiscus asteriscus,Hexacontium laevigatum,Hymeniastrum euclidis,Lamprocyclas marytalis,Lamprocyrtis neoheteroporus,Larcospira minor,Larcopyle quadrangula,Liriospyris reticulata,Liriospyris parkerae,Liriospyris stauropora,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera Thomburgi,Lophospyris pentagona hyperborea,Lophospyris pentagona pentagona,Lychnodictyum audax,Ommatartus tetrathalamus,Otosphaera auriculata,Phormospyris stabilis,Phormospyris stabilis stabilis,Phormostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Phorticium pylonium,Pterocanium praetextum,Pterocanium prismatium,Pterocanium trilobum,Pterocorys campanula,Pterocorys zancleus,Siphocampe corbula (=Lithocampe corbula),Siphonosphaera martensi,Siphonosphaera polysiphonia,Siphostichartus corona,Solenosphaera omnitobus omnitobus,Solenosphaera omnitobus procera,Solenosphaera quadrata,Spongaster berminghami,Spongaster klingi,Spongaster pentas,Spongaster tetras tetras,Spongocore puella,Spongopyle osculosa,Stichocorys delmontensis,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wolffii,Stylodictya arachnia,Stylatractus universus,Stylodictya sp.,Stylodictya validispina,Stylochlamidium  venustum,Tetrapyle octacantha,Theocorythium trachelium trachelium,Theocorythium vetulum,Zygocircus sp.,Comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
349-U1431E-17R-8-PAL-RADS,0,5,709.87,709.92,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,17,R,8,PAL,76708e04878d04222b7c51568f8cfef3
349-U1431E-18R-3-PAL-RADS,0,5,713.86,713.91,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,18,R,3,PAL,82e7c3956fd38520620d5e3c54013b2d
349-U1431E-19R-6-PAL-RADS,0,6,726.32,726.38,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,19,R,6,PAL,a67eec412a1e7d59e1c376c1c7eb881a
349-U1431E-20R-5-PAL-RADS,0,6,735.33,735.39,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,20,R,5,PAL,c9351c49d6cd5c8f7e215608f0c398be
349-U1431E-21R-2-PAL-RADS,0,7,741.06,741.13,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,21,R,2,PAL,9128d77baf6e056321d06b613c146e45
349-U1431E-22R-7-PAL-RADS,0,7,756.42,756.49,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,22,R,7,PAL,e6a556c1610383c74d711f6c397afd0d
349-U1431E-23R-3-PAL-RADS,0,6,762.34,762.4,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,23,R,3,PAL,f7d9a3909319cb7f1a17831adb35e0e6
349-U1431E-24R-4-PAL-RADS,0,7,773.31,773.38,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,24,R,4,PAL,bbe6a7b013f28bc489b6d13160470924
349-U1431E-25R-1-PAL-RADS,0,8,779.32,779.4,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,25,R,1,PAL,e7a6976896373ffbe5399dcb9d006713
349-U1431E-26R-3-PAL-RADS,0,7,791.33,791.4,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,26,R,3,PAL,b3eb90c31028a8d1565af7e9c5fa46f8
349-U1431E-27R-9-PAL-RADS,0,6,807.28,807.34,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,27,R,9,PAL,6b8800bb4aa381a25fb0dd65e0eb9ad5
349-U1431E-28R-8-PAL-RADS,0,6,815.62,815.68,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,28,R,8,PAL,16e6344dbbd955ed7a5c4d1b5a346d6d
349-U1431E-29R-7-PAL-RADS,0,7,825.34,825.41,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,29,R,7,PAL,428b96ee4e754a1ce620ab2d67ee8b9b
349-U1431E-30R-8-PAL-RADS,0,7,834.9,834.97,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,30,R,8,PAL,315ea53a4d6721fbd0f91607ea69679e
349-U1431E-31R-9-PAL-RADS,0,8,845.91,845.99,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,PAL,7403d4b0d222dfa8e2b95bcb3c9ab5bd
349-U1431E-32R-9-PAL-RADS,0,5,855.79,855.84,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,9,PAL,8ed92ae8403b42e2651d8c87ae565737
349-U1431E-33R-8-PAL-RADS,0,5,864.1,864.15,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,33,R,8,PAL,28ec0161461d02b6cc1001d0907875ea
349-U1431E-34R-6-W 41/43-RADS,0,2,872.53,872.55,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,34,R,6,W,d32a2ca194dbd5e89b2bea74a88fe496
349-U1431E-34R-7-PAL-RADS,0,5,873.74,873.79,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,34,R,7,PAL,a5fabf854ed91113156ffb5206e60834
349-U1431E-35R-2-W 98/100-RADS,0,2,877.21,877.23,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,35,R,2,W,2eea1f3f0c8975c285d3fc6924e46827
349-U1431E-35R-4-W 130/132-RADS,0,2,880.41,880.43,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,35,R,4,W,6386cd36a00b0c7735686b25e00937da
349-U1431E-35R-6-PAL-RADS,0,5,882.54,882.59,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,35,R,6,PAL,6ec9e0ebcaa83eb1574d467b8b05baf1
349-U1431E-35R-6-W 13/15-RADS,0,2,881.65,881.67,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,35,R,6,W,68b4991dc7ae7db8b7feba1c7b9a4a0b
349-U1431E-36R-1-W 91/93-RADS,0,2,885.51,885.53,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,36,R,1,W,b8399c72434a3a8a8932f6194b6e8642
349-U1431E-36R-2-W 39/41-RADS,0,2,886.06,886.08,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preservation was very poor, not possible to identify at species level",,,349,U1431,E,36,R,2,W,7d7ed3ae7aa20e4d09b02c44d087472d
349-U1431E-36R-3-W 138/140-RADS,0,2,888.19,888.21,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,36,R,3,W,7a1bd6557e8b08b4fb903e66fda0088f
349-U1431E-36R-3-W 29/31-RADS,0,2,887.1,887.12,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,36,R,3,W,0a01b4ce89d162420fe8d59d51d7899f
349-U1431E-36R-4-W 60/62-RADS,0,2,888.88,888.9,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,36,R,4,W,dd84ddfad292501505e01775b78b42b3
349-U1431E-36R-5-PAL-RADS,0,4,889.83,889.87,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,36,R,5,PAL,90f9d3868e04a605961028703f8533d3
349-U1431E-45R-1-W 49/51-PAL,0,2,962.79,962.81,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abundant spummellarians, but preservation was poor and they were not identified",,,349,U1431,E,45,R,1,W,add2a47901eba39e6f5ac272878b0a12
349-U1431E-45R-2-W 128/130-PAL,0,2,964.5,964.52,"T Didymocyrtis prismatica (Gradstein et al., 2012)",T,,16.73,,,,,,P [P34],C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,349,U1431,E,45,R,2,W,26edbbd7b497432d1a402c017abe2b39
349-U1431E-45R-2-W 5/7-PAL,0,2,963.27,963.29,,,,,,,,,,P [P34],F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,349,U1431,E,45,R,2,W,d22524fe60833457f1d3a171e8971321
349-U1431E-45R-3-W 115/117-PAL,0,2,965.72,965.74,,,,,,,,,,P [P34],R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,45,R,3,W,ee58ccbcb63ed21197cc08da2f73b97e
349-U1431E-45R-3-W 9/11-PAL,0,2,964.66,964.68,,,,,,,,,,P [P34],F,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,349,U1431,E,45,R,3,W,49296299054f84996a1fa1cbdcb135c7
349-U1431E-45R-4-PAL-RADS,0,3,966.33,966.36,,,,,,,,,,P [P34],F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,349,U1431,E,45,R,4,PAL,7abca168ba1e03afdec3d6239aed4628
349-U1431E-45R-4-W 21/23-PAL,0,2,966.28,966.3,,,,,,,,,,P [P34],R,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,45,R,4,W,561860c3ceec1f70ff0f21b2b6e4ea45
