Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Fragmentation,Percentage of planktic forams in total foram assemblage [%],Fragmentation rank [auto-pop],Terrestrial organic matter,Pyrite,"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina acarinata,Acarinina bullbrooki,Acarinina coalingensis,Acarinina collactea,Acarinina cuneicamerata,Acarinina mcgowrani,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina sibaiyaensis,Acarinina soldadoensis,Acarinina strabocella,Acarinina subsphaerica,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Cribrohantkenina inflata,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globanomalina australiformis,Globanomalina compressa,Globanomalina imitata,Globanomalina pseudomenardii,Globigeriantella insueta,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina woodi,Globigerinatella sp.,Globigerinatheka index,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sacculifer (without sack),Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia exilis,Globorotalia flexuosa,Globorotalia incognita,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia zealandica,Globorotaloides hexagona,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita tenella,Globoturborotalita woodi,Guembelitrioides nuttali,Hantkenina alabamensis,Hantkenina singanoae,Igorina albeari,Igorina broedermanni,Igorina pusilla,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella conicotruncata,Morozovella formosa,Morozovella gracilis,Morozovella lensiformis,Morozovella marginodentata,Morozovella praeangulata,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina nympha,Orbulina suturalis,Orbulina universa,Orbulinoides beckmanni,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia opima,Paragloborotalia pseudokugleri,Parasubbotina pseudobulloides,Parasubbotina varianta,Parasubbotina variospira,Parvularugoglobigerina eugubina,Parvularugoglobigerina extensa,Planorotalites palmerae,Planorotalites spp.,Praemurica inconstans,Praemurica uncinata,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pseudohastigerina micra,Pseudohastigerina naguewichiensis,Pseudohastigerina wilcoxensis,Pulleniatina (D),Pulleniatina (S),Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Subbotina linaperta,Subbotina triloculinoides,Subbotina velascoensis,Tenuitella gemma,Tenuitella munda,Tenuitellinata juvenilis,Turborotalia altispiroides,Turborotalia cerroazulensis cerroazulensis,Turborotalia cunialensis,Turborotalia frontosa,Turborotalia pomeroli,Turborotalia possagnoensis,Turborotalita humilis,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
354-U1451B-13X-CC-PAL,0,6,639.1,639.16,,,,,,,,,,R,M,M [F02],64,2,present,absent,,,H2O2 treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,13,X,CC,PAL,0d91c3caebec276eb585e3a8a44f0f20
354-U1451B-13X-CC-PAL-FORAM,0,6,639.1,639.16,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,13,X,CC,PAL,d6a726ddd955150e86c2db7e3f5d2e09
354-U1451B-15R-CC-PAL,0,10,645.9,646.0,,,,,,,,,,VR,P,S [F02],0,3,present,absent,,,"just only 1 benthic, H2O2 treatment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,15,R,CC,PAL,6168addf798537044d372f470326a1b9
354-U1451B-15R-CC-PAL-FORAM,0,10,645.9,646.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,15,R,CC,PAL,71a063639a07896e737aacfe9fc6cb3b
354-U1451B-16R-1-W 63/68-FORAM,0,5,656.23,656.28,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,16,R,1,W,82e40f16ebb8d579d0dc543c1e7d0ba0
354-U1451B-16R-CC-PAL,0,10,658.17,658.27,,,,,,,,,,R,M,M [F02],52,2,present,absent,,,H2O2 treatment,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,16,R,CC,PAL,9770b2316ab68c12dce84c16303a3ecd
354-U1451B-16R-CC-PAL-FORAM,0,10,658.17,658.27,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,16,R,CC,PAL,d9332c5f98c5b19ae82f5999304e1a33
354-U1451B-17R-CC-PAL-FORAM-FORAM(>63),0,5,665.68,665.73,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,17,R,CC,PAL,2141cfb37fef07ce886b5f4aab060c7c
354-U1451B-18R-CC-PAL-FORAM,0,10,676.3,676.4,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,18,R,CC,PAL,b5299fc776e002f49af2d89368427f8c
354-U1451B-19R-CC-PAL,0,10,688.34,688.44,,,,,M11,"M11 - Globoturborotalita nepenthes/Paragloborotalia mayeri Concurrent-range Zone (Gradstein et al., 2012)",,10.46,11.63,R,M,S [F02],42,3,present,absent,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,19,R,CC,PAL,155c577735411fbc2a9e5e59e514d7a8
354-U1451B-20R-2-W 5/11-FORAM,0,6,696.35,696.41,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,20,R,2,W,a9e512a5e6d7adfc39fbdb361c8e012e
354-U1451B-20R-CC-PAL,0,10,698.33,698.43,,,,,,,,,,VR,M,M [F02],50,2,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,20,R,CC,PAL,d7f7985caf828d731ed59e7b2ce9f389
354-U1451B-20R-CC-PAL,0,10,698.33,698.43,,,,,,,,,,,,S [F02],100,3,,,,,H2O2 treatment,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,354,U1451,B,20,R,CC,PAL,8a2e84c915bdfbd5966f405d9a5d646c
354-U1451B-21R-3-W 59/65-FORAM,0,6,707.89,707.95,,,,,,,,,,B,,,,,present,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,21,R,3,W,3ef1ff6e3c7775af892d37e89c749d02
354-U1451B-21R-CC-PAL,0,10,708.47,708.57,,,,,,,,,,F,M,M [F02],61,2,present,,,,H2O2 treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,354,U1451,B,21,R,CC,PAL,0982d2abbe65c2c73ad88e4d939662f9
354-U1451B-21R-CC-PAL,0,10,708.47,708.57,,,,,,,,,,,,,0,,absent,absent,,,9 benthic with abrasion mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,21,R,CC,PAL,f84282646706f811a30a995df603270a
354-U1451B-22R-1-W 24/26-FORAM,0,2,714.64,714.66,,,,,,,,,,A,G,M [F02],80,2,absent,absent,,,all test are flattened (compression),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1451,B,22,R,1,W,791b261ab4c63b73ce20d7279c25e8da
