Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus oculatus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus radionovae,Actinoptychus senarius,Actinoptychus splendens,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asteromphalus darwinii,Asteromphalus flabellatus,Asterolampra marylandica,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia endoi,Azpeitia nodulifera,Azpeitia tabularis,Bacterosira fragilis,Bacillaria paradoxa,Biddulphia sinensis,Calloneis bacillum,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis decipiens,Cocconeis costata,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella striata,Cyclotella kutzingiana,Cyclotella styroleum,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae,Delphineis margalitalimbata,Delphineis simonsenii,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta (miocenica type),Denticulopsis lauta,Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diploneis bombus,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Eunotia spp.,Fragilaria construens,Fragilariopsis doliolus,Fragilaria leptostauron,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Kisseleviella carina,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia marina,Nitzschia pliocena,Nitzschia punctata,Nitzschia reinholdii,Nitzschia reiholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Rhabdonema japonicum,Rhaphoneis amphiceros,Rhaphoneis elegans,Rhaphoneis miocenica,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia  semispina,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis turris,Stephanopyxis spp.,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema hirosakiensis,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus s. ampl.,Thalassiosira leptopus,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix frauenfeldii,Thalassiothrix longissima,Trachyneis aspera,Comments,Ship File Links,Shore File Links,File Data
346-U1423A-11H-CC-PAL,0,5,102.55,102.6,NPD 8,Neodenticula koizumii -  Neodenticula kamtschatica,,G,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1423A-12H-CC-PAL,0,5,112.06,112.11,NPD 8,Neodenticula koizumii -  Neodenticula kamtschatica,,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1423A-13H-CC-PAL,0,4,121.7,121.74,NPD 8,Neodenticula koizumii -  Neodenticula kamtschatica,,G,A,,,,,F,,,,,,,F,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,F,,,,,,,,,C,,,,,,,R,,,,,,,,R,,,R,,,,,,,R,,,,,,,,,
346-U1423A-14H-CC-PAL,0,5,131.19,131.24,NPD 8,Neodenticula koizumii -  Neodenticula kamtschatica,"FO Neodenticula koizumii (Akiba and Yanagisawa, 1986)",G,D,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,Ma,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,C,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,
346-U1423A-15H-CC-PAL,0,5,140.51,140.56,NPD 7B,Neodenticula kamtschatica-b,,G,D,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1423A-16H-CC-PAL,0,4,150.2,150.24,NPD 7B,Neodenticula kamtschatica-b,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,
346-U1423A-17H-CC-PAL,0,5,159.12,159.17,NPD 7B,Neodenticula kamtschatica-b,,G,D,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,R,,R,,,R,,,,,,,,,,,,,,
346-U1423A-18H-CC-PAL,0,5,168.88,168.93,NPD 7B,Neodenticula kamtschatica-b,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,
346-U1423A-19H-CC-PAL,0,5,178.34,178.39,NPD 7B,Neodenticula kamtschatica-b,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1423A-20H-CC-PAL,0,4,187.73,187.77,NPD 7B,Neodenticula kamtschatica-b,,G,D,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,
346-U1423A-21H-CC-PAL,0,5,197.22,197.27,NPD 7B,Neodenticula kamtschatica-b,,G,D,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,
346-U1423A-22H-CC-PAL,0,5,206.97,207.02,NPD 7B,Neodenticula kamtschatica-b,"FO Thalassiosira oestrupii (Oestenfeld) Hasle 1972, s.l.",G,D,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,
