Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Sample preparation comment,General comment,Group Abundance,Preservation,Abas wittii,Actinocyclus barronii,Actinocyclus ellipticus f. lanceolata,Actinocyclus ellipticus var. javanica,Actinocyclus ellipticus var. spiralis,Actinocyclus hajosiae,Actinocyclus ingens,Actinocyclus jouseae,Actinocyclus moronensis,Actinocyclus mutabilis,Actinocyclus nigriniae,Actinocyclus praellipticus,Actinocyclus radionovae,Actinoptychus splendens,Alveus marina,Annellus californicus,Araniscus lewisianus,Asterolampra acutiloba,Asterolampra affinis,Asterolampra grevillei,Asterolampra insignis,Asterolampra marylandica,Asteromphalus elegans,Azpeitia bukryi,Azpeitia crenuloides,Azpeitia gombosi,Azpeitia nodulifera,Azpeitia nodulifera var. cyclopus,Azpeitia oligocenica,Azpeitia oligocenica var. nodosa,Azpeitia praenodulifera,Azpeitia salisburyana,Azpeitia tuberculata,Azpeitia vetustissimus var. javanica,Baxteriopsis brunii,Bogorovia barronii,Bogorovia gombosii,Bogorovia puncticulata,Bogorovia veniamini,Brightwellia hyperborea,Brightwellia imperfecta,Cavitatus jouseanus,Cavitatus rectus,Cestodiscus antarcticus,Cestodiscus convexus,Cestodiscus demergitus,Cestodiscus fennerae,Cestodiscus kugleri,Cestodiscus ovalis,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Cestodiscus pulchellus var. novazealandica,Cestodiscus quadratus,Cestodiscus reticulatus,Cestodiscus robustus,Cestodiscus sp. 2,Cestodiscus spinifer,Cestodiscus stokesianus,Cestodiscus trochus,Cestodiscus umbonatus,Chaetoceros asymmetricus,Coscinodiscus blysmos,Coscinodiscus bulliens,Coscinodiscus cruxii,Coscinodiscus descrescens,Coscinodiscus eomonoculus,Coscinodiscus excavatus,Coscinodiscus excavatus var. semilunis,Coscinodiscus gigas var. diorama,Coscinodiscus hajosiae,Coscinodiscus lewisianus var. levis,Coscinodiscus lewisianus var. rhomboides,Coscinodiscus lewisianus var. robustus,Coscinodiscus rhombicus,Coscinodiscus temperei var. delicata,Coscinodiscus tuberculatus,Craspedodiscus coscinodiscus,Craspedodiscus elegans,Craspedodiscus oblongus,Craspedodiscus umbonatus,Craspedodiscus undulatus,Crucidenticula ikibei,Crucidenticula kanaye,Crucidenticula nicobarica,Crucidenticula punctata,Crucidenticula sawamurae,Diestephanisira architecturalis,Ethmodiscus rex,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis miocenica,Fragilariopsis reinholdii,Hemiaulus alatus,Hemiaulus altar,Hemiaulus barbadensis,Hemiaulus dubius,Hemiaulus exiguus,Hemiaulus gondolaformis,Hemiaulus gracilis,Hemiaulus grassus,Hemiaulus inaequilaterus,Hemiaulus incurvus,Hemiaulus kristoffersenii,Hemiaulus lyriformis,Hemiaulus nocchiae,Hemiaulus peripterus var. longispinus,Hemiaulus peripterus var. peripterus,Hemiaulus polycistinorum var. mesolepta,Hemiaulus subactus,Hemidiscus cuneiformis,Hyalodiscus ambiguus,Kozloviella minor,Kozloviella subrotunda,Melosira architecturalis,Mesocena elliptica,Mesocena quadrangula,Nitzschia jouseae,Nitzschia maleinterpretaria,Nitzschia porteri,Fragilariopsis doliolus,Pterotheca clavata,Pyxilla caputavis,Pyxilla gracilis,Pyxilla reticulata,Rhizosolenia matuyamai,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia sp.,Riedelia claviger,Rocella gelida,Rocella gelida  var. schraderi,Rocella praenitida,Rocella princeps,Rocella vigilans,Rossiella fennerae,Rossiella fourtanierae,Rossiella paleacea,Rossiella paleacea var. elongata,Rossiella praepaleacea,Rossiella symmetrica,Shionodiscus oestrupii,Skeletonemopsis barbadense,Thalassionema cf. nitzschiodes,Thalassionema robusta,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira fraga,Thalassiosira grunowii,Thalassiosira leptopus,Thalassiosira miocenica,Thalassiosira praeconvexa,Thalassiosira praefraga,Thalassiosira primalabiata,Thalassiosira spinosa,Thalassiosira spumellaroides,Thalassiosira tappanae,Thalassiosira yabei,Thalassiosira yabei var. elliptica,Thalassiothrix cf. primitiva,Triceratium barbadense,Triceratium cinnamoneum,Triceratium gombosii,Triceratium gombosii var. A,Triceratium heibergii,Triceratium inconspicuum,Triceratium kanayae,Triceratium mirabile,Triceratium pileus,Triceratium polycystinorum,Trinacria aries,Trinacria conifera,Trinacria deciusi,Trinacria exsculpta,Trinacria regina,Trinacria simulacroides,Trinacria simulacrum,Trinacria subcapitata,Trochosira gracillima,Trochosira marginata,Trochosira radiata,Trochosira trochlea,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
362-U1481A-5R-CC-PAL-DIAT,0,0,1181.42,1181.42,,,,pyrite fragments,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,5,R,CC,PAL,2c01f068ec17f446b163a0b40f1ad873
362-U1481A-6R-4-W 31/31-DIAT,0,0,1192.06,1192.06,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,6,R,4,W,64b7fd3bdc33f8f72d9105c466e0dd2e
362-U1481A-6R-CC-PAL-DIAT,0,0,1194.12,1194.12,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,6,R,CC,PAL,0733c0c4fcfec05cf4128ea258a7749a
362-U1481A-7R-1-W 39/39-DIAT,0,0,1198.69,1198.69,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,7,R,1,W,a7dc41423c1665543cc3259875305640
362-U1481A-7R-CC-PAL-DIAT,0,0,1202.74,1202.74,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,7,R,CC,PAL,103e6e86ddbf08e1f659b13dd70efe70
362-U1481A-8R-1-W 21/21-DIAT,0,0,1208.21,1208.21,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,8,R,1,W,0358a45bfd35418941ecf7647b2a24b4
362-U1481A-8R-CC-PAL-DIAT,0,0,1208.48,1208.48,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,8,R,CC,PAL,2f65f775677ca46d92da6e7b8ffb3643
362-U1481A-9R-2-W 79/79-DIAT,0,0,1220.08,1220.08,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,9,R,2,W,407290fedc867c3696206b45ce893d67
362-U1481A-9R-CC-PAL-DIAT,0,0,1222.54,1222.54,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,9,R,CC,PAL,3bd2f46490398d6bcfac756af3ffc580
362-U1481A-10R-2-W 35/35-DIAT,0,0,1228.63,1228.63,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,10,R,2,W,1d0c27bec51de1bcfe9ccf101829bb1f
362-U1481A-10R-CC-PAL-DIAT,0,0,1230.53,1230.53,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,10,R,CC,PAL,21b16ce241e075c77900581db596f539
362-U1481A-11R-1-W 30/31-RADS_KACH,0,1,1237.5,1237.51,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,11,R,1,W,fd6fa8c439414d477683b2534578215b
362-U1481A-11R-CC-PAL-DIAT,0,0,1240.02,1240.02,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,11,R,CC,PAL,899a80878a701d930f82d60d36ec3b1f
362-U1481A-12R-1-W 53/53-DIAT,0,0,1247.53,1247.53,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,12,R,1,W,b7a03d93dc1e529ed0a88641cdda891d
362-U1481A-12R-CC-PAL-DIAT,0,0,1248.65,1248.65,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,12,R,CC,PAL,e244e1fe5d8b27997e6ffcbf16e8da82
362-U1481A-13R-CC-PAL-DIAT,0,0,1257.15,1257.15,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,13,R,CC,PAL,5eafdbce6434be683e42144991351341
362-U1481A-14R-2-W 14/14-DIAT,0,0,1268.02,1268.02,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,14,R,2,W,16e6d457850653b9f026f9989000e31d
362-U1481A-14R-CC-PAL-DIAT,0,0,1270.01,1270.01,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,14,R,CC,PAL,76348966cc789d53cec66c979b7db198
362-U1481A-15R-1-W 9/9-DIAT,0,0,1276.29,1276.29,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,15,R,1,W,1950d3ab59ecd674946e58914308ec08
362-U1481A-15R-CC-PAL-DIAT,0,0,1280.63,1280.63,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,15,R,CC,PAL,b556844b33cf56bacd78f81637977fae
362-U1481A-16R-3-W 107/108-DIAT,0,1,1289.54,1289.55,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,16,R,3,W,ad7b4ba147311115365d569912bbbd3b
362-U1481A-16R-4-W 8/8-DIAT,0,0,1290.06,1290.06,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,16,R,4,W,9195165867888d65ae2bdf46917cde73
362-U1481A-16R-6-W 56/56-DIAT,0,0,1293.19,1293.19,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,16,R,6,W,59a31740208f58e59650a4fe646fdfa7
