Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462C-16R-CC-PAL-NANNO,0,5,100.68,100.73,,,P [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,16,R,CC,PAL,6458db53229603a412a5fd39b14e58bc
356-U1462C-19R-CC-PAL-NANNO,0,5,114.89,114.94,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,19,R,CC,PAL,35399dbc7af574308bdc28202ecb55d6
356-U1462C-21R-CC-PAL-NANNO,0,5,124.78,124.83,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,21,R,CC,PAL,255f8d49d61a85f79ca133d467b30894
356-U1462C-21R-CC-A 21/23-NANNO,0,2,124.61,124.63,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,21,R,CC,A,d619feb82b4d256d008cefb55820e518
356-U1462C-23R-2-PAL-NANNO,0,6,136.3,136.36,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,23,R,2,PAL,d3699df3456978ccfc222ad24a2d1a86
356-U1462C-27R-CC-PAL-NANNO,0,5,153.8,153.85,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,"more ""diversity"", rare occurrences",,,,356,U1462,C,27,R,CC,PAL,d470114de35990cd1173888dd5da7d32
356-U1462C-31R-CC-PAL-NANNO,0,5,174.03,174.08,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,31,R,CC,PAL,9f3e5b48ea896d15520e85ab065d746a
356-U1462C-35R-CC-PAL-NANNO,0,5,193.17,193.22,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,35,R,CC,PAL,58c97ba49d462c8479a767468f70a4e1
356-U1462C-38R-CC-PAL-NANNO,0,5,207.91,207.96,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,38,R,CC,PAL,b5d6f6a34df27e14f6e709aea8f6ef95
356-U1462C-42R-CC-PAL-NANNO,0,5,227.38,227.43,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,P,,,,,,,,,,,,,,,,,,,F,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,very rare in matrix,,,,356,U1462,C,42,R,CC,PAL,46f1c04a826db6a4c8ace9578d04c447
356-U1462C-45R-CC-PAL-NANNO,0,5,242.54,242.59,,,M [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,45,R,CC,PAL,50f234d8aa805b11bee95937a2aa5b35
356-U1462C-46R-CC-PAL-NANNO,0,3,246.9,246.93,,,M [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,,,,,,,,,,,R,,R,,,,,R,,,,,R,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,356,U1462,C,46,R,CC,PAL,3f4a86083eb3bdff105c684e5cfed5fb
356-U1462C-47R-CC-PAL-NANNO,0,5,252.96,253.01,,,M [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,,,,,,,,,,,P,P,P,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,47,R,CC,PAL,007efb9a522109c74a90490397c9ba5c
356-U1462C-48R-CC-PAL-NANNO,0,2,256.7,256.72,,,G [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,R,,,,,,,,,,,R,,,,,,R,R,,,,,,,,,,,,,P,,,,P,,,,,,,,,P,,,,,,,356,U1462,C,48,R,CC,PAL,4d4697a1dfebeba2fa56a16177477e6c
356-U1462C-50R-CC-PAL-NANNO,0,3,267.41,267.44,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,,,,,,,,,,,R,,R,,,,A,R,,,,,R,,,,,,,,R,,,,P,,,,,,,,,R,,,,,,,356,U1462,C,50,R,CC,PAL,a5e0b59db488e278d1e75f2d104d9457
356-U1462C-55R-CC-PAL-NANNO,0,5,290.59,290.64,,,G [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,P,,,,,,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,356,U1462,C,55,R,CC,PAL,d7d87c4a624d856615214146e31c588b
356-U1462C-59R-CC-PAL-NANNO,0,5,310.09,310.14,,,M [P33],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,F,P,F,,,,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,356,U1462,C,59,R,CC,PAL,296dbb5cb7685545def721ff4afdf66d
356-U1462C-60R-CC-PAL-NANNO,0,5,316.15,316.2,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,356,U1462,C,60,R,CC,PAL,1a08f26e833158d614c539a6f7f70e02
356-U1462C-62R-CC-PAL-NANNO,0,5,328.5,328.55,,,M [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,C,P,C,,,,F,C,,,,,P,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,356,U1462,C,62,R,CC,PAL,e39c95db09f6b2e115ebe843199f40ce
356-U1462C-63R-CC-PAL-NANNO,0,5,332.69,332.74,,,M [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,P,,,,,,,,,,,,,C,,F,,,,,C,,,,,,,,,,,,,P,,,,P,,,,,,,,,P,,,,,,,356,U1462,C,63,R,CC,PAL,91ee0a771820cf28eab1d7bed4075222
356-U1462C-66R-CC-PAL-NANNO,0,5,353.37,353.42,,,M [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,F,,,,,,,,,,,,,F,,F,,,,A,C,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,356,U1462,C,66,R,CC,PAL,4363e598efe3146e85e34fcca6786a67
356-U1462C-68R-CC-PAL-NANNO,0,5,368.24,368.29,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,F,,,,,,,,,,,,,F,,F,,,,,F,,,,,,,,,,,,,P,,,,P,,,,,,,,,F,,,,,,,356,U1462,C,68,R,CC,PAL,64c55060ebbe78856cc4ef7d8acef858
356-U1462C-69R-CC-PAL-NANNO,0,5,369.76,369.81,,,M [P33],C,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,P,,F,,,,C,C,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,356,U1462,C,69,R,CC,PAL,74752075a414a8adccd0cd8dbb20c751
356-U1462C-71R-CC-PAL-NANNO,0,5,380.36,380.41,,,G [P33],C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,,,,,F,,,,R,,,,,,P,,,R,,,,,,,356,U1462,C,71,R,CC,PAL,ca1119c5623427df1e63536ac3aadecb
356-U1462C-73R-CC-PAL-NANNO,0,5,387.56,387.61,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P33],C,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,F,,,,R,,,,F,,,,P,,,P,,,R,,,F,,,,,,,356,U1462,C,73,R,CC,PAL,49ecc75e54343ae8cc78a5f8abfb57f2
356-U1462C-75R-CC-PAL-NANNO,0,12,400.54,400.66,,,G [P33],C,,,F,,,,,,,,,,,,,,P,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,,C,C,,,,R,F,,,,R,,,,F,,,,,,,,,,P,,,,,,,,,,356,U1462,C,75,R,CC,PAL,870027ff80caf31cab02a57039816542
356-U1462C-77R-CC-PAL-NANNO,0,5,407.46,407.51,,,G [P33],C,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,C,,,,P,R,,,,R,,,,F,,,,P,,,,,,P,,,,,,,,,,356,U1462,C,77,R,CC,PAL,15c90a4a470095f892ce47b8cc5d40cd
356-U1462C-79R-CC-PAL-NANNO,0,8,419.57,419.65,,,G [P33],C,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,A,C,,,,P,F,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,,356,U1462,C,79,R,CC,PAL,944e40a663d6ef011768e680ebf83ec3
356-U1462C-81R-CC-PAL-NANNO,0,6,427.24,427.3,,,G [P33],C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,R,,,,,,,,R,,,P,,,,,,,,,,R,,,,,,,356,U1462,C,81,R,CC,PAL,609cf9da2ecb3ec317a99a08d6842b54
356-U1462C-83R-CC-PAL-NANNO,0,10,438.32,438.42,,,G [P33],C,,,F,,,,,,,,,,,,,,F,,,,,,,,,,P,,,,C,,,,,,,,,,,,,,,F,,,,,,A,C,,,,,R,,,,R,,,,R,,,R,,,,,,,,,,R,,,,,,,356,U1462,C,83,R,CC,PAL,d30e8f6c1c3f938dc65935b318c7280c
356-U1462C-85R-CC-PAL-NANNO,0,8,447.72,447.8,,,G [P33],F,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,F,C,,,,,R,,,,R,,,,R,,,,,,,,,,,,,R,,,,,,,356,U1462,C,85,R,CC,PAL,e218a3128e490dee8fac58cd034fb821
356-U1462C-87R-CC-PAL-NANNO,0,8,457.84,457.92,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P33],F,,,R,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,F,C,,,,,R,,,,F,,,,R,,,P,,,,,,,,,P,R,,,rare D. pentaradiatus (broken rays),,,,356,U1462,C,87,R,CC,PAL,17b2cf4deb60c3fe0e4910cddc7d0832
356-U1462C-89R-CC-PAL-NANNO,0,10,467.41,467.51,,,M [P33],C,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,P,,,,P,,,,P,,P,,,P,F,,P,,,,,,,,356,U1462,C,89,R,CC,PAL,22f110525f316f28943dba5115c5148e
356-U1462C-91R-CC-PAL-NANNO,0,5,478.61,478.66,,,G [P33],C,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,C,F,,,,,,,,,,,,,,C,,,,,P,C,C,,,,,P,,,,,,,,F,,,,,,,,,,F,,P,,,,,,,,356,U1462,C,91,R,CC,PAL,493753bbac725486f62cf0b9453d6312
356-U1462C-93R-CC-PAL-NANNO,0,5,487.46,487.51,,,G [P33],A,,,F,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,C,,F,,,,A,A,,,,,P,,P,,,,,,F,,,,,,F,,,,P,,,,,P,reworked R. pseudoumbilicus (no sphenoliths),,,,356,U1462,C,93,R,CC,PAL,05720c007478e249f16c709ed86513b0
356-U1462C-95R-CC-PAL-NANNO,0,5,498.57,498.62,,,G [P33],A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,F,,F,,,,A,A,,,,,,,,,,,,,F,,,,P,,,,,,F,,,,,,,,,,356,U1462,C,95,R,CC,PAL,f01442b06762992dac9f93cf9d9e67d2
356-U1462C-97R-CC-PAL-NANNO,0,5,506.82,506.87,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,VA,A,,,,P,,,,,,,,,F,,,,,,P,,,,,,,P,,,no Discoasters / C. macintyrei observed,,,,356,U1462,C,97,R,CC,PAL,a49be3f6160c1a61e04a8a1569d72fc8
356-U1462C-99R-CC-PAL-NANNO,0,5,514.49,514.54,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,F,,,,,,VA,A,,,,,,,P,,,,,,R,,,,P,,P,,,,P,,,,,,"5-rayed Discoaster, overgrown",,,,356,U1462,C,99,R,CC,PAL,e335ea7203c7e8ea58a601552ab9f8be
356-U1462C-101R-CC-PAL-NANNO,0,5,527.45,527.5,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P33],A,,,F,,,,,,,,,,P,,,,,,,,,,,P,P,,,P,,,,,,,,,,,,,,,,,,C,,,,,,VA,A,,,,,P,,,,P,,,,F,,,,,,P,,,,,,,,,,,,,,356,U1462,C,101,R,CC,PAL,5a4e540f184e68d0d48c5bb86c7fc015
356-U1462C-104R-CC-PAL-NANNO,0,5,542.96,543.01,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,356,U1462,C,104,R,CC,PAL,413955bf396b0221e8f72736e830ce53
356-U1462C-105R-CC-PAL-NANNO,0,5,546.56,546.61,,,G [P33],C,,,R,,,,,,,,,,,,,,P,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,F,,,,,,,,F,,,,,,P,,,P,,,,,,,,,,,356,U1462,C,105,R,CC,PAL,bd923b74e93cdde4ca4a4f1c9d8e9d2c
356-U1462C-107R-4-PAL-NANNO,0,5,557.99,558.04,,,G [P33],C,,,R,,,,,,,,,,R,,,,P,,,,,,,P,P,,,R,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,P,F,,,,,,,,F,,,R,P,,,,P,,P,,,,,P,reworked R. bisecta,,,,356,U1462,C,107,R,4,PAL,d933a21ffaf052300b1c517dac0c0a8a
356-U1462C-109R-CC-PAL-NANNO,0,5,565.6,565.65,,,G [P33],C,,,F,,,,,,,,,,P,,,,R,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,F,,,F,,,,,,,,P,,,R,,,,,,,R,,,,,,,,,,356,U1462,C,109,R,CC,PAL,ff38e423b07307ea9d5627b7397ddc2d
356-U1462C-111R-CC-PAL-NANNO,0,6,574.58,574.64,,,G [P33],C,,,F,,,,,,,,,,P,,,,R,,,,,,,P,,,,R,,,F,,,,,,,,,,,,,,,C,,,,,,C,C,,C,,,R,,,,,,,,F,,,P,P,,,,,P,,,,R,,,,,,,356,U1462,C,111,R,CC,PAL,8d3434da46a4f1fbb2aba2e24d6f1b7a
356-U1462C-113R-CC-PAL-NANNO,0,5,584.7,584.75,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,R,,C,C,,C,,,,,,,,,,,F,,,R,P,,,,,P,,,,,,R,reworked R. bisecta,,,,356,U1462,C,113,R,CC,PAL,0f6e271a8d998b101ed18730af3b0fba
356-U1462C-115R-CC-PAL-NANNO,0,6,592.52,592.58,,,G [P33],C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,C,F,,A,,,F,,,,,,,,R,,,,P,,,,,,,,,R,,R,reworked R. bisecta,,,,356,U1462,C,115,R,CC,PAL,6e8b50674e444926c1a3ec5d9152354f
356-U1462C-117R-CC-PAL-NANNO,0,6,605.66,605.72,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,R,P,F,C,,C,,,R,,,,,,,,R,,,,,,,,,,,,,R,,R,reworked R. bisecta,,,,356,U1462,C,117,R,CC,PAL,a366606719780b4d825d45fab48a16bb
356-U1462C-121R-CC-PAL-NANNO,0,5,625.02,625.07,,,G [P33],A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,P,,,,P,F,VA,A,,C,,P,P,,P,,,,,,F,,,,,,F,,,,,,P,,,F,reworked R. bisecta,,,,356,U1462,C,121,R,CC,PAL,1522c815b872b811fabfd21eccf16df8
356-U1462C-125R-CC-PAL-NANNO,0,5,641.78,641.83,,,G [P33],A,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,VA,VA,,C,,,P,,,,,,,,F,,,,,,F,,,,,,,F,,,,,,,356,U1462,C,125,R,CC,PAL,44678fe5737b2ee6612aea711b6cc3ad
356-U1462C-129R-CC-PAL-NANNO,0,5,664.41,664.46,,,G [P33],A,,,R,,,,,,,,,,P,,,,R,,,,,,,,P,,,R,,,,,,,,,,,,,,,,,,P,,,,F,P,VA,A,,C,,,R,,F,,,,,,F,,,,F,P,F,,,P,,,,,,P,reworked R. bisecta,,,,356,U1462,C,129,R,CC,PAL,968381baf53dafdd864dba1727837f90
356-U1462C-131R-4-PAL-NANNO,0,5,673.5,673.55,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,,P,,,R,,,,,,,,,,,,,,,,,,P,,,R,F,P,A,A,,C,,,R,,F,,R,,,,F,,,,R,,,,,,,,,,,P,reworked R. bisecta,,,,356,U1462,C,131,R,4,PAL,7ee0c88f5cce503f31cbf43e10d0cbfa
356-U1462C-133R-CC-PAL-NANNO,0,5,684.24,684.29,NN14,"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P33],A,,P,R,,,,,,,,,,,,,,R,,,,,,,P,R,,,R,,,,,,,,,,,,,,,,,,,,,F,F,P,VA,A,,C,,,,,P,,,,,,F,,,P,P,,,,,P,,,P,,,,,,,,356,U1462,C,133,R,CC,PAL,d23ec15fd62f019aa96655d7c9ef9ec9
