Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1466B-9R-CC-PAL,0,4,382.79,382.83,,,M,C,,,,,,,,,A,A,A,P,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,9,R,CC,PAL,6be98a9578e3e2f0c4c358e84183370f
359-U1466B-10R-1,75,75,392.45,392.45,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,10,R,1,,d132d8095edaff26c9ef5a0ebdba373e
359-U1466B-10R-2-W,15,15,393.1,393.1,,,M,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,10,R,2,W,4559a9a2cb3274fc31aee2b3bfce85f4
359-U1466B-10R-2-W,24,24,393.19,393.19,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,10,R,2,W,84d34a741bac38be36c40afe0111a25d
359-U1466B-10R-2-W,90,90,393.85,393.85,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1466,B,10,R,2,W,611a59af19c73fcac27a1df0077c9314
359-U1466B-10R-CC-PAL,0,5,394.18,394.23,,,M,C,,,,,,,,,P,C,A,C,,,R,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,10,R,CC,PAL,e2064c093a20ca127b1e72ab4fec6dd8
359-U1466B-11R-1-W 82/85-PAL,0,3,402.22,402.25,,,M,C,,,,,,,,,,F,F,A,,,R,,R,,,,,,,R,,,,,,,,R,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,11,R,1,W,e8bb73e3545dad8110568bcd29838b92
359-U1466B-11R-2,43,43,402.78,402.78,,,M,C,,,,,,,,,,F,F,A,,,,,,,,,,,,F,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,11,R,2,,f4e8ec6f172595bcf68303e448fbc6b3
359-U1466B-11R-CC-W,64,64,403.95,403.95,,,P,F,,,,,,,,,,,F,F,,,,,,,,,,,,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,11,R,CC,W,96f1973b658376f97cc8b03519b39401
359-U1466B-12R-1,55,55,411.65,411.65,,,P,F,,,,,,,,,R,R,,R,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,12,R,1,,f77a198017547d837e801eaf8747d013
359-U1466B-12R-CC-PAL,0,5,412.53,412.58,,,M,A,,,,,,,,R,C,C,C,A,,,R,,R,,,,,,F,F,,,,,,,,F,,,,,,,,P,,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,12,R,CC,PAL,dbffb897f9b3b2823b8c1c2a85726a9c
359-U1466B-13R-2-W,52,52,422.82,422.82,,,G,A,,,,,,,,,,R,R,A,,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,13,R,2,W,52374396663e91ed7f05b8debabcab28
359-U1466B-13R-CC-PAL,0,5,423.48,423.53,,,M,A,,,,,,,,,C,C,C,A,,,,,,,,,,,F,F,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,13,R,CC,PAL,15aeccd1f8cd9c9e843473f2c14c5440
359-U1466B-14R-1-W,94,94,431.44,431.44,,,G,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,14,R,1,W,0978cd86afcdb2729f29421b1ed3db0d
359-U1466B-14R-CC-PAL,0,5,432.41,432.46,,,M,A,,,,,,,,,,C,C,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,14,R,CC,PAL,d815d2d1d42786aeb35092e3d678afce
359-U1466B-15R-CC-PAL,0,5,441.54,441.59,,,M,A,,,,,,,,,,C,C,A,,,,,R,,,,,F,,F,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,15,R,CC,PAL,b3546ef1d9e3007acc840cbac81e9f1c
359-U1466B-16R-CC-PAL,0,5,450.83,450.88,,,M,C,,,,,,,,,P,C,,A,,,R,,C,,,,,,R,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1466,B,16,R,CC,PAL,68c9c9058d1a95dd055ae72d753170c4
359-U1466B-17R-CC-PAL,0,5,460.43,460.48,,,P,F,,,,,,,,,P,F,R,F,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,17,R,CC,PAL,399c4d2893049aa760509a3814757698
359-U1466B-18R-CC-PAL,0,5,469.85,469.9,,,M,A,,,,,,,,,,F,,F,,,P,,R,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,18,R,CC,PAL,3787c1faceae13a6f86c45239a1fcfaa
359-U1466B-19R-CC-PAL,0,5,479.68,479.73,,,M,A,,,,,,,,,,F,F,F,,,R,,R,,,,,,P,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,19,R,CC,PAL,d2b48a3ed92183317d095a6d91bab36e
359-U1466B-20R-CC-PAL,0,5,484.52,484.57,,,G,C,,,,,,,,,,F,F,C,,,P,,F,,,,,,F,F,P,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,20,R,CC,PAL,a1019a8d1a10781140f724fd874e4ac2
359-U1466B-21R-1-PAL,0,3,489.02,489.05,,,P,R,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,21,R,1,PAL,919e17a003a3ce1dc84c71d494f15e22
359-U1466B-22R-1-W,77,77,494.27,494.27,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,22,R,1,W,d54e9d0c85772d4df90bd35014765a3d
359-U1466B-22R-1-W,101,101,494.51,494.51,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,22,R,1,W,e12392027ff6b143c38f457ab193f7a0
359-U1466B-22R-CC-PAL,0,5,494.94,494.99,,,G,A,,,,,,,,,,F,P,R,,,F,,F,,,,,,R,P,R,,,,,,,F,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,22,R,CC,PAL,ca855e1949f2bcce4025134a8259cf19
359-U1466B-23R-CC-PAL,0,5,499.14,499.19,,,M,A,,,,,,,,,,,A,R,,,F,,R,,,,,,R,P,P,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,23,R,CC,PAL,c5a83ff833bc05542b93f4120c12bc5a
359-U1466B-24R-1-W,27,27,503.47,503.47,,,M,F,,,,,,,,,,R,C,R,,,R,R,,,,,,,R,R,F,R,,,,,,F,,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,24,R,1,W,6c5eb22a6a1d6c26af926ad8c4e2e0ab
359-U1466B-24R-CC-PAL,0,5,504.2,504.25,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,24,R,CC,PAL,a73fec89dbe07fc03bbcf6d486f75a90
359-U1466B-25R-1-W,99,99,509.19,509.19,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,25,R,1,W,3f7bce07f53013c6c8567d51a8ad71c0
359-U1466B-25R-2-W,28,28,509.98,509.98,,,M,C,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,25,R,2,W,ce7d09624a2f47e6eefa664ad635fa0b
359-U1466B-25R-CC-PAL,0,5,510.63,510.68,,,G,A,,,,,,,,,,A,A,C,,,C,R,R,,,,,F,C,R,R,R,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,25,R,CC,PAL,e2bbbd24c871cf09b9635909f6cb9f7c
359-U1466B-26R-CC-PAL,0,5,519.05,519.1,,,M,C,,,,,,,,,,R,R,R,,,,,P,,,,,,R,,P,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,26,R,CC,PAL,4f497956f04a8e031c5cb8f7e27bc48e
359-U1466B-27R-CC-PAL,0,5,527.8,527.85,,,M,F,,,,,,,,,,R,R,F,,,,,R,,,,,,,,R,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentifiable 5 rays Discoaster,,,,359,U1466,B,27,R,CC,PAL,9df946f035af24bf45c1ee90975fd187
359-U1466B-28R-CC-PAL,0,5,539.03,539.08,,,M,C,,,,,,,,,,R,R,C,,,,F,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,28,R,CC,PAL,6010935fe2d7ba8760a1fae03d6fc226
359-U1466B-29R-CC-PAL,0,5,542.64,542.69,,,M,C,,,,,,,,,R,F,R,R,,,R,,R,,,,,,P,P,,P,,,,,,R,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,29,R,CC,PAL,d93fee8b6a37d9fed753450f8e167c90
359-U1466B-30R-1-W,63,63,547.73,547.73,,,M,C,,,,,,,,,R,R,R,,,,R,,R,,,,,,F,F,,,,,,,,F,,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1466,B,30,R,1,W,3283243d3ae9ccfd9367f66c78c7073f
359-U1466B-30R-CC-PAL,0,5,548.19,548.24,,,M,C,,,,,,,,,R,R,R,,,,R,,R,,,,,,F,F,,,,,,,,F,,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,359,U1466,B,30,R,CC,PAL,db748285e33f8ba30dde1ffe92ed0282
359-U1466B-31R-CC-PAL,0,5,558.66,558.71,,,M,C,,,,,,,,,,F,F,R,,,R,,,,,,,,R,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,31,R,CC,PAL,4f3f9be725f9d6095527af369aaf2f57
359-U1466B-32R-1-W,3,3,566.53,566.53,,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,32,R,1,W,e4174c1dd6801616fb939d50313aafb1
359-U1466B-32R-1-W,34,34,566.84,566.84,,,P,R,,,,,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1466,B,32,R,1,W,86f69b5b51cf411ae6bd765b5a6ca2fd
359-U1466B-32R-CC-PAL,0,5,567.07,567.12,,,P,R,,,,,,,,,,R,C,A,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,32,R,CC,PAL,48bf052771967058cad2ce3b624fade6
359-U1466B-33R-1-W,101,101,577.21,577.21,,,M,C,,,,,,,,,R,F,A,C,,,F,,F,,,R,,,,C,P,,,,,,,F,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,33,R,1,W,a4fe7a09e7178289b419d46b8b62522c
359-U1466B-33R-2-W,69,69,578.23,578.23,,,M,F,,,,,,,,,R,F,A,C,,,F,,F,,,R,,,,C,P,,,,,,,F,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,33,R,2,W,04afe838713bdec26bb801ea0172f906
359-U1466B-33R-CC-PAL,0,5,578.6,578.65,,,M,C,,,,,,,,,R,F,A,C,,,F,,F,,,R,,,,C,P,,,,,,,F,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,33,R,CC,PAL,c74612ef086a7c10c146050d08949558
359-U1466B-34R-1-W,66,66,586.56,586.56,,,M,C,,,,,,,,,,A,A,F,,,F,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,34,R,1,W,f931e57d65cc51f61f48b9b10e520e02
