Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Group Abundance,Stylatractus universus,Antarctissa cylindrica,Pterocanium charybdeum trilobum,Cycladophora pliocenica,Triceraspyris antarctica,Eucyrtidium calvertense,Helotholus vema,Desmospyris spongiosa,Cycladophora davisiana,Prunopyle titan,Lampromitra coronata,Lychnocanium grande,Amphymenium challengerae,Acrosphaera? labrata,Cycladophora spongothorax,Stichocorys peregrina,Lithomelissa stigi,Acrosphaera australis,Acrosphaera murrayana,Cycladophora humerus,Eucyrtidium pseudoinflatum,Actinomma golownini,Dendrospyris megalocephalis,Antarctissa deflandrei,Antarctissa robusta,Lychnocanoma sp. B Abelmann,Eucyrtidium punctatum,Gondwanaria deflandrei,Cycladophora golli regipileus,Cyrtocapsella longithorax,Stylosphaera radiosa,Cycladophora antiqua,Cyrtocapsella tetrapera,Ceratocyrtis cucullaris,Ceratocyrtis mashae,Cornutella clathrata,Corythospyris fiscella,Cycladophora golli golli,Cyrtocapsella robusta,Cystophormis brevispina,Desmospyris rhodospyroides,Didymocyrtis sp.,Gondwanaria japonica,Haliommetta miocenica,Helotholus? haysi,Lithatractus timmsi?,Lychnocanoma sp. A Abelmann,Lychnocanoma conica,Lamprocyclas aegles,Prunopyle hayesi,Siphonosphaera vesuvius,Spongomelissa dilli,Stylatractus santaeannae,Velicucullus sp. cf. oddgurneri,Acanthodesmia spp.,Actinomma popofskii,Acrosphaera? mercurius,Acrosphaera spinosa echinoides,Actinomma antarcticum,Actinomma boreale,Actinomma delicatulum,Actinomma leptodermum,Actinomma leptodernum longispinum,Amphistylus angelinus,Antarctissa denticulata,Antarctissa strelkovi,Anthocyrtella (?) callopisma,Botryostrobus auritus/australis,Carposphaera annikae,Cenosphaera cristata,Ceratocyrtis spp.,Ceratocyrtis histricosa,Cladoscenium ancoratum,Cornutella profunda,Cycladophora bicornis,Cycladophora conica,Cystophormis ob,Dendrospyris ? sakaii,Dictyophimus crisiae,Druppatractus hastatus,Enneaphormis rotula,Eucyrtidium annulatum,Eucyrtidium cienkowskii,Eucyrtidium inflatum,Hexacontium melpomene,Hexacontium pachydermum,Hexastylus spp.,Larcopyle nebulum,Larcopyle pylomaticus,Larcopyle weddellium,Lithelius minor,Lithelius nautiloides,Lithelius sp. A,Lithocampe platycephala,Lithomelissa ehrenbergii,Lithomelissa sp. A Petrushevskaya,Lithomelissa tricornis,Lychnocanoma sp. C Abelmann,Mitrocalpis araneafera,Octodendron spp. spines,Peripyramis circumtexta,Phaeodaria,Phormacantha hystrix/Plectacantha oikiskos group,Phormostichoartus corbula,Phorticium polycladum,Pseudodictyophimus gracilipes,Rhizoplegma boreale,Saccospyris antarctica,Saccospyris conithorax,Saccospyris praeantarctica,Saturnalis circularis,Siphocampe arachnea,Spongoplegma sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongotrochus sp. A Abelmann,Sphaeropyle robusta,Prunopyle tetrapila,Stylacontarium bispiculum,Stylatractus neptunus,Stylochlamidium  venustum,Stylodictya spp.,Stylosphaera coronata laevis,Tessarastrum straussi,Theocorys redondoensis,Triceraspyris coronata,Tripildium (?) clavipes,Trisulcus nana,Comments,ADDITIONAL SPECIES,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
374-U1522A-13R-CC-PAL-RADS,0,5,117.58,117.63,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Also barren in R12-CC, sample not curated",,,,,374,U1522,A,13,R,CC,PAL,9c157d82864acfa868377c4a235e7786
374-U1522A-14R-CC-PAL-RADS,0,5,125.97,126.02,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Five forams (Bulimina? Melonis, Neogloboquadrina pachyderma)",,,,,374,U1522,A,14,R,CC,PAL,618e0751fb083983000f6c837495947e
374-U1522A-15R-CC-PAL-RADS,0,2,135.5,135.52,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,15,R,CC,PAL,2faa2c5c2cb4f504002d8c8ef40d115d
374-U1522A-16R-CC-PAL-RADS,0,5,146.23,146.28,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Also barren in R18-CC, sample not curated",,,,,374,U1522,A,16,R,CC,PAL,aba5aa8c37f7af90772fe622176109b4
374-U1522A-22R-3-PAL-RADS,0,5,207.66,207.71,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forams and complete diatom frustules,,,,,374,U1522,A,22,R,3,PAL,d4ba3f51313e346d8200fe1e9411852a
374-U1522A-23R-CC-PAL-RADS,0,5,218.12,218.17,2.47-3.53 (upper/mid Upsilon?),M,Tr,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,374,U1522,A,23,R,CC,PAL,1556c719be6c1fc32cf304556ad08ac6
374-U1522A-24R-CC-PAL-RADS,0,7,227.63,227.7,2.47-3.53 (upper/mid Upsilon?),M,Tr,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,24,R,CC,PAL,50ed4bd040177dea182eaacc7b452dda
374-U1522A-25R-CC-PAL-RADS,0,4,232,232.04,2.47-3.53 (upper/mid Upsilon?),M,Tr,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,25,R,CC,PAL,4ab7d1d86563e3bbcd6b6e424fb50bf9
374-U1522A-26R-CC-PAL-RADS,0,5,241.96,242.01,2.47-3.53 (upper/mid Upsilon?),P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,R,,,,,,,,,,,,374,U1522,A,26,R,CC,PAL,eb072ffee1dc8b1b11c7b906cd7e4e77
374-U1522A-27R-CC-PAL-RADS,0,5,257.82,257.87,2.47-3.53 (upper/mid Upsilon?),P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,374,U1522,A,27,R,CC,PAL,95bfa42757fe7572bbb56531f357025a
374-U1522A-28R-CC-PAL-RADS,0,5,264.71,264.76,>3.53 Ma (lower Upsilon),M,R,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,X,,,,,,,,,,,,374,U1522,A,28,R,CC,PAL,e5c8a6220e9a382b31da5bba6e3b1188
374-U1522A-29R-CC-PAL-RADS,0,5,275.49,275.54,>3.53 Ma (lower Upsilon),M,R,,R,,,,X,,R,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,,,374,U1522,A,29,R,CC,PAL,dbcf65691d665085d2c4a134487cafa1
374-U1522A-30R-CC-PAL-RADS,0,5,285.69,285.74,>3.53 Ma (lower Upsilon),M,R,,X,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,X,,,,,R,,,,,,,,,,,,,,,,,,,374,U1522,A,30,R,CC,PAL,5b52a564537f7507682ff9a19fb3f455
374-U1522A-31R-CC-PAL-RADS,0,5,294.37,294.42,>3.53 Ma (lower Upsilon),M,R,,R,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,R,,,,,,,,,,,,,,,,,,,374,U1522,A,31,R,CC,PAL,f004c309c31f0b95c857eb4aac60d30a
374-U1522A-32R-CC-PAL-RADS,0,5,300.37,300.42,>3.53 Ma (lower Upsilon),G,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,32,R,CC,PAL,8cc09da61c3279098f69ed0e6aa19baf
374-U1522A-33R-CC-PAL-RADS,0,5,311.73,311.78,>3.53 Ma (lower Upsilon),G,F,,R,,,,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,X,,,,,,,,,,,,374,U1522,A,33,R,CC,PAL,c562f288770f2507c3269ac6ddcf4765
374-U1522A-34R-CC-PAL-RADS,0,5,321,321.05,>3.53 Ma (lower Upsilon),P,Tr,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,374,U1522,A,34,R,CC,PAL,8adb5b4161585fa3016f107a0fa7ad1a
374-U1522A-35R-CC-PAL-RADS,0,5,331.1,331.15,>3.53 Ma (lower Upsilon),M,R,,X,,,,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,X,,,,,,,,,,,,,,,,,,374,U1522,A,35,R,CC,PAL,ef5539aab5a1310e4da5e529a88fd837
374-U1522A-37R-CC-PAL-RADS,0,5,346.42,346.47,>3.53 Ma (lower Upsilon),M,R,,X,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,X,,,,,,X,,,,,,,,,,,,374,U1522,A,37,R,CC,PAL,bf9e054d530561cff6e52ebc095754df
374-U1522A-39R-CC-PAL-RADS,0,7,352,352.07,>3.53 Ma (lower Upsilon),M,R,,X,,,,,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,374,U1522,A,39,R,CC,PAL,ae3ce9e18f67d9796395a2b59205d91e
374-U1522A-43R-CC-PAL-RADS,0,1,376.1,376.11,> 4.88 (upper Tau?),P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,374,U1522,A,43,R,CC,PAL,938196476374bb284ea54c4308a03aad
374-U1522A-43R-CC-PAL-RADS,0,2,376.1,376.12,> 4.88 (upper Tau?),P,Tr,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,374,U1522,A,43,R,CC,PAL,409f9831a4c88590f560080b854447c7
374-U1522A-45R-CC-PAL-RADS,0,5,397.87,397.92,> 5.0 (lower Tau),G,A,,R,,Freq,,X,X,,,Freq,R,R,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,X,,,,,,,R,X,,,,,,,,X,,,,,,,,,,X,,,,,,,R,,,,,,,,,,,,,,,,,,,X,,,X,,C,Freq,,,,,X,X,,,,,,X,,,,,,374,U1522,A,45,R,CC,PAL,b62ec3bae1cec1d3d909decd4e8742e5
374-U1522A-46R-CC-PAL-RADS,0,5,408.98,409.03,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,46,R,CC,PAL,84c6d85dc12c59f6e8d475a6f86b4188
374-U1522A-47R-CC-PAL-RADS,0,5,416.79,416.84,,P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,374,U1522,A,47,R,CC,PAL,327b12d937479fd174e51e0e6eaa81bc
374-U1522A-48R-CC-PAL-RADS,0,5,433.26,433.31,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,48,R,CC,PAL,6c1f4fc31d3d72041b3ae28317c58493
374-U1522A-49R-CC-PAL-RADS,0,5,443.23,443.28,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,49,R,CC,PAL,c4820704b0e1ec32e2ff7327595c2268
374-U1522A-50R-CC-PAL-RADS,0,5,450.36,450.41,,P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,374,U1522,A,50,R,CC,PAL,f76c0cb265da7a4ef07392c59c19be32
374-U1522A-51R-CC-PAL-RADS,0,5,462.34,462.39,,P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,51,R,CC,PAL,7a9209f8c7ec571851def1bf2c6f5912
374-U1522A-52R-CC-PAL-RADS,0,5,470.81,470.86,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,52,R,CC,PAL,a61f2dfb4366e2a9c6be69fa1ef7775e
374-U1522A-53R-CC-PAL-RADS,0,5,481.84,481.89,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,53,R,CC,PAL,bbdf071457728a73a49ac2340360c258
374-U1522A-54R-CC-PAL-RADS,0,5,485.54,485.59,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,54,R,CC,PAL,0d60342e1a9edcdadd7c74946f7beed5
374-U1522A-55R-CC-PAL-RADS,0,5,494.97,495.02,,P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,55,R,CC,PAL,44f1b1e53427c92e59005e29c99e1b5f
374-U1522A-56R-CC-PAL-RADS,0,5,504.94,504.99,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,56,R,CC,PAL,1cab25709e2d3ba7cfb8eed7142dfd47
374-U1522A-57R-CC-PAL-RADS,0,5,517.25,517.3,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,57,R,CC,PAL,2d9e708cead45f05e0b87cc7a2d5044c
374-U1522A-58R-CC-PAL-RADS,0,5,529.4,529.45,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,58,R,CC,PAL,659f4a4dff6810ca5e380f7eef94b218
374-U1522A-59R-CC-PAL-RADS,0,4,538,538.04,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,59,R,CC,PAL,15cbcbf30c006d9fec2eddfd549a41f8
