leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
32,305,,LOWER CAMPANIAN,,223.5,261.0,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
32,305,,SANTONIAN,UPPER TURONIAN,261.0,280.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   88,   83,DSDP INITIAL REPORTS
32,305,,SANTONIAN,,280.0,298.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   78,   82,   80,DSDP INITIAL REPORTS
32,305,,SANTONIAN,UPPER TURONIAN,298.5,317.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   88,   83,DSDP INITIAL REPORTS
32,305,,CONIACIAN,,317.5,326.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   82,   86,   84,DSDP INITIAL REPORTS
32,305,,LOWER TURONIAN,CENOMANIAN,326.5,336.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   90,  100,   95,DSDP INITIAL REPORTS
32,305,,LOWER TURONIAN,LOWER CENOMANIAN,336.0,345.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   90,  100,   95,DSDP INITIAL REPORTS
32,305,,LOWER CENOMANIAN,UPPER ALBIAN,345.5,382.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 97.5,  104,100.8,DSDP INITIAL REPORTS
32,305,,UPPER ALBIAN,,382.5,456.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
32,305,,ALBIAN,,456.5,503.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  108,  104,DSDP INITIAL REPORTS
32,305,,ALBIAN,APTIAN,503.5,513.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  100,  110,  105,DSDP INITIAL REPORTS
32,305,,LOWER ALBIAN,UPPER APTIAN,513.0,541.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
32,305,,LOWER APTIAN,BARREMIAN,541.0,616.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  112,  121,116.5,DSDP INITIAL REPORTS
32,305,,APTIAN,HAUTERIVIAN,616.5,626.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  126,  117,DSDP INITIAL REPORTS
32,305,,APTIAN,VALANGINIAN,626.0,635.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  131,119.5,DSDP INITIAL REPORTS
32,305,,HAUTERIVIAN,VALANGINIAN,635.5,640.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  121,  131,  126,DSDP INITIAL REPORTS
